STATION,NAME,DATE,rain,temp
TH000048400,"NAKHON SAWAN, TH",2014/9/1,8.1,27.8
TH000048400,"NAKHON SAWAN, TH",2014/9/2,36.6,26.8
TH000048400,"NAKHON SAWAN, TH",2014/9/3,3.3,27
TH000048400,"NAKHON SAWAN, TH",2014/9/4,8.6,27.3
TH000048400,"NAKHON SAWAN, TH",2014/9/5,3.6,27.6
TH000048400,"NAKHON SAWAN, TH",2014/9/6,0.5,28.3
TH000048400,"NAKHON SAWAN, TH",2014/9/7,9.1,27.9
TH000048400,"NAKHON SAWAN, TH",2014/9/8,3,28.9
TH000048400,"NAKHON SAWAN, TH",2014/9/9,0,29.2
TH000048400,"NAKHON SAWAN, TH",2014/9/10,0.5,28.8
TH000048400,"NAKHON SAWAN, TH",2014/9/11,10.4,27.9
TH000048400,"NAKHON SAWAN, TH",2014/9/12,3.3,28.4
TH000048400,"NAKHON SAWAN, TH",2014/9/13,0,29.1
TH000048400,"NAKHON SAWAN, TH",2014/9/14,0.8,28.4
TH000048400,"NAKHON SAWAN, TH",2014/9/15,,29.2
TH000048400,"NAKHON SAWAN, TH",2014/9/16,,29.3
TH000048400,"NAKHON SAWAN, TH",2014/9/17,,29.8
TH000048400,"NAKHON SAWAN, TH",2014/9/18,0.3,28.5
TH000048400,"NAKHON SAWAN, TH",2014/9/19,,29.3
TH000048400,"NAKHON SAWAN, TH",2014/9/20,,30.2
TH000048400,"NAKHON SAWAN, TH",2014/9/21,,29.9
TH000048400,"NAKHON SAWAN, TH",2014/9/22,4.3,28.3
TH000048400,"NAKHON SAWAN, TH",2014/9/23,0.5,29.5
TH000048400,"NAKHON SAWAN, TH",2014/9/24,1.5,27.8
TH000048400,"NAKHON SAWAN, TH",2014/9/25,17.5,26.7
TH000048400,"NAKHON SAWAN, TH",2014/9/26,17,28
TH000048400,"NAKHON SAWAN, TH",2014/9/27,0,29.5
TH000048400,"NAKHON SAWAN, TH",2014/9/28,,29.6
TH000048400,"NAKHON SAWAN, TH",2014/9/29,13.5,27.4
TH000048400,"NAKHON SAWAN, TH",2014/9/30,0.5,27.8
TH000048400,"NAKHON SAWAN, TH",2014/10/1,4.3,28.3
TH000048400,"NAKHON SAWAN, TH",2014/10/2,0.5,27
TH000048400,"NAKHON SAWAN, TH",2014/10/3,,28.5
TH000048400,"NAKHON SAWAN, TH",2014/10/4,,29.3
TH000048400,"NAKHON SAWAN, TH",2014/10/5,8.6,28.6
TH000048400,"NAKHON SAWAN, TH",2014/10/6,11.2,27.1
TH000048400,"NAKHON SAWAN, TH",2014/10/7,0,27.4
TH000048400,"NAKHON SAWAN, TH",2014/10/8,3,27.3
TH000048400,"NAKHON SAWAN, TH",2014/10/9,0.3,27.3
TH000048400,"NAKHON SAWAN, TH",2014/10/10,26.9,28.4
TH000048400,"NAKHON SAWAN, TH",2014/10/11,2.3,27.4
TH000048400,"NAKHON SAWAN, TH",2014/10/12,0.3,27.2
TH000048400,"NAKHON SAWAN, TH",2014/10/13,0,28
TH000048400,"NAKHON SAWAN, TH",2014/10/14,,27.9
TH000048400,"NAKHON SAWAN, TH",2014/10/15,,27.1
TH000048400,"NAKHON SAWAN, TH",2014/10/16,,27.2
TH000048400,"NAKHON SAWAN, TH",2014/10/17,0,28.2
TH000048400,"NAKHON SAWAN, TH",2014/10/18,0,28.3
TH000048400,"NAKHON SAWAN, TH",2014/10/19,,28.7
TH000048400,"NAKHON SAWAN, TH",2014/10/20,35.8,27.2
TH000048400,"NAKHON SAWAN, TH",2014/10/21,0,27.1
TH000048400,"NAKHON SAWAN, TH",2014/10/22,0,28
TH000048400,"NAKHON SAWAN, TH",2014/10/23,0,27.2
TH000048400,"NAKHON SAWAN, TH",2014/10/24,3.3,26.9
TH000048400,"NAKHON SAWAN, TH",2014/10/25,0.3,28.2
TH000048400,"NAKHON SAWAN, TH",2014/10/26,1.3,28.1
TH000048400,"NAKHON SAWAN, TH",2014/10/27,,29.1
TH000048400,"NAKHON SAWAN, TH",2014/10/28,,28.9
TH000048400,"NAKHON SAWAN, TH",2014/10/29,3.3,27.8
TH000048400,"NAKHON SAWAN, TH",2014/10/30,17,27.5
TH000048400,"NAKHON SAWAN, TH",2014/10/31,1.8,29
TH000048400,"NAKHON SAWAN, TH",2014/11/1,0,29.3
TH000048400,"NAKHON SAWAN, TH",2014/11/2,,29.4
TH000048400,"NAKHON SAWAN, TH",2014/11/3,,28.3
TH000048400,"NAKHON SAWAN, TH",2014/11/4,0.5,27.4
TH000048400,"NAKHON SAWAN, TH",2014/11/5,9.9,26.8
TH000048400,"NAKHON SAWAN, TH",2014/11/6,2,27.8
TH000048400,"NAKHON SAWAN, TH",2014/11/7,,28.3
TH000048400,"NAKHON SAWAN, TH",2014/11/8,,29.1
TH000048400,"NAKHON SAWAN, TH",2014/11/9,,28
TH000048400,"NAKHON SAWAN, TH",2014/11/10,,28.6
