date, pm10, o3, no2
2021/9/11,21,16, 
2021/9/12,26,20, 
2021/9/13,23,12, 
2021/9/14,22,13, 
2021/9/15,20,9, 
2021/9/16,19,10, 
2021/9/17,22,13, 
2021/9/18,25,17, 
2021/9/19,24,12, 
2021/9/20,25,12, 
2021/9/21,19,11, 
2021/9/22,20,9, 
2021/9/23,22,11, 
2021/9/24,24,9, 
2021/9/25,14,7, 
2021/9/26,18,9, 
2021/9/27,22,12, 
2021/9/28,28,13, 
2021/9/29,29,21, 
2021/9/30,27,13, 
2021/4/1,102,41,5
2021/4/2,98,36,5
2021/4/3,74,17,3
2021/4/4,70,16,3
2021/4/5,24,17,1
2021/4/6,30,21,1
2021/4/7,34,24,3
2021/4/8,46,28,3
2021/4/9,40, ,1
2021/4/10,29,2, 
2021/4/11,35,27,1
2021/4/12,34,23,1
2021/4/13,38,25,1
2021/4/14,41,24,1
2021/4/15,47,26,1
2021/4/16,35,28, 
2021/4/17,21,18, 
2021/4/18,34,24,1
2021/4/19,43,26,2
2021/4/20,50,31,2
2021/4/21,58,35,2
2021/4/22,61,31,2
2021/4/23,65,39,3
2021/4/24,50,28,1
2021/4/25,43,31,2
2021/4/26,33,25,1
2021/4/27,27,17,1
2021/4/28,25,20,1
2021/4/29,23,21,1
2021/4/30,23,13,1
2021/5/1,31,20,1
2021/5/2,30,19,1
2021/5/3,33,20,1
2021/5/4,35,21,1
2021/5/5,35,22,1
2021/5/6,31,26,1
2021/5/7,33,19,1
2021/5/8,28,23, 
2021/5/9,32,21,1
2021/5/10,29,23,1
2021/5/11,28,18,1
2021/5/12,28,20,2
2021/5/13,32,22,2
2021/5/14,38,27,1
2021/5/15,40,23,1
2021/5/16,47,28,2
2021/5/17,41,22,2
2021/5/18,39,25,1
2021/5/19,40,24,1
2021/5/20,34,7,1
2021/5/21,34,23,1
2021/5/22,24,20,1
2021/5/23,20,19,1
2021/5/24,24,17,1
2021/5/25,29,21,1
2021/5/26,34,32,1
2021/5/27,31,20,1
2021/5/28,27,21, 
2021/5/29,20,18, 
2021/5/30,21,17,1
2021/5/31,28,22,1
2021/6/1,39,22,1
2021/6/2,45,26,2
2021/6/3,40,19,1
2021/6/4,23,24,2
2021/6/5,29,18,1
2021/6/6,27,22,1
2021/6/7,28,18,1
2021/6/8,19,10,1
2021/6/9,22,13, 
2021/6/10,22,16,1
2021/6/11,22,15,1
2021/6/12,25,16,1
2021/6/13,22,8,4
2021/6/14,20,11,1
2021/6/15,21,12,1
2021/6/16,22,13, 
2021/6/17,23,15,1
2021/6/18,24,17,1
2021/6/19,30,16,1
2021/6/20,44,18,2
2021/6/21,30,17,2
2021/6/22,29,17,1
2021/6/23,25,16,2
2021/6/24,27,35,3
2021/6/25,22,15,1
2021/6/26,27,16,1
2021/6/27,22,8,2
2021/6/28,25,12,2
2021/6/29,27,10,2
2021/6/30,27,11,2
2021/1/4,57,26,7
2021/1/5,54,22,7
2021/1/6,49,22,6
2021/1/7,52,24,4
2021/1/8,49,21,3
2021/1/9,52,27,2
2021/1/10,56,31,4
2021/1/11,118,13,1
2021/1/12,45,14,4
2021/1/13,52,20,5
2021/1/14,60,21,6
2021/1/15,55,19,5
2021/1/16,54,29,3
2021/1/17,63,23,5
2021/1/18,56,23,6
2021/1/19,63,24,7
2021/1/20,63,23,8
2021/1/21,61,24,7
2021/1/22,63,24,6
2021/1/23,64,22,6
2021/1/24,61,22,7
2021/1/25,60,24,7
2021/1/26,65,26,7
2021/1/27,62,25,6
2021/1/28,67,25,4
2021/1/29,55,24,3
2021/1/30,48,22,4
2021/1/31,52,19,7
2021/2/1,45,19,7
2021/2/2,41,19,7
2021/2/3,53,24,7
2021/2/4,64,26,8
2021/2/5,103,28,7
2021/2/6,70,27,4
2021/2/7,53,17,2
2021/2/8,26,14,2
2021/2/9,30,16,3
2021/2/10,38,23,5
2021/2/11,46,25,6
2021/2/12,54,23,7
2021/2/13,53,24,6
2021/2/14,62,25,6
2021/2/15,62,23,6
2021/2/16,62,30,3
2021/2/17,68,27,6
2021/2/18,59,27,5
2021/2/19,53,26,4
2021/2/20,54,26,4
2021/2/21,54,21,4
2021/2/22,59,22,6
2021/2/23,70,28,5
2021/2/24,68,29,7
2021/2/25,60,34,8
2021/2/26,75,32,7
2021/2/27,81,31,6
2021/2/28,82,27,8
2021/3/1,81,28,10
2021/3/2,88,28,14
2021/3/3,75,26,8
2021/3/4,66,29,9
2021/3/5,80,35,8
