date, pm10, o3, no2
2014/6/19,38,15,16
2014/6/20,45,10,18
2014/6/21,53,13,16
2014/6/22,54,16,19
2014/6/23,38,17,17
2014/6/24,31,9,14
2014/6/25,26,6,13
2014/6/26,31,9,21
2014/6/27,40,13,16
2014/6/28,40,14,12
2014/6/29,38,14,19
2014/6/30,41,11,17
2014/1/1,84,90,48
2014/1/2,84,119,63
2014/1/3,103,95,57
2014/1/4,101,52,34
2014/1/5,95,69,52
2014/1/6,78,61,46
2014/1/7,88,64,55
2014/1/8,79,36,47
2014/1/9,95,38,33
2014/1/10,67,48,33
2014/1/11,67,49,30
2014/1/12,64,40,24
2014/1/13,60,44,23
2014/1/14,54,46,28
2014/1/15,59,49,38
2014/1/16,65,50,43
2014/1/17,72,44,25
2014/1/18,65,69,23
2014/1/19,69,68,39
2014/1/20,81,27,37
2014/1/21,79,62,18
2014/1/22,80,58,45
2014/1/23,95,79,47
2014/1/24,92,4,72
2014/1/25,107, , 
2014/1/27,128,57,42
2014/1/28,94,49,52
2014/1/29,74,43,48
2014/1/30,81,44,31
2014/1/31,72,48,31
2014/2/1,64,49,29
2014/2/2,59,66,37
2014/2/3,59,32,21
2014/2/4,64,32,25
2014/2/5,55,35,26
2014/2/6,52,23,20
2014/2/7,45,21,17
2014/2/8,40,42,20
2014/2/9,37,46,33
2014/2/10,45,21,22
2014/2/11,55,22,20
2014/2/12,41,20,22
2014/2/13,44,31,22
2014/2/14,46,17,19
2014/2/15,42,32,20
2014/2/16,42,34,22
2014/2/17,49,31,25
2014/2/18,50,35,23
2014/2/19,52,37,22
2014/2/20,56,37,32
2014/2/21,65,71,39
2014/2/22,75,53,22
2014/2/23,56,44,23
2014/2/24,50,38,26
2014/2/25,49,37,24
2014/2/26,52,33,23
2014/2/27,52,30,26
2014/2/28,48,32,22
2014/3/1,44,38,19
2014/3/2,45,37,24
2014/3/3,46,45,16
2014/3/4,50,39,21
2014/3/5,49,36,18
2014/3/6,51,34,18
2014/3/7,46,34,18
2014/3/8,44,28,16
2014/3/9,46,30,19
2014/3/10,46,34,21
2014/3/11,41,30,17
2014/3/12,42,26,20
2014/3/13,48,31,23
2014/3/14,50,32,22
2014/3/15,43,4,22
2014/3/16,43,48,14
2014/3/17,53,26,14
2014/3/18,41,17,19
2014/3/19,34,32,23
2014/3/20,45,42,23
2014/3/21,52,12,23
2014/3/22,55,55,28
2014/3/23,54,51,28
2014/3/24,58,41,23
2014/3/25,51,35,23
2014/3/26,42,25,27
2014/3/27,42,21,29
2014/3/28,46,24,26
2014/3/29,46,14,16
2014/3/30,33,9,18
2014/3/31,21,16,17
2016/1/2, ,63,27
2014/12/31, ,38,23
2015/3/15, ,23,13
2014/11/30, ,40,36
2013/12/31, ,68,33
2014/1/26, ,54,53
2016/1/1, , ,23
