date, pm10, o3, no2
2020/6/6,26,12, 
2020/6/7,26,16, 
2020/6/8,25,13, 
2020/6/9,25,13, 
2020/6/10,27,14, 
2020/6/11,30,15, 
2020/6/12,30,15, 
2020/6/13,31,11, 
2020/6/14,25,8, 
2020/6/15,21,8, 
2020/6/16,26,5, 
2020/6/17,32,2, 
2020/6/18,31,8, 
2020/6/19,39,16, 
2020/6/20,33,13, 
2020/6/21,72,15, 
2020/6/22,69,14, 
2020/6/23,67,17, 
2020/6/24,32,14, 
2020/6/25,66,9, 
2020/6/26,70,13, 
2020/6/27,31,14, 
2020/6/28,34,15, 
2020/6/29,64,10, 
2020/6/30,59,7, 
2020/1/1,47,13,9
2020/1/2,55,15,11
2020/1/3,58,15,12
2020/1/4,59,17,11
2020/1/5,70,17,13
2020/1/6,117,29,15
2020/1/7,284,17,13
2020/1/8,75,21,12
2020/1/9,83,23,17
2020/1/10,84,19,16
2020/1/11,90,22,14
2020/1/12,76,18,10
2020/1/13,77,20,10
2020/1/14,76,19,12
2020/1/15,83,25,12
2020/1/16,81,22,15
2020/1/17,88,21,14
2020/1/18,92,17,13
2020/1/19,83,11,12
2020/1/20,83,25,14
2020/1/21,89,26,13
2020/1/22,83,22,10
2020/1/23,66,17,5
2020/1/24,54,16,4
2020/1/25,52,17,5
2020/1/26,79,24,10
2020/1/27,68,19,9
2020/1/28,84,28,12
2020/1/29,68,19,7
2020/1/30,68,18,7
2020/1/31,79,24,11
2020/2/1,91,29,10
2020/2/2,89,24,9
2020/2/3,77,21,5
2020/2/4,69,20,4
2020/2/5,67,20,7
2020/2/6,64,23,8
2020/2/7,82,25,11
2020/2/8,75,17,7
2020/2/9,61,16,9
2020/2/10,76,22,14
2020/2/11,78,25,9
2020/2/12,57,18,5
2020/2/13,55,19,6
2020/2/14,55,22,8
2020/2/15,59,22,8
2020/2/16,65,19,7
2020/2/17,72,16,6
2020/2/18,72,19,10
2020/2/19,73,18,11
2020/2/20,71,15,11
2020/2/21,67,18,7
2020/2/22,60,17,8
2020/2/23,70,15,12
2020/2/24,79,27,15
2020/2/25,81,22,10
2020/2/26,77,17,12
2020/2/27,75,16,12
2020/2/28,60,20,4
2020/2/29,66,19,5
2020/3/1,66,20,4
2020/3/2,132,16,3
2020/3/3,54,18,5
2020/3/4,48,14,4
2020/3/5,48,18,4
2020/3/6,84,19,8
2020/3/7,54,22,7
2020/3/8,68,25,12
2020/3/9,107,21,10
2020/3/10,95,24,7
2020/3/11,100,21,7
2020/3/12,67,23,7
2020/3/13,60,23,5
2020/3/14,46,18,3
2020/3/15,51,19,5
2020/3/16,56,21,3
2020/3/17,58,20,4
2020/3/18,53,20,2
2020/3/19,54,20,3
2020/3/20,52,18,3
2020/3/21,59,5,1
2020/3/22,61,22,8
2020/3/23,56,14,7
2020/3/24,49,15,3
2020/3/25,59,14,4
2020/3/26,57,12,5
2020/3/27,54,13,4
2020/3/28,126,15,3
2020/3/29, , , 
2019/10/1,57,19,7
2019/10/2,48,13,9
2019/10/3,51,18,7
2019/10/4,28,16,3
2019/10/5,31,13,6
2019/10/6,34,11,4
2019/10/7,25,15,4
2019/10/8,31,14,5
2019/10/9,34,13,6
2019/10/10,33,13,7
2019/10/11,38,19,6
2019/10/12,37,19,6
2019/10/13,33,11,5
2019/10/14,35,13,6
2019/10/15,27,12,5
2019/10/16,32,12,6
2019/10/17,43,17,10
2019/10/18,44,17,10
2019/10/19,40,17,9
2019/10/20,47,17,10
2019/10/21,49,17,11
2019/10/22,85,24,10
2019/10/23,59,24,9
2019/10/24,53,20,6
2019/10/25,33,15,4
2019/10/26,29,13,6
2019/10/27,38,13,6
2019/10/28,38,15,4
2019/10/29,28,18,5
2019/10/30,38,18,5
2019/10/31,39,12,5
2019/11/1,23,13,2
2019/11/2,26,13,4
2019/11/3,31,14,4
2019/11/4,82,18,7
2019/11/5,55,20,10
2019/11/6,57,17,9
2019/11/7,59,18,10
2019/11/8,60,18,8
2019/11/9,59,20,8
2019/11/10,61,20,11
2019/11/11,64,20,12
2019/11/12,52,15,9
2019/11/13,37,11,6
2019/11/14,34,21,7
2019/11/15,51,22,9
2019/11/16,53,23,10
2019/11/17,61,22,10
2019/11/18,51,14,10
2019/11/19,44,19,9
2019/11/20,49,19,11
2019/11/21,49,20,8
2019/11/22,55,20,9
2019/11/23,54,20,10
2019/11/24,58,18,9
2019/11/25,121,19,8
2019/11/26,53,18,6
2019/11/27,48,15,8
2019/11/28,47,19,8
2019/11/29,51,20,10
2019/11/30,53,19,9
2019/12/1,48,14,8
2019/12/2,48,17,9
2019/12/3,56,19,9
2019/12/4,59,22,8
2019/12/5,60,20,9
2019/12/6,65,21,10
2019/12/7,70,23,11
2019/12/8,71,23,12
2019/12/9,77,25,11
2019/12/10,84,25,13
2019/12/11,120,26,12
2019/12/12,82,24,11
2019/12/13,74,21,9
2019/12/14,74,23,10
2019/12/15,73,19,10
2019/12/16,74,20,12
2019/12/17,76,25,11
2019/12/18,71,23,13
2019/12/19,64,15,11
2019/12/20,64,14,13
2019/12/21,70,21,13
2019/12/22,78,23,14
2019/12/23,85,27,15
2019/12/24,90,28,15
2019/12/25,92,24,16
2019/12/26,85,19,12
2019/12/27,62,20,11
2019/12/28,66,21,12
2019/12/29, , , 
2019/7/1,39,8,5
2019/7/2,19,6,3
2019/7/3,34,8,3
2019/7/4,31,10,3
2019/7/5,27,10,3
2019/7/6,29,8,3
2019/7/7,28,8,3
2019/7/8,34,8,4
2019/7/9,34,8,4
2019/7/10,39,9,5
2019/7/11,36,13,4
2019/7/12,38,14,4
2019/7/13,19,8,1
2019/7/14,29,8,4
2019/7/15,25,13,4
2019/7/16,29,14,4
2019/7/17,36,15,5
2019/7/18,32,11,4
2019/7/19,32,11,3
2019/7/20,28,10,3
2019/7/21,65,11,4
2019/7/22,34,8,4
2019/7/23,23,8,2
2019/7/24,19,8,3
2019/7/25,30,8,5
2019/7/26,31,10,5
2019/7/27,38,15,5
2019/7/28,25,11,3
2019/7/29,26,13,3
2019/7/30,24,9,3
2019/7/31,29,9,4
2019/8/1,25,11,3
2019/8/2,26,10,3
2019/8/3,22,9,2
2019/8/4,30,11,3
2019/8/5,30,9,4
2019/8/6,27,8,4
2019/8/7,28,12,5
2019/8/8,22,10,4
2019/8/9,29,8,4
2019/8/10,24,12,2
2019/8/11,25,11,3
2019/8/12,35,8,4
2019/8/13,33,7,5
2019/8/14,41,11,5
2019/8/15,50,8,5
2019/8/16,40,8,4
2019/8/17,24,11,3
2019/8/18,25,9,4
2019/8/19,25,8,3
