DATE,STATION,NAME,rain,temp,pm10,o3,no2,td
9/7/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.1,14,16,10,8.8
9/8/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.9,14,23,12,7.7
9/9/2015,TH000048455,"BANGKOK METROPOLIS, TH",6.1,30.6,15,10,20,8.6
9/10/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.7,27.4,22,13,19,8.45270936
9/11/2015,TH000048455,"BANGKOK METROPOLIS, TH",7.6,27.4,21,22,14,7.8
9/12/2015,TH000048455,"BANGKOK METROPOLIS, TH",15,28.8,22,20,11,8.2
9/13/2015,TH000048455,"BANGKOK METROPOLIS, TH",28.2,28.1,19,13,10,8.45270936
9/14/2015,TH000048455,"BANGKOK METROPOLIS, TH",4.8,27.9,14,7,13,8.6
9/15/2015,TH000048455,"BANGKOK METROPOLIS, TH",26.7,27.6,19,17,13,6.2
9/16/2015,TH000048455,"BANGKOK METROPOLIS, TH",36.3,26.8,14,7,15,4.3
9/17/2015,TH000048455,"BANGKOK METROPOLIS, TH",21.6,26.6,16,14,10,6.2
9/18/2015,TH000048455,"BANGKOK METROPOLIS, TH",37.1,27.1,16,38,17,8.45270936
9/19/2015,TH000048455,"BANGKOK METROPOLIS, TH",36.3,29.2,25,34,25,11.8
9/20/2015,TH000048455,"BANGKOK METROPOLIS, TH",0,30.9,56,27,20,10.7
9/21/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.6,53,17,13,9.4
9/22/2015,TH000048455,"BANGKOK METROPOLIS, TH",3,28.6,30,12,14,8.45270936
9/23/2015,TH000048455,"BANGKOK METROPOLIS, TH",17,27.2,22,16,11,5.7
9/24/2015,TH000048455,"BANGKOK METROPOLIS, TH",0,28.9,17,19,13,7.6
9/25/2015,TH000048455,"BANGKOK METROPOLIS, TH",2.3,29.7,16,18,15,7.8
9/26/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.3,15,28,13,9
9/27/2015,TH000048455,"BANGKOK METROPOLIS, TH",9.7,29.3,19,23,16,9.3
9/28/2015,TH000048455,"BANGKOK METROPOLIS, TH",49.8,28.2,19,24,20,8.45270936
9/29/2015,TH000048455,"BANGKOK METROPOLIS, TH",16,28.1,23,34,24,8.7
9/30/2015,TH000048455,"BANGKOK METROPOLIS, TH",19.8,28.7,32,17,25,8.45270936
10/1/2015,TH000048455,"BANGKOK METROPOLIS, TH",17.5,28.2,27,6,27,6.6
10/2/2015,TH000048455,"BANGKOK METROPOLIS, TH",10.2,27.3,28,7,28,4.2
10/3/2015,TH000048455,"BANGKOK METROPOLIS, TH",22.4,26.2,25,7,19,8.45270936
10/4/2015,TH000048455,"BANGKOK METROPOLIS, TH",27.2,25.9,20,7,12,5.9
10/5/2015,TH000048455,"BANGKOK METROPOLIS, TH",7.1,27.5,18,7,14,8.45270936
10/6/2015,TH000048455,"BANGKOK METROPOLIS, TH",13,27.7,21,19,17,5.7
10/7/2015,TH000048455,"BANGKOK METROPOLIS, TH",62.2,27.9,26,18,13,7.8
10/8/2015,TH000048455,"BANGKOK METROPOLIS, TH",0.5,29.1,21,5,15,8.9
10/9/2015,TH000048455,"BANGKOK METROPOLIS, TH",9.4,26.8,21,12,15,8.45270936
10/10/2015,TH000048455,"BANGKOK METROPOLIS, TH",7.9,27.9,24,15,13,8.45270936
10/11/2015,TH000048455,"BANGKOK METROPOLIS, TH",1.3,27.7,20,17,16,8.45270936
10/12/2015,TH000048455,"BANGKOK METROPOLIS, TH",64.3,26.8,20,22,19,6.1
10/13/2015,TH000048455,"BANGKOK METROPOLIS, TH",2.3,27.3,26,36,17,7
10/14/2015,TH000048455,"BANGKOK METROPOLIS, TH",0,28.3,29,34,19,8.3
10/15/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.1,31,31,23,8.1
10/16/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.1,33,36,28,9.2
10/17/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.7,39,39,18,8.3
10/18/2015,TH000048455,"BANGKOK METROPOLIS, TH",1.8,29.3,38,32,22,7.9
10/19/2015,TH000048455,"BANGKOK METROPOLIS, TH",0.3,28.5,42,29,18,7.8
10/20/2015,TH000048455,"BANGKOK METROPOLIS, TH",3.8,29.1,42,34,18,5.9
10/21/2015,TH000048455,"BANGKOK METROPOLIS, TH",1,30.1,31,18,29,7.1
10/22/2015,TH000048455,"BANGKOK METROPOLIS, TH",48.3,27.3,37,31,35,8.45270936
10/23/2015,TH000048455,"BANGKOK METROPOLIS, TH",8.4,29.4,52,28,20,8
10/24/2015,TH000048455,"BANGKOK METROPOLIS, TH",0,30.1,50,45,18,8.45270936
10/25/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.3,40,32,19,7.7
10/26/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30,43,23,21,8.8
10/27/2015,TH000048455,"BANGKOK METROPOLIS, TH",0.3,28.8,39,29,22,8.45270936
10/28/2015,TH000048455,"BANGKOK METROPOLIS, TH",2.8,28.9,39,24,29,8.45270936
10/29/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.5,39,25,21,9.6
10/30/2015,TH000048455,"BANGKOK METROPOLIS, TH",0.5,30.7,35,24,18,9.2
10/31/2015,TH000048455,"BANGKOK METROPOLIS, TH",33.3,29.6,29,32,16,8.45270936
11/1/2015,TH000048455,"BANGKOK METROPOLIS, TH",31,29.7,28,25,17,10
11/2/2015,TH000048455,"BANGKOK METROPOLIS, TH",0,29.1,29,29,22,5.8
11/3/2015,TH000048455,"BANGKOK METROPOLIS, TH",0.3,28.1,34,40,26,6.6
11/4/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29,43,30,29,7.8
11/5/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.4,41,25,31,7.2
11/6/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.8,45,14,18,8
11/7/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.8,19,16,18,8.45270936
11/8/2015,TH000048455,"BANGKOK METROPOLIS, TH",7.6,28.2,30,20,23,8.45270936
11/9/2015,TH000048455,"BANGKOK METROPOLIS, TH",0.3,29.1,29,19,22,7.6
11/10/2015,TH000048455,"BANGKOK METROPOLIS, TH",0,29.5,35,22,18,7.3
11/11/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.9,31,23,22,9
11/12/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.4,31,15,32,8.4
11/13/2015,TH000048455,"BANGKOK METROPOLIS, TH",2.5,28.8,38,14,30,9.8
11/14/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.9,38,16,25,7.3
11/15/2015,TH000048455,"BANGKOK METROPOLIS, TH",19.3,28.2,42,15,30,8.45270936
11/16/2015,TH000048455,"BANGKOK METROPOLIS, TH",1,29.1,39,24,18,6.9
11/17/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.1,28,30,20,8.1
11/18/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.1,32,26,26,9
11/19/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.3,46,18,27,8.4
11/20/2015,TH000048455,"BANGKOK METROPOLIS, TH",0.3,29.1,39,21,24,8.45270936
11/21/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.8,40,28,17,10.5
11/22/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.4,37,26,22,9
11/23/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.2,41,28,24,9.2
11/24/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.2,44,28,17,7.8
11/25/2015,TH000048455,"BANGKOK METROPOLIS, TH",3.8,30.4,36,29,17,8.4
11/26/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.2,32,30,14,8.45270936
11/27/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.2,27,31,22,7.7
11/28/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.5,36,40,23,8.45270936
11/29/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.2,43,34,29,9.5
11/30/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.1,49,40,20,8.45270936
12/1/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.1,47,31,12,9.4
12/2/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.2,27,34,17,8.45270936
12/3/2015,TH000048455,"BANGKOK METROPOLIS, TH",25.4,28.5,27,29,25,8.45270936
12/4/2015,TH000048455,"BANGKOK METROPOLIS, TH",5.6,28.7,37,33,22,8.6
12/5/2015,TH000048455,"BANGKOK METROPOLIS, TH",17.3,27.1,40,30,13,8.45270936
12/6/2015,TH000048455,"BANGKOK METROPOLIS, TH",16.5,27.9,38,38,19,8.4
12/7/2015,TH000048455,"BANGKOK METROPOLIS, TH",0,27.3,37,41,27,7.7
12/8/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.3,45,42,31,10.1
12/9/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29,53,76,34,8.45270936
12/10/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.1,62,71,20,9.1
12/11/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.7,52,26,15,9
12/12/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.6,26,27,15,8.1
12/13/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.3,27,59,28,8.1
12/14/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.8,51,55,38,7.8
12/15/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.1,76,35,23,8.2
12/16/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.8,51,34,12,9.1
12/17/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,26.5,33,34,23,8.45270936
12/18/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,25.4,43,35,33,8.2
12/19/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,26.2,52,43,31,11.1
12/20/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,26.4,56,47,26,9.6
12/21/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.1,59,35,24,11.4
12/22/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.1,58,23,30,10.5
12/23/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.2,60,40,18,6.3
12/24/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.7,46,29,16,7
12/25/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.6,35,37,19,9.1
12/26/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.8,40,38,22,8.8
12/27/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.5,43,31,21,8.8
12/28/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.6,50,32,22,8.45270936
12/29/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29,44,32,22,7.9
12/30/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.2,46,19.48403626,14.52718676,8.8
12/31/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.4,38.65825778,19.48403626,14.52718676,7.5
1/1/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.1,38.65825778,19.48403626,23,11.2
1/2/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.4,38.65825778,63,27,11
1/3/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.9,44,66,34,11.2
1/4/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.9,60,56,29,11.6
1/5/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.9,54,50,31,9.2
1/6/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.9,58,49,23,9.6
1/7/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29,55,19,31,7.8
1/8/2016,TH000048455,"BANGKOK METROPOLIS, TH",0.3,27.4,51,19,15,8.45270936
1/9/2016,TH000048455,"BANGKOK METROPOLIS, TH",6.1,28.2,32,32,10,8
1/10/2016,TH000048455,"BANGKOK METROPOLIS, TH",1.5,28.9,26,35,17,7.2
1/11/2016,TH000048455,"BANGKOK METROPOLIS, TH",6.1,28.3,35,31,21,9.2
1/12/2016,TH000048455,"BANGKOK METROPOLIS, TH",0,28.4,37,25,17,10.2
1/13/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.8,35,23,12,9.6
1/14/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.4,33,16,9,9.1
1/15/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.6,19,15,11,8.4
1/16/2016,TH000048455,"BANGKOK METROPOLIS, TH",1.8,28.4,23,16,9,5.8
1/17/2016,TH000048455,"BANGKOK METROPOLIS, TH",0,29.9,17,22,13,8.6
1/18/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.1,23,14,13,7.2
1/19/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.4,19,19,14,8.45270936
1/20/2016,TH000048455,"BANGKOK METROPOLIS, TH",32,29.1,23,23,16,8.1
1/21/2016,TH000048455,"BANGKOK METROPOLIS, TH",5.3,29.3,32,28,17,7.9
1/22/2016,TH000048455,"BANGKOK METROPOLIS, TH",0.3,29.6,31,29,15,6.8
1/23/2016,TH000048455,"BANGKOK METROPOLIS, TH",0,29.8,34,21,15,8.4
1/24/2016,TH000048455,"BANGKOK METROPOLIS, TH",21.1,22.4,29,16,21,8.45270936
1/25/2016,TH000048455,"BANGKOK METROPOLIS, TH",3.3,18,32,34,18,5.3
1/26/2016,TH000048455,"BANGKOK METROPOLIS, TH",0,19.9,44,33,22,12
1/27/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,22.2,40,50,34,11.6
1/28/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,25.6,51,44,37,13.1
1/29/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.6,61,37,18,11.2
1/30/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.2,46,21,10,8.3
1/31/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.6,26,33,16,9.1
2/1/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.8,34,28,19,10.3
2/2/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.6,39,41,24,8.45270936
2/3/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.9,44,44,32,8.3
2/4/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.9,59,45,37,8.1
2/5/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.5,60,38,19,8.45270936
2/6/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,26.1,52,50,16,8.45270936
2/7/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,22.3,62,47,29,8.45270936
2/8/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,21.8,70,52,43,10.5
2/9/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,23.6,75,43,52,13.7
2/10/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,25.9,80,41,29,14.6
2/11/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.6,61,40,19,10.5
2/12/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.7,53,26,17,9.2
2/13/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29,39,32,14,8.3
2/14/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.2,35,34,13,10.5
2/15/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.4,32,24,14,8.3
2/16/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.9,30,49,17,8.45270936
2/17/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.4,49,54,15,8.6
2/18/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.4,57,37,15,8.45270936
2/19/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.4,53,35,13,8.9
2/20/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.4,52,38,9,7.7
2/21/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.1,46,35,9,7.3
2/22/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.9,49,37,11,7.1
2/23/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.3,49,37,13,7.8
2/24/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.3,51,45,17,7.4
2/25/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.8,53,42,18,8.1
2/26/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.6,52,52,25,10.6
2/27/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.8,59,61,33,10
2/28/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.1,68,62,27,10.9
2/29/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.1,66,55,29,8.2
3/1/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.5,65,74,32,11.4
3/2/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.4,80,79,32,10.1
3/3/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30,80,47,12,11.3
3/4/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.6,60,28,8,8.7
3/5/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.8,43,29,8,8.3
3/6/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.9,39,28,9,7.6
3/7/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.8,45,30,9,8.45270936
3/8/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.9,40,29,9,7
3/9/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.8,39,29,11,7
3/10/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.6,40,31,11,8.4
3/11/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.3,35,27,8,7.9
3/12/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30,36,17,6,6.4
3/13/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.9,24,22,9,8.2
3/14/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.3,26,22,9,7.9
3/15/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.3,30,29,9,6.9
3/16/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.2,40,34,10,7.1
3/17/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.5,37,27,9,8.2
3/18/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.5,40,31,9,7.8
3/19/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.4,43,31,7,7.4
3/20/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.7,41,30,9,6.7
3/21/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.4,35,34,9,7
3/22/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.4,42,61,12,8.45270936
3/23/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.4,60,96,17,8.45270936
3/24/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.6,66,36,12,10.6
3/25/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.6,52,61,12,8.45270936
3/26/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.4,56,29,16,10.2
3/27/2016,TH000048455,"BANGKOK METROPOLIS, TH",17.3,29.1,44,58,21,8.45270936
3/28/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.7,29,61,44,18,8.3
3/29/2016,TH000048455,"BANGKOK METROPOLIS, TH",0,29.8,56,40,16,7.4
3/30/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.9,54,39,11,6.1
3/31/2016,TH000048455,"BANGKOK METROPOLIS, TH",25.4,29.7,60,39,9,6.5
4/1/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.9,54,35,10,6.6
4/2/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.3,40,29,8,7.6
4/3/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.8,33,31,9,8.1
4/4/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.8,36,26,9,7.6
4/5/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31,32,40,7,7.5
4/6/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.6,37,27,7,7.7
4/7/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.2,37,30,7,8.45270936
4/8/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.6,32,26,5,7.2
4/9/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.9,26,34,5,8.7
4/10/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.6,31,51,7,8.5
4/11/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.8,44,49,8,9.9
4/12/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.8,54,39,6,9
4/13/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.4,57,43,5,10.7
4/14/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.4,58,35,3,9.2
4/15/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.5,50,36,5,8.3
4/16/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.2,47,26,4,8.9
4/17/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.1,42,21,6,8.5
4/18/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.2,38,24,6,8.1
4/19/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.1,31,20,6,7.3
4/20/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.8,24,22,8,8.45270936
4/21/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.2,28,39,7,9.7
4/22/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.6,37,33,4,7.9
4/23/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.8,36,38,4,10.1
4/24/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.2,33,31,4,7.6
4/25/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.9,32,34,5,8.45270936
4/26/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.8,29,39,6,8.8
4/27/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.2,35,32,5,8.7
4/28/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.7,38,30,7,8.5
4/29/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.3,34,24,12,8.45270936
4/30/2016,TH000048455,"BANGKOK METROPOLIS, TH",31,28.8,25,41,16,8.45270936
5/1/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31,25,27,5,9.2
5/2/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.9,17,25,8,7.9
5/3/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.2,17,22,6,7.9
5/4/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.1,16,36,6,8
5/5/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.8,17,30,5,8
5/6/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.8,20,27,6,7.4
5/7/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.9,14,24,2,8.3
5/8/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.8,13,23,5,6.6
5/9/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.9,12,21,7,7
5/10/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.8,14,32,10,6.9
5/11/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,33.2,19,35,8,6.8
5/12/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,33.2,30,36,9,6.8
5/13/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,33.3,26,81,13,6.8
5/14/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.1,25,36,8,8.6
5/15/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,33,17,17,37,8.45270936
5/16/2016,TH000048455,"BANGKOK METROPOLIS, TH",1.5,29.7,39,65,25,8.45270936
5/17/2016,TH000048455,"BANGKOK METROPOLIS, TH",1,31.3,32,40,13,8.45270936
5/18/2016,TH000048455,"BANGKOK METROPOLIS, TH",50.3,30.7,20,52,12,10.6
5/19/2016,TH000048455,"BANGKOK METROPOLIS, TH",0,30.9,22,43,14,6.6
5/20/2016,TH000048455,"BANGKOK METROPOLIS, TH",1.3,30.7,17,30,10,8.45270936
5/21/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.1,13,26,10,9.8
5/22/2016,TH000048455,"BANGKOK METROPOLIS, TH",6.6,30.1,11,38,16,8.45270936
5/23/2016,TH000048455,"BANGKOK METROPOLIS, TH",5.3,30.8,20,47,14,8.1
5/24/2016,TH000048455,"BANGKOK METROPOLIS, TH",0,31.9,22,37,14,7.3
5/25/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.4,25,43,13,7.3
5/26/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.3,23,35,13,9.4
5/27/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.1,25,38,12,6.8
5/28/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.9,26,31,11,6.2
5/29/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.6,28,26,13,6.3
5/30/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.7,35,21,14,4.8
5/31/2016,TH000048455,"BANGKOK METROPOLIS, TH",39.1,29.9,24,7,14,8.5
6/1/2016,TH000048455,"BANGKOK METROPOLIS, TH",7.4,28.7,24,16,13,10
6/2/2016,TH000048455,"BANGKOK METROPOLIS, TH",31.2,30.2,21,16,11,8
6/3/2016,TH000048455,"BANGKOK METROPOLIS, TH",0,30.4,18,22,16,5.2
6/4/2016,TH000048455,"BANGKOK METROPOLIS, TH",2.5,29.8,24,31,13,5
6/5/2016,TH000048455,"BANGKOK METROPOLIS, TH",5.1,29.9,23,28,15,8.45270936
6/6/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.7,28,31,12,8
6/7/2016,TH000048455,"BANGKOK METROPOLIS, TH",10.9,30.5,23,25,13,8.45270936
6/8/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.4,25,20,12,9.5
6/9/2016,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.3,23,17,11,6.8
