DATE,STATION,NAME,rain,temp,pm10,o3,no2,td
4/22/2019,TH000048455,"BANGKOK METROPOLIS, TH",21.3,31.7,39,20,11,8.45270936
4/23/2019,TH000048455,"BANGKOK METROPOLIS, TH",2.3,31.5,37,22,9,8.45270936
4/24/2019,TH000048455,"BANGKOK METROPOLIS, TH",0,32.8,39,22,9,8.45270936
4/25/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.7,46,17,13,8.45270936
4/26/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.6,49,9,10,8.45270936
4/27/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.3,26,8,6,8.3
4/28/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.9,24,10,7,8.45270936
4/29/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.6,27,8,6,8.45270936
4/30/2019,TH000048455,"BANGKOK METROPOLIS, TH",10.9,31.9,28,14,11,8.45270936
5/1/2019,TH000048455,"BANGKOK METROPOLIS, TH",0,33.2,25,13,11,11
5/2/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,33.7,28,14,9,10.5
5/3/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,34.5,25,12,6,9.5
5/4/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,34.1,31,6,5,8.45270936
5/5/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,33.7,47,16,5,9
5/6/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,34,60,15,10,8.45270936
5/7/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.8,61,16,11,8.45270936
5/8/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.6,61,16,8,8.45270936
5/9/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.6,55,17,12,8.45270936
5/10/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.9,54,17,9,8.45270936
5/11/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.6,55,15,10,9.3
5/12/2019,TH000048455,"BANGKOK METROPOLIS, TH",2.3,29.5,39,12,14,8.45270936
5/13/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.6,43,8,13,8
5/14/2019,TH000048455,"BANGKOK METROPOLIS, TH",15,27.8,55,13,9,8
5/15/2019,TH000048455,"BANGKOK METROPOLIS, TH",0.5,30.3,51,10,10,8.45270936
5/16/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.2,49,11,11,7
5/17/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.6,58,13,10,9.7
5/18/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.6,53,15,6,8.45270936
5/19/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,33,42,15,5,10.1
5/20/2019,TH000048455,"BANGKOK METROPOLIS, TH",0,32.6,43,11,8,8.45270936
5/21/2019,TH000048455,"BANGKOK METROPOLIS, TH",0,32.5,38,10,12,8.7
5/22/2019,TH000048455,"BANGKOK METROPOLIS, TH",7.9,28.8,34,8,11,8.45270936
5/23/2019,TH000048455,"BANGKOK METROPOLIS, TH",5.3,29.4,35,13,9,8.45270936
5/24/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31,40,11,8,8.45270936
5/25/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.5,32,11,6,8.3
5/26/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.6,38,5,9,8.45270936
5/27/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.2,30.1,41,4,7,8.45270936
5/28/2019,TH000048455,"BANGKOK METROPOLIS, TH",13.7,29.8,23,7,9,8.45270936
5/29/2019,TH000048455,"BANGKOK METROPOLIS, TH",5.6,30.1,24,3,10,10.6
5/30/2019,TH000048455,"BANGKOK METROPOLIS, TH",25.9,27.3,30,8,9,8.45270936
5/31/2019,TH000048455,"BANGKOK METROPOLIS, TH",24.4,30.9,28,10,8,11.1
6/1/2019,TH000048455,"BANGKOK METROPOLIS, TH",0,31.2,26,7,7,8.45270936
6/2/2019,TH000048455,"BANGKOK METROPOLIS, TH",3.3,30.6,33,9,8,8.45270936
6/3/2019,TH000048455,"BANGKOK METROPOLIS, TH",0,31.7,30,19,9,8.45270936
6/4/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.1,45,6,8,8.45270936
6/5/2019,TH000048455,"BANGKOK METROPOLIS, TH",0.8,30.2,36,8,16,8.45270936
6/6/2019,TH000048455,"BANGKOK METROPOLIS, TH",16.8,28.8,36,11,16,8.45270936
6/7/2019,TH000048455,"BANGKOK METROPOLIS, TH",46,27.7,37,12,9,8.45270936
6/8/2019,TH000048455,"BANGKOK METROPOLIS, TH",0.3,30,28,8,7,9.6
6/9/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.7,25,7,6,8.45270936
6/10/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.9,25,3,10,7.8
6/11/2019,TH000048455,"BANGKOK METROPOLIS, TH",6.6,28.9,23,6,5,8.45270936
6/12/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.7,23,7,5,6.9
6/13/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.1,24,9,4,5.9
6/14/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.1,27,12,5,8.45270936
6/15/2019,TH000048455,"BANGKOK METROPOLIS, TH",4.3,30.4,30,6,7,8.45270936
6/16/2019,TH000048455,"BANGKOK METROPOLIS, TH",14.5,29,31,5,6,9
6/17/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.4,21,5,6,8.45270936
6/18/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.1,20,6,6,5
6/19/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.9,34,2,10,8.45270936
6/20/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31,37,2,6,8.1
6/21/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.9,32,1,3,8.7
6/22/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.3,29,1,3,8.3
6/23/2019,TH000048455,"BANGKOK METROPOLIS, TH",21.3,30.9,25,3,4,8.45270936
6/24/2019,TH000048455,"BANGKOK METROPOLIS, TH",5.1,29.3,26,3,9,8.45270936
6/25/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.9,24,8,7,7
6/26/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.6,27,4,9,7.4
6/27/2019,TH000048455,"BANGKOK METROPOLIS, TH",13.7,27.4,31,6,7,8.45270936
6/28/2019,TH000048455,"BANGKOK METROPOLIS, TH",4.6,29.1,25,7,6,8.45270936
6/29/2019,TH000048455,"BANGKOK METROPOLIS, TH",0.5,29.4,21,7,6,6.4
6/30/2019,TH000048455,"BANGKOK METROPOLIS, TH",10.4,27.8,32,6,10,8.45270936
7/1/2019,TH000048455,"BANGKOK METROPOLIS, TH",7.4,28.2,43,5,9,8.45270936
7/2/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.7,28.8,43,3,10,8.45270936
7/3/2019,TH000048455,"BANGKOK METROPOLIS, TH",10.4,26.5,63,3,9,8.45270936
7/4/2019,TH000048455,"BANGKOK METROPOLIS, TH",12.4,26.8,33,4,10,8.45270936
7/5/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.9,25.8,43,1,9,8.45270936
7/6/2019,TH000048455,"BANGKOK METROPOLIS, TH",7.4,28.3,37,3,7,6.9
7/7/2019,TH000048455,"BANGKOK METROPOLIS, TH",0,29.3,35,7,8,8.45270936
7/8/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.4,35,8,8,8.45270936
7/9/2019,TH000048455,"BANGKOK METROPOLIS, TH",16.5,28.4,43,9,8,8.45270936
7/10/2019,TH000048455,"BANGKOK METROPOLIS, TH",10.2,29.7,59,10,7,8.5
7/11/2019,TH000048455,"BANGKOK METROPOLIS, TH",0,30.3,39,11,5,9.4
7/12/2019,TH000048455,"BANGKOK METROPOLIS, TH",6.6,30.6,34,10,6,8.45270936
7/13/2019,TH000048455,"BANGKOK METROPOLIS, TH",4.8,30.6,26,4,4,8.45270936
7/14/2019,TH000048455,"BANGKOK METROPOLIS, TH",0,30.5,24,5,6,8.2
7/15/2019,TH000048455,"BANGKOK METROPOLIS, TH",49.3,28.6,22,12,6,8.45270936
7/16/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.5,24,10,7,8.45270936
7/17/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.4,22,13,7,8.45270936
7/18/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.7,24,11,7,8.45270936
7/19/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.4,27,13,9,8.45270936
7/20/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.6,17,6,7,8.4
7/21/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.8,27,5,10,8.6
7/22/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.8,28,3,8,8.3
7/23/2019,TH000048455,"BANGKOK METROPOLIS, TH",5.3,29.4,39,2,8,8.45270936
7/24/2019,TH000048455,"BANGKOK METROPOLIS, TH",0.3,28.7,27,3,8,6.8
7/25/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.7,28.1,34,15,9,8.45270936
7/26/2019,TH000048455,"BANGKOK METROPOLIS, TH",0.3,29.7,28,10,10,8.3
7/27/2019,TH000048455,"BANGKOK METROPOLIS, TH",0,30.1,33,11,7,7.2
7/28/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.8,20,6,6,8.45270936
7/29/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.4,25,7,7,8.1
7/30/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.9,27,8,5,7.8
7/31/2019,TH000048455,"BANGKOK METROPOLIS, TH",0.5,28.9,25,6,6,8.45270936
8/1/2019,TH000048455,"BANGKOK METROPOLIS, TH",0.5,28.6,24,7,8,5.5
8/2/2019,TH000048455,"BANGKOK METROPOLIS, TH",0.3,29.6,23,5,7,8.45270936
8/3/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.1,18,6,7,8.45270936
8/4/2019,TH000048455,"BANGKOK METROPOLIS, TH",1,27.9,22,6,8,5.6
8/5/2019,TH000048455,"BANGKOK METROPOLIS, TH",23.6,27.7,24,7,8,8.7
8/6/2019,TH000048455,"BANGKOK METROPOLIS, TH",19.8,28.3,25,6,8,7.9
8/7/2019,TH000048455,"BANGKOK METROPOLIS, TH",4.3,28.6,23,4,7,7.1
8/8/2019,TH000048455,"BANGKOK METROPOLIS, TH",0.3,28.3,25,6,8,6.3
8/9/2019,TH000048455,"BANGKOK METROPOLIS, TH",1,28.6,18,5,6,8.45270936
8/10/2019,TH000048455,"BANGKOK METROPOLIS, TH",0,28.9,18,6,4,6.1
8/11/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.1,18,7,4,8.45270936
8/12/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.4,24,5,7,8.45270936
8/13/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.2,33,7,8,8.45270936
8/14/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.4,32,10,6,6.3
8/15/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.3,32,9,7,9.2
8/16/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.9,22,5,6,7.5
8/17/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.4,20,8,5,6.1
8/18/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.2,27,10,8,6.6
8/19/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.6,26,5,8,8.45270936
8/20/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.4,28.1,23,8,9,8.45270936
8/21/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.7,25,5,7,10.9
8/22/2019,TH000048455,"BANGKOK METROPOLIS, TH",18.8,28.6,25,2,8,8.45270936
8/23/2019,TH000048455,"BANGKOK METROPOLIS, TH",0.5,29.5,24,6,8,8.45270936
8/24/2019,TH000048455,"BANGKOK METROPOLIS, TH",0,29.3,20,7,5,8.45270936
8/25/2019,TH000048455,"BANGKOK METROPOLIS, TH",3,29.1,18,4,7,8.45270936
8/26/2019,TH000048455,"BANGKOK METROPOLIS, TH",9.1,27.6,24,5,8,7.8
8/27/2019,TH000048455,"BANGKOK METROPOLIS, TH",6.6,29.1,22,8,8,7.2
8/28/2019,TH000048455,"BANGKOK METROPOLIS, TH",6.1,29,21,6,9,8.45270936
8/29/2019,TH000048455,"BANGKOK METROPOLIS, TH",1,29,25,3,9,6.4
8/30/2019,TH000048455,"BANGKOK METROPOLIS, TH",1.5,27.6,21,6,7,8.45270936
8/31/2019,TH000048455,"BANGKOK METROPOLIS, TH",1.8,28.3,18,4,6,8.45270936
9/1/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.4,28.4,25,4,8,8.45270936
9/2/2019,TH000048455,"BANGKOK METROPOLIS, TH",0,28.9,23,2,9,8.45270936
9/3/2019,TH000048455,"BANGKOK METROPOLIS, TH",5.1,27.3,26,3,9,8.45270936
9/4/2019,TH000048455,"BANGKOK METROPOLIS, TH",0.3,27.6,27,3,9,9.3
9/5/2019,TH000048455,"BANGKOK METROPOLIS, TH",8.9,27.3,28,7,9,8.45270936
9/6/2019,TH000048455,"BANGKOK METROPOLIS, TH",2.8,28.3,31,3,8,8.45270936
9/7/2019,TH000048455,"BANGKOK METROPOLIS, TH",1.3,29.6,26,6,7,7.1
9/8/2019,TH000048455,"BANGKOK METROPOLIS, TH",15.5,28.1,29,5,8,8.45270936
9/9/2019,TH000048455,"BANGKOK METROPOLIS, TH",29.2,27.9,26,3,8,7.4
9/10/2019,TH000048455,"BANGKOK METROPOLIS, TH",1.5,28.2,30,9,12,8.45270936
9/11/2019,TH000048455,"BANGKOK METROPOLIS, TH",1.8,28.8,29,4,10,8.45270936
9/12/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.9,20,5,7,10
9/13/2019,TH000048455,"BANGKOK METROPOLIS, TH",19.3,29.6,24,5,10,8.45270936
9/14/2019,TH000048455,"BANGKOK METROPOLIS, TH",33,27.4,31,9,11,8.45270936
9/15/2019,TH000048455,"BANGKOK METROPOLIS, TH",2.5,29.1,28,7,14,8.45270936
9/16/2019,TH000048455,"BANGKOK METROPOLIS, TH",87.6,27.6,35,12,13,8.8
9/17/2019,TH000048455,"BANGKOK METROPOLIS, TH",6.4,28.8,31,13,17,8.45270936
9/18/2019,TH000048455,"BANGKOK METROPOLIS, TH",27.2,27.7,33,11,19,8.45270936
9/19/2019,TH000048455,"BANGKOK METROPOLIS, TH",61.2,27.9,33,15,14,8.45270936
9/20/2019,TH000048455,"BANGKOK METROPOLIS, TH",5.3,28.2,26,4,8,8.45270936
9/21/2019,TH000048455,"BANGKOK METROPOLIS, TH",19.6,26.1,33,10,6,5.5
9/22/2019,TH000048455,"BANGKOK METROPOLIS, TH",4.1,26.8,25,7,4,8.45270936
9/23/2019,TH000048455,"BANGKOK METROPOLIS, TH",17,25.8,41,16,7,8.45270936
9/24/2019,TH000048455,"BANGKOK METROPOLIS, TH",0,29.1,59,18,13,8.45270936
9/25/2019,TH000048455,"BANGKOK METROPOLIS, TH",0,29.7,59,20,22,8.45270936
9/26/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.6,49,16,19,8.45270936
9/27/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.7,62,24,20,8.45270936
9/28/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.7,66,32,20,8.7
9/29/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.2,77,30,18,9.5
9/30/2019,TH000048455,"BANGKOK METROPOLIS, TH",3.8,30,48,14,11,8.45270936
10/1/2019,TH000048455,"BANGKOK METROPOLIS, TH",2.3,29.7,37,17,13,8.45270936
10/2/2019,TH000048455,"BANGKOK METROPOLIS, TH",0,29.9,36,12,12,8.7
10/3/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.3,45,6,17,8.3
10/4/2019,TH000048455,"BANGKOK METROPOLIS, TH",14,28.1,45,8,10,8.45270936
10/5/2019,TH000048455,"BANGKOK METROPOLIS, TH",12.4,26.4,33,10,15,9.4
10/6/2019,TH000048455,"BANGKOK METROPOLIS, TH",16.5,26.6,29,10,13,7.8
10/7/2019,TH000048455,"BANGKOK METROPOLIS, TH",4.3,27.8,34,11,17,7.7
10/8/2019,TH000048455,"BANGKOK METROPOLIS, TH",1.3,28.4,26,9,18,8.45270936
10/9/2019,TH000048455,"BANGKOK METROPOLIS, TH",0.8,28.1,34,15,20,8.9
10/10/2019,TH000048455,"BANGKOK METROPOLIS, TH",26.7,28.1,41,14,20,8.45270936
10/11/2019,TH000048455,"BANGKOK METROPOLIS, TH",25.4,29.6,37,14,19,10.5
10/12/2019,TH000048455,"BANGKOK METROPOLIS, TH",0,29.8,23,5,11,9.2
10/13/2019,TH000048455,"BANGKOK METROPOLIS, TH",4.8,29.3,19,9,11,8.45270936
10/14/2019,TH000048455,"BANGKOK METROPOLIS, TH",9.4,29.1,31,9,12,9.9
10/15/2019,TH000048455,"BANGKOK METROPOLIS, TH",1.5,29.5,42,6,17,9.3
10/16/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.4,46,10,19,8.8
10/17/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30,44,17,22,8.45270936
10/18/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.4,46,18,17,8.45270936
10/19/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.7,46,15,15,8.45270936
10/20/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30,50,23,15,8.45270936
10/21/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.4,69,27,22,8.1
10/22/2019,TH000048455,"BANGKOK METROPOLIS, TH",0,30.2,46,19,8,8.45270936
10/23/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31,36,12,8,8.45270936
10/24/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.9,42,18,12,8.45270936
10/25/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.9,44,16,13,8.2
10/26/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.9,32,15,10,8.45270936
10/27/2019,TH000048455,"BANGKOK METROPOLIS, TH",18,30,34,18,12,8.45270936
10/28/2019,TH000048455,"BANGKOK METROPOLIS, TH",1.3,30.4,37,13,15,11.1
10/29/2019,TH000048455,"BANGKOK METROPOLIS, TH",5.6,29.1,40,19,13,8.4
10/30/2019,TH000048455,"BANGKOK METROPOLIS, TH",0.5,29.1,48,21,15,8.45270936
10/31/2019,TH000048455,"BANGKOK METROPOLIS, TH",0,28.8,30,12,11,9.9
11/1/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,25.4,36,8,14,8.45270936
11/2/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,26.6,39,14,11,8.45270936
11/3/2019,TH000048455,"BANGKOK METROPOLIS, TH",6.6,28.1,41,22,14,9
11/4/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.3,58,24,18,8.9
11/5/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.9,59,19,19,9.4
11/6/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.1,61,15,18,9.1
11/7/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.2,61,22,14,8.45270936
11/8/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.6,60,22,12,8.45270936
11/9/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.5,61,21,17,8.45270936
11/10/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.3,69,25,27,8.8
11/11/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.3,62,13,24,11.5
11/12/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.7,54,13,16,9.9
11/13/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.9,41,6,15,9.3
11/14/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.7,46,16,15,8.45270936
11/15/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.4,54,20,18,8.45270936
11/16/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29,56,27,16,9.7
11/17/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.5,55,15,20,8.45270936
11/18/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.9,51,16,16,10.4
11/19/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.1,40,13,12,10.8
11/20/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.9,41,18,13,9.1
11/21/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.9,44,16,17,8.45270936
11/22/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.8,51,18,23,9.8
11/23/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.7,49,20,20,8.5
11/24/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.5,55,15,21,11.2
11/25/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.4,46,15,19,8.45270936
11/26/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.8,47,10,18,8.45270936
11/27/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.7,38,10,10,8.45270936
11/28/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.4,35,17,12,8.45270936
11/29/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.4,36,8,16,8.45270936
11/30/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.9,39,14,15,10.5
12/1/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.1,36,11,12,8.45270936
12/2/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.8,44,15,12,8.45270936
12/3/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,26.4,51,20,9,8.45270936
12/4/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,24.6,51,24,7,8.45270936
12/5/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,24.1,60,23,15,8.45270936
12/6/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,23.9,58,21,14,9.3
12/7/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,22.7,68,23,21,8.45270936
12/8/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,23.2,64,17,16,8.45270936
12/9/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,24.3,68,22,23,11.1
12/10/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,24.7,74,18,32,12.8
12/11/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,26.1,67,16,27,8.45270936
12/12/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,26.3,68,16,20,11.6
12/13/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,26.8,63,13,17,12.7
12/14/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.7,67,3,20,8.45270936
12/15/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.4,61,14,21,11.6
12/16/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.3,59,12,24,9.9
12/17/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.9,60,14,21,10.5
12/18/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.7,59,16,20,8.45270936
12/19/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.4,57,13,18,8.45270936
12/20/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.7,57,15,18,9.7
12/21/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.1,50,13,16,8.45270936
12/22/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.3,50,14,16,8.45270936
12/23/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29,52,15,13,9.3
12/24/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.2,54,15,16,8.45270936
12/25/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.8,51,14,15,8
12/26/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.1,57,14,15,8.45270936
12/27/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.4,57,15,14,9.3
12/28/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.8,59,17,15,7
12/29/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.7,38.65825778,19.48403626,14.52718676,8.45270936
12/30/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28,38.65825778,19.48403626,14.52718676,8.45270936
12/31/2019,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.2,36,11,11,11.6
1/1/2020,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.9,46,11,15,8.45270936
1/2/2020,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.7,52,12,18,10.2
1/3/2020,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29,56,16,18,10.3
1/4/2020,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.1,61,15,17,8.45270936
1/5/2020,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.1,66,14,27,9.7
1/6/2020,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.4,69,15,22,10.6
1/7/2020,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.7,71,13,22,11.6
1/8/2020,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30,70,18,21,8.45270936
1/9/2020,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.4,93,13,30,8.45270936
1/10/2020,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.4,64,16,14,10
1/11/2020,TH000048455,"BANGKOK METROPOLIS, TH",22.6,28.9,56,15,10,8.45270936
1/12/2020,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.4,56,12,12,8.45270936
1/13/2020,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.2,56,11,12,7.8
1/14/2020,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.4,61,13,15,8.45270936
1/15/2020,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.9,67,15,13,8.45270936
1/16/2020,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.7,70,19,15,8.4
1/17/2020,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.3,74,12,11,9
1/18/2020,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29,72,18,11,8.45270936
1/19/2020,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.5,76,17,16,8.45270936
1/20/2020,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.2,67,16,14,8.45270936
