date,pm10,o3,no2,rain,temp
12/13/2015,13,10,14,12.6,25.8
12/14/2015,20,11,15,0.4,27.6
12/15/2015,22,17,15,0,27.5
12/16/2015,26,20,14,0.2,28
12/17/2015,31,18,14,0,27.8
12/18/2015,34,25,13,8.2,27.8
12/19/2015,28,34,8,0,28.4
12/20/2015,24,30,12,0,28.5
12/21/2015,27,43,17,0,28.7
12/22/2015,29,28,17,4.8,28.4
12/23/2015,23,9,18,25.6,27.4
12/24/2015,22,17,11,40.2,26.4
12/25/2015,17,16,10,0,27.9
12/26/2015,18,18,9,0,28.5
12/27/2015,17,14,10,0,28.3
12/28/2015,15,7,11,0,28.4
12/29/2015,19,16,13,39,26.9
12/30/2015,24,29,22,2.2,27.8
12/31/2015,20,6,27,17,26
1/1/2016,25.33,18.309,14.141,2,27.5
1/2/2016,25.33,18.309,14.141,39.6,25.7
1/3/2016,14,10,13,16.6,25.4
1/4/2016,17,13,9,0,27.9
1/5/2016,17,13,8,0,28.7
1/6/2016,19,15,10,0,28.5
1/7/2016,19,13,10,0,28.7
1/8/2016,20,13,9,0,28.5
1/9/2016,18,16,7,1.8,28.5
1/10/2016,17,12,12,0,28.8
1/11/2016,21,14,8,0,28.8
1/12/2016,20,15,7,0,29
1/13/2016,19,13,9,0,29
1/14/2016,18,8,12,0.2,28.7
1/15/2016,22,9,18,5.6,28
1/16/2016,22,9,12,12.2,27.9
1/17/2016,20,15,17,33.4,27.4
1/18/2016,21,9,12,2.6,28.6
1/19/2016,20,11,12,2,28.5
1/20/2016,18,9,10,0.8,28.3
1/21/2016,19,7,12,0.6,28.3
1/22/2016,16,9,9,0,28.5
1/23/2016,18,16,6,0,28.7
1/24/2016,21,12,8,0,28.8
1/25/2016,22,8,13,2.6,28.4
1/26/2016,24,14,8,6,27.9
1/27/2016,23,13,12,1,28.8
1/28/2016,20,9,12,0,29
1/29/2016,18,12,8,0,28.6
1/30/2016,19,9,7,0,28.8
1/31/2016,22,12,6,0,28.8
2/1/2016,20,11,8,0,28.9
2/2/2016,19,15,7,10.6,27.7
2/3/2016,19,8,10,0,28.5
2/4/2016,16,13,10,0.2,28.2
2/5/2016,18,16,6,0,28.3
2/6/2016,19,25,6,1.8,28.7
2/7/2016,31,25,4,26.4,27
2/8/2016,31,24,2,0,27.7
2/9/2016,24,17,5,0,26.8
2/10/2016,14,10,6,0,26.7
2/11/2016,18,13,8,0.4,27.4
2/12/2016,18,14,5,0.6,27.6
2/13/2016,15,15,6,0,28.6
2/14/2016,18,15,6,1.2,28.6
2/15/2016,21,15,5,0,28.9
2/16/2016,26,23,6,0,28.7
2/17/2016,29,17,9,0,28.1
2/18/2016,17,6,11,0,27.8
2/19/2016,14,9,14,70.4,25.1
2/20/2016,22,17,8,2.6,26.7
2/21/2016,24,17,8,0,27.5
2/22/2016,23,12,8,0,28.2
2/23/2016,21,6,13,0,28
2/24/2016,18,15,9,71.8,25.9
2/25/2016,26,17,11,0,27.7
2/26/2016,25,16,8,0,28.4
2/27/2016,22,17,5,0,28.3
2/28/2016,24,13,7,0,28.5
2/29/2016,25,15,10,0,28.7
3/1/2016,25,13,8,0,28.6
3/2/2016,27,12,9,0,28.2
3/3/2016,25,9,10,0,28.5
3/4/2016,20,16,10,0.4,28.4
3/5/2016,20,16,6,0,28.6
3/6/2016,18,12,9,0,29
3/7/2016,21,9,14,0,28.5
3/8/2016,20,19,10,0.6,28.4
3/9/2016,20,15,18,0,29.2
3/10/2016,21,18,10,1.6,29
3/11/2016,18,15,11,0,29.4
3/12/2016,20,14,12,0,29
3/13/2016,21,18,9,2.4,29
3/14/2016,22,17,6,0,29.2
3/15/2016,22,23,14,0,29.2
3/16/2016,22,26,12,0,28.6
3/17/2016,24,28,12,0,28.9
3/18/2016,28,33,12,0,28.8
3/19/2016,28,27,13,0,28.9
3/20/2016,30,28,19,0,29.3
3/21/2016,29,23,22,0.2,29.2
3/22/2016,29,30,19,1,28.3
3/23/2016,24,32,10,0,28.8
3/24/2016,26,38,1,0,29.5
3/25/2016,25,22,1,0,29
3/26/2016,29,23,1,0,29.5
3/27/2016,32,23,5,0,29.6
3/28/2016,39,31,15,0,29.6
3/29/2016,51,26,7,0,29.3
3/30/2016,43,22,12,0,29.4
3/31/2016,44,24,11,0,29.6
4/1/2016,29,23,9,0,29.6
4/2/2016,23,16,9,0,29.8
4/3/2016,20,23,4,7.6,28.8
4/4/2016,21,17,10,6.2,29.2
4/5/2016,22,26,11,0,29
4/6/2016,26,33,12,0,29.4
4/7/2016,28,31,13,0,29.3
4/8/2016,27,18,3,0,29.7
4/9/2016,33,31,2,1.2,28.8
4/10/2016,25,23,15,0,29.7
4/11/2016,34,26,21,0,29.8
4/12/2016,27,23,17,9.4,29.9
4/13/2016,29,14,17,0,29.6
4/14/2016,24,13,22,9.6,29.4
4/15/2016,20,22,23,4.8,28.9
4/16/2016,20,26,13,0,29.9
4/17/2016,21,29,19,0,30.1
4/18/2016,27,22,5,0,30.3
4/19/2016,28,9,18,0.2,30.5
4/20/2016,25,26,13,0.4,29.4
4/21/2016,24,16,17,0,30.4
4/22/2016,19,13,17,0,29.7
4/23/2016,23,19,2,0,29.8
4/24/2016,16,11,15,13.8,29.2
4/25/2016,19,24,21,18.2,28.7
4/26/2016,28,23,27,7.6,28.9
4/27/2016,29,16,29,4.2,28.9
4/28/2016,28,10,27,6.2,28.9
4/29/2016,38,34,31,0.4,29
4/30/2016,37,21,19,0,28.6
5/1/2016,18,14,16,0,29.6
5/2/2016,22,16,17,0,29.4
5/3/2016,15,25,10,0,30
5/4/2016,17,19,18,0,30.7
5/5/2016,24,16,18,0.6,29.5
5/6/2016,22,8,17,0,29.8
5/7/2016,26,18,19,0,29.8
5/8/2016,26,12,23,0,29.7
5/9/2016,16,15,14,0,30
5/10/2016,14,16,22,0,30.7
5/11/2016,22,11,18,8,29.3
5/12/2016,19,4,12,0,29.7
5/13/2016,21,6,19,0.8,28.8
5/14/2016,21,20,17,16.4,27.7
5/15/2016,20,23,15,0,28.8
5/16/2016,25,20,29,31.6,28.5
5/17/2016,31,10,20,0,29.2
5/18/2016,20,7,20,54.8,28.5
5/19/2016,17,16,16,0,28.6
5/20/2016,20,17,12,2.8,29.6
5/21/2016,14,21,16,10.6,28.9
5/22/2016,18,25,17,25.6,28.1
5/23/2016,16,15,15,1.8,29.1
5/24/2016,14,17,14,0,29.9
5/25/2016,15,12,16,0,30
5/26/2016,12,9,13,0,28.6
5/27/2016,13,14,15,0,30
5/28/2016,15,26,17,29.8,29
5/29/2016,19,11,18,0,29.7
5/30/2016,17,26,21,11,27.9
5/31/2016,24,12,24,0,28.8
6/1/2016,22,13,22,0.8,28
6/2/2016,27,14,23,0,28.7
6/3/2016,28,3,30,0,28.7
6/4/2016,24,29,19,3.8,26.9
6/5/2016,21,19,16,0,28.7
6/6/2016,17,16,17,0,29.7
6/7/2016,28,6,24,0,29.9
6/8/2016,28,12,22,3.8,28
6/9/2016,25,7,24,0.6,28.5
6/10/2016,20,9,18,0,28.7
6/11/2016,13,14,13,16.2,28.1
6/12/2016,12,12,13,0,28.6
6/13/2016,18,14,16,7.2,28.7
6/14/2016,19,9,19,0.2,28.5
6/15/2016,18,5,16,34.6,28.5
6/16/2016,13,4,14,6.4,28.4
6/17/2016,13,14,19,18.4,26.4
6/18/2016,22,25,16,0.4,26.9
6/19/2016,18,24,15,0,27.7
6/20/2016,17,15,21,0,29
6/21/2016,22,5,22,0,28.9
6/22/2016,19,14,7,2.2,27.4
6/23/2016,16,8,15,0,29.2
6/24/2016,16,15,13,67.8,26.7
6/25/2016,13,13,13,0,29.1
6/26/2016,15,8,14,0.8,28.7
6/27/2016,15,18,17,0,28.9
6/28/2016,23,22,16,0,29.5
6/29/2016,25,22,18,0,30.3
6/30/2016,26,25,12,0,30
7/1/2016,27,22,11,0,29.8
7/2/2016,29,24,8,0,29.9
7/3/2016,24,21,10,0,30.1
7/4/2016,19,14,8,0,30.1
7/5/2016,16,11,10,0,30.1
7/6/2016,19,13,12,1.2,29.3
7/7/2016,17,9,14,0.8,29.4
7/8/2016,17,15,12,4.4,29.1
7/9/2016,15,15,12,0,29.8
7/10/2016,15,6,16,0,29.6
7/11/2016,16,14,14,1.4,28.1
7/12/2016,15,6,16,0,29.8
7/13/2016,20,5,18,1.2,28.2
7/14/2016,18,5,15,0.8,27.6
7/15/2016,18,24,19,0.4,27.4
7/16/2016,19,31,16,1.6,28.4
7/17/2016,20,10,24,0.4,27.7
7/18/2016,18,17,12,44,27.3
7/19/2016,14,9,20,0.4,28
7/20/2016,20,14,19,11.8,27.1
7/21/2016,22,3,25,59.4,27.1
7/22/2016,19,9,17,28.8,26
7/23/2016,13,6,15,4.8,27.1
7/24/2016,15,4,20,0.8,27.4
7/25/2016,21,3,17,0.2,27.5
7/26/2016,22,13,16,1.6,26.5
7/27/2016,23,10,17,0,28.4
7/28/2016,20,15,17,0,28.6
7/29/2016,17,13,15,0,28.7
7/30/2016,18,11,16,0.6,28.9
7/31/2016,21,13,24,4,27.6
8/1/2016,20,22,17,22.2,27.4
8/2/2016,19,13,17,0,29.1
8/3/2016,18,12,15,7,27.5
8/4/2016,18,17,16,0,28.4
8/5/2016,20,14,19,0.2,29.5
8/6/2016,26,16,10,4.6,28.3
8/7/2016,29,22,14,0,29.4
8/8/2016,29,22,19,0,29.6
8/9/2016,20,14,13,0,29
8/10/2016,18,10,18,0,29.7
8/11/2016,19,10,16,3.6,29.2
8/12/2016,23,21,21,3.4,29
8/13/2016,26,19,16,0,29.4
8/14/2016,20,20,14,0.2,28.7
8/15/2016,14,10,12,0,29.3
8/16/2016,16,10,13,0,29.6
8/17/2016,19,10,10,2.2,29.3
8/18/2016,16,10,10,0,30.2
8/19/2016,15,13,12,11.2,28.3
8/20/2016,14,8,11,0,29.6
8/21/2016,14,12,15,30.6,27.8
8/22/2016,25,17,15,0.2,29.2
8/23/2016,23,9,12,18.2,29.2
8/24/2016,14,16,13,13.4,27.7
8/25/2016,32,28,20,0,29.2
8/26/2016,49,15,19,0,29.4
8/27/2016,35,17,17,0,29.4
8/28/2016,38,15,13,0,28.8
8/29/2016,17,7,13,10.6,28.9
8/30/2016,20,9,9,11.6,27.4
8/31/2016,20,4,14,0,28.3
9/1/2016,19,13,16,3.6,27.1
9/2/2016,21,13,17,0,28.5
9/3/2016,22,13,21,0,29.1
9/4/2016,35,12,27,1.8,28.7
9/5/2016,24,18,19,12.6,27.9
9/6/2016,17,7,14,1,28.8
9/7/2016,18,11,13,5,27.5
9/8/2016,18,10,14,0,29.2
9/9/2016,25,9,16,6.6,27.8
9/10/2016,19,13,12,2.8,27
9/11/2016,18,8,18,0.2,28.5
9/12/2016,21,12,15,3.4,26.3
9/13/2016,15,5,17,0,28.9
9/14/2016,18,12,14,34,26.5
9/15/2016,18,13,17,0,28.7
9/16/2016,18,19,12,15.2,28.1
9/17/2016,21,21,19,0,28.9
9/18/2016,19,11,16,7.2,28.3
9/19/2016,15,11,12,15.8,28.3
9/20/2016,14,12,13,0,28.7
9/21/2016,23,27,17,2.5,28.1
9/22/2016,22,18,16,0,28.3
9/23/2016,28,23,24,0,28.4
9/24/2016,22,24,17,0,28.5
9/25/2016,27,24,21,0,28.7
9/26/2016,38,19,24,0,28.3
9/27/2016,34,24,14,0,28.1
9/28/2016,25,19,15,0,29.7
9/29/2016,24,20,21,0,29.6
9/30/2016,27,12,22,7.2,28.1
10/1/2016,21,22,12,0,27.9
10/2/2016,26,10,19,0,30
10/3/2016,27,21,15,75.4,27.8
10/4/2016,40,21,26,0,28.3
10/5/2016,36,12,14,0,28.5
10/6/2016,29,3,15,0.4,27.9
10/7/2016,18,16,13,22.2,25.9
10/8/2016,20,15,17,0,28.6
10/9/2016,21,21,14,0,28.5
10/10/2016,20,23,9,0,29.7
10/11/2016,16,22,8,0,30.1
10/12/2016,16,15,9,0.2,29.9
10/13/2016,16,9,14,0,29.5
10/14/2016,18,14,12,1.6,28.9
10/15/2016,16,8,10,0,30
10/16/2016,13,8,13,5,28.6
10/17/2016,16,12,9,0,29.2
10/18/2016,17,8,14,0,29.6
10/19/2016,21,18,17,22.4,27.6
10/20/2016,23,18,20,0,29
10/21/2016,20,14,12,1,29
10/22/2016,19,28,14,4.2,28.3
10/23/2016,31,8,22,0.8,28.2
10/24/2016,32,17,23,7,26.8
10/25/2016,21,15,15,15,26.9
10/26/2016,20,7,13,1.6,27.2
10/27/2016,21,10,25,14.6,25.9
10/28/2016,31,9,18,0,27.4
10/29/2016,17,10,14,9.2,27.1
10/30/2016,18,11,16,0.4,27.3
10/31/2016,19,12,16,0,28.8
11/1/2016,18,17,17,35,26.7
11/2/2016,17,13,13,1,27.4
11/3/2016,13,11,15,19.2,27.4
11/4/2016,17,6,15,0,28.3
11/5/2016,14,14,8,4.4,26.9
11/6/2016,20,7,17,0,28.8
11/7/2016,23,13,15,1.2,26.8
11/8/2016,25,24,18,0,28.7
11/9/2016,24,15,18,64.4,27
11/10/2016,22,11,18,11,27.3
11/11/2016,19,17,17,5.6,26.9
11/12/2016,19,14,15,8.8,27.5
11/13/2016,16,3,17,0,27.8
11/14/2016,15,16,13,65.6,25.5
11/15/2016,16,7,15,0,27.6
11/16/2016,19,13,20,30.2,26.4
11/17/2016,22,16,21,29.4,27
11/18/2016,23,10,23,1,27.4
11/19/2016,23,17,19,0.8,27.9
11/20/2016,17,17,12,1.8,28
11/21/2016,18,7,18,0,28.6
11/22/2016,17,7,13,1.4,27.4
11/23/2016,15,15,17,1.2,27.6
11/24/2016,20,23,19,0,27.6
11/25/2016,19,12,16,2.8,27.7
11/26/2016,17,13,10,4.6,27.4
11/27/2016,10,12,9,0,27.3
11/28/2016,11,5,10,0,27.6
11/29/2016,13,17,7,0.8,26.4
11/30/2016,12,10,13,0,28.1
12/1/2016,12,13,12,18.4,25.7
12/2/2016,14,10,16,1.2,27.4
12/3/2016,22,19,17,1,27.3
12/4/2016,16,15,10,18.6,28.6
12/5/2016,20,22,19,0.8,28.7
12/6/2016,23,18,15,21.6,27.7
12/7/2016,17,25,11,33.4,27.8
12/8/2016,16,11,13,0,28.5
12/9/2016,14,19,8,23.4,27
12/10/2016,14,17,7,2,27.5
12/11/2016,12,19,7,7.6,26.5
12/12/2016,17,29,14,0,28.5
12/13/2016,20,26,15,0,28.4
12/14/2016,22,26,10,0.2,28
12/15/2016,29,25,21,0,28.7
12/16/2016,29,11,18,2.4,28.2
12/17/2016,18,15,11,29.6,26.8
12/18/2016,14,19,10,2.4,26.9
12/19/2016,13,18,7,6,28
12/20/2016,11,24,11,0,28.6
12/21/2016,14,13,16,3,28.5
12/22/2016,16,12,12,12.2,26.7
12/23/2016,11,14,11,19.6,27
12/24/2016,10,14,6,73,26.3
12/25/2016,10,13,5,10.4,26.6
12/26/2016,9,10,8,0,26.5
12/27/2016,10,6,13,0.6,26.3
12/28/2016,12,6,15,3.8,25.7
12/29/2016,22,20,13,0,27.6
12/30/2016,11,12,11,1.4,27
12/31/2016,15,28,19,0,26.6
1/1/2017,16,11,15,0.8,27.4
1/2/2017,15,9,12,0,26.6
1/3/2017,13,13,11,0.6,26.4
1/4/2017,13,14,9,2.8,26.6
1/5/2017,16,15,18,0.6,28
1/6/2017,19,22,17,0,28.3
1/7/2017,19,28,12,0,28.9
1/8/2017,18,24,11,0.8,28.9
1/9/2017,23,18,13,0,28.4
1/10/2017,23,14,16,3,27.9
1/11/2017,23,21,13,26.4,26.7
1/12/2017,24,24,19,0,28
1/13/2017,26,22,18,0,27.1
1/14/2017,25,26,12,0.4,27.5
1/15/2017,20,29,13,10.8,26.9
1/16/2017,24,28,19,3,26.9
1/17/2017,20,17,17,0,27.1
1/18/2017,16,19,17,6,26.5
1/19/2017,16,11,17,16.6,26.6
1/20/2017,18,10,17,4.6,26.3
1/21/2017,12,13,8,5.6,26.9
1/22/2017,13,5,12,31.4,26.5
1/23/2017,12,4,12,60.6,25.1
1/24/2017,10,10,10,17.4,24
1/25/2017,15,12,8,0,26
1/26/2017,19,15,9,1.8,27
1/27/2017,21,16,8,0,27.4
1/28/2017,15,16,7,1.4,26.2
1/29/2017,14,11,9,0.6,26.3
1/30/2017,14,11,11,2.6,26
1/31/2017,18,16,11,0,26.8
2/1/2017,25,23,14,0,26.9
2/2/2017,23,20,12,1.4,27.1
2/3/2017,13,18,12,25.4,27.2
2/4/2017,14,21,10,15,26.7
2/5/2017,13,19,10,23.4,26.9
2/6/2017,14,17,15,5.4,27.2
2/7/2017,17,21,18,21,25.8
2/8/2017,24,28,19,4.6,26.4
2/9/2017,22,26,11,0,27.5
2/10/2017,23,24,11,0,27.4
2/11/2017,27,27,8,0,27.3
2/12/2017,27,24,10,5.2,26.3
2/13/2017,30,22,10,1.6,26.6
2/14/2017,19,18,14,0.2,26.6
2/15/2017,20,20,14,16.4,25.7
2/16/2017,27,18,13,0.8,26.6
2/17/2017,22,15,12,0,27.1
2/18/2017,23,18,9,0,27
2/19/2017,21,15,10,0,27.7
2/20/2017,17,12,12,0,27.6
2/21/2017,20,18,9,0,27.8
2/22/2017,16,18,18,0,27.5
2/23/2017,22,5,21,3.6,27.1
2/24/2017,15,12,15,31.2,25.1
2/25/2017,18,16,10,0,26.9
2/26/2017,16,14,9,0,27.4
2/27/2017,19,11,11,0,27.3
2/28/2017,17,10,9,4,27.1
3/1/2017,12,14,6,22,25.2
3/2/2017,23,12,11,0.4,26.9
3/3/2017,18,9,16,10.4,26.6
3/4/2017,25,17,10,14.6,25.6
3/5/2017,25,18,14,0,27.2
3/6/2017,22,27,17,0,27.2
3/7/2017,23,26,12,0,27.1
3/8/2017,27,30,14,0,27.3
3/9/2017,26,23,10,0,27.1
3/10/2017,24,25,12,0,27
3/11/2017,22,30,19,0,27.7
3/12/2017,27,36,20,0,26.8
3/13/2017,33,31,21,0,27.7
3/14/2017,26,43,29,0,26.9
3/15/2017,27,33,14,0,28.6
3/16/2017,26,22,24,0,28.2
3/17/2017,29,34,17,0,27.3
3/18/2017,25,33,16,0,28.4
3/19/2017,23,19,17,0,28.4
3/20/2017,18,32,20,21.4,26.7
3/21/2017,18,13,15,0,27.7
3/22/2017,22,22,14,0.4,28
3/23/2017,23,36,21,0,28.7
3/24/2017,32,30,21,0,28.2
3/25/2017,24,29,13,0,28.1
3/26/2017,18,20,12,0,29.2
3/27/2017,19,8,17,5,28.5
3/28/2017,19,17,21,30.2,26.4
3/29/2017,22,7,21,2.4,26.9
3/30/2017,20,18,25,19.2,25.6
3/31/2017,25,15,27,10.6,27.1
4/1/2017,18,23,15,7.6,26.4
4/2/2017,16,20,14,2.6,27.1
4/3/2017,14,24,15,1.4,27.5
4/4/2017,14,23,12,2.2,28.6
4/5/2017,12,32,15,0,29
4/6/2017,15,26,14,0.6,28.6
4/7/2017,21,11,29,37.8,27.5
4/8/2017,26,32,26,1.6,26.8
4/9/2017,25,16,25,6.2,27.5
4/10/2017,25,32,25,0,27.3
4/11/2017,23,19,20,11.8,28.4
4/12/2017,15,8,19,22,27.7
4/13/2017,20,15,19,0.6,27
4/14/2017,17,16,15,0.2,27.9
4/15/2017,23,39,15,0,28.6
4/16/2017,21,21,16,0,28.5
4/17/2017,26,19,21,0,29.1
4/18/2017,21,38,36,11.6,27.4
4/19/2017,38,25,34,0.2,28
4/20/2017,40,20,25,0,28.1
4/21/2017,20,24,17,18,27.8
4/22/2017,20,19,26,0.4,28.2
4/23/2017,23,10,24,7.6,28
4/24/2017,29,11,28,30.4,27.6
4/25/2017,35,15,33,2.4,26.9
4/26/2017,21,27,23,2.2,27.2
4/27/2017,19,26,26,0.2,28
4/28/2017,21,9,30,42.8,26.8
4/29/2017,35,26,23,0,27.5
4/30/2017,19,20,15,0,28.6
5/1/2017,19,8,26,0,28.9
5/2/2017,21,11,26,0,28.2
5/3/2017,22,12,22,0,29
5/4/2017,29,20,22,2.4,28.8
5/5/2017,23,23,20,8,28.4
5/6/2017,28,24,25,8,28.1
5/7/2017,22,28,23,12,27.8
5/8/2017,18,16,15,0,28.4
5/9/2017,13,7,14,0,29.6
5/10/2017,16,10,13,19.2,27
5/11/2017,16,10,18,0,28.1
5/12/2017,18,10,16,0.8,28.2
5/13/2017,16,17,14,0,28.6
5/14/2017,13,9,16,0,29.2
5/15/2017,16,14,15,0.6,28.3
5/16/2017,14,16,13,4,28.7
5/17/2017,15,11,10,0,29.7
5/18/2017,13,12,13,4,29
5/19/2017,16,15,11,0,29.1
5/20/2017,16,14,12,0,29.5
5/21/2017,14,9,16,27.2,28.5
5/22/2017,12,15,13,9.8,28.1
5/23/2017,14,9,15,0,29.4
5/24/2017,16,10,15,11,26.6
5/25/2017,17,9,15,0,28
5/26/2017,21,11,18,25.8,27.5
5/27/2017,20,9,11,0,28.2
5/28/2017,11,16,10,0,29.1
5/29/2017,14,5,18,0,29.4
5/30/2017,21,14,18,13.8,26.7
5/31/2017,17,11,18,44.8,28.5
6/1/2017,12,12,15,8.2,27.6
6/2/2017,12,17,11,0,29
6/3/2017,13,21,12,0,29.6
6/4/2017,15,11,12,0,29.9
6/5/2017,19,15,11,0,29.8
6/6/2017,21,22,14,0,29.6
6/7/2017,18,17,10,0,29.6
6/8/2017,16,20,9,0,29.5
6/9/2017,17,16,11,0,29.6
6/10/2017,16,16,12,0,29
6/11/2017,12,18,13,0.2,28.1
6/12/2017,12,17,13,0,29.3
6/13/2017,16,16,19,0.2,29.1
6/14/2017,14,18,17,0,28.2
6/15/2017,19,12,18,0,29.1
6/16/2017,19,19,13,8,28.2
6/17/2017,12,14,13,0,29
6/18/2017,12,11,11,13.8,27.1
6/19/2017,13,19,14,0,27.8
6/20/2017,17,13,18,0,28.9
6/21/2017,23,14,15,20.2,28.2
6/22/2017,18,7,14,0,28.5
6/23/2017,14,15,14,29.6,26.5
6/24/2017,17,11,18,0,28.1
6/25/2017,19,30,21,22.8,27.3
6/26/2017,24,6,22,1.6,27.9
6/27/2017,21,21,18,1.4,25.9
6/28/2017,24,9,17,0,27.6
6/29/2017,14,15,13,0,27.9
6/30/2017,10,15,11,0,28.5
7/1/2017,14,13,11,0,29.3
7/2/2017,15,10,13,0.2,28.5
7/3/2017,14,15,12,0,27.3
7/4/2017,13,8,14,0,28.4
7/5/2017,13,13,12,23.2,27.3
7/6/2017,14,16,13,0,27.7
7/7/2017,17,16,14,0,28.6
7/8/2017,16,15,10,8.8,27.9
7/9/2017,11,15,13,0.6,27.4
7/10/2017,14,12,17,0,28.6
7/11/2017,13,7,12,30.6,27.3
7/12/2017,15,13,15,4.6,26.2
7/13/2017,18,6,19,6.4,27
7/14/2017,22,15,15,3.2,26.2
7/15/2017,20,15,8,0,27.2
7/16/2017,13,24,9,0,28.3
7/17/2017,20,19,14,0,28.5
7/18/2017,18,17,12,0,28.5
7/19/2017,14,15,13,0,28.4
7/20/2017,16,21,10,0,28.6
7/21/2017,18,18,8,0,28.9
7/22/2017,18,18,8,0,29.2
7/23/2017,16,17,8,0,29.1
7/24/2017,20,22,10,0,29.3
7/25/2017,25,21,11,0,29.1
7/26/2017,25,24,15,2.4,28.4
7/27/2017,23,25,11,0,29.1
7/28/2017,24,19,12,0,29.3
7/29/2017,15,15,10,0,29.3
7/30/2017,15,13,9,0,29.2
7/31/2017,19,18,11,0,29.1
8/1/2017,24,27,10,1.6,29.2
8/2/2017,25,25,11,0,29.3
8/3/2017,20,22,12,0,29.2
8/4/2017,20,23,11,0,29.3
8/5/2017,20,18,9,0,29.5
8/6/2017,16,7,13,0,29.2
8/7/2017,16,9,12,7.2,28.4
8/8/2017,14,15,10,7,27.5
8/9/2017,16,12,15,2,27.2
8/10/2017,14,7,14,0,28.3
8/11/2017,17,6,17,1.2,27.4
8/12/2017,15,10,14,3,27
8/13/2017,14,13,11,1,27
8/14/2017,14,10,12,0.2,27.8
8/15/2017,16,17,14,0.2,27.3
8/16/2017,21,20,14,0,28.1
8/17/2017,19,15,16,14,27.3
8/18/2017,20,13,13,29.4,27.3
8/19/2017,15,13,10,4.8,28.1
8/20/2017,13,12,10,0,28.8
8/21/2017,16,12,12,0,28.8
8/22/2017,18,23,12,5.2,27.2
8/23/2017,21,16,11,0,29
8/24/2017,17,12,10,0,28.8
8/25/2017,11,15,9,1.2,27.8
8/26/2017,12,15,9,0,28.5
8/27/2017,17,12,12,1.8,27.5
8/28/2017,24,8,15,3.2,28.1
8/29/2017,16,19,15,0.6,26.7
8/30/2017,18,17,14,0.6,27.7
8/31/2017,13,21,7,0,28.4
9/1/2017,23,28,9,0,29
9/2/2017,23,18,6,0,29
9/3/2017,18,15,9,0,29
9/4/2017,18,13,11,0.4,28.6
9/5/2017,17,5,15,10.4,28.2
9/6/2017,25.33,18.309,14.141,20.2,26.6
9/7/2017,25.33,18.309,14.141,0,28
9/8/2017,25.33,18.309,14.141,0,27.9
9/9/2017,25.33,18.309,14.141,2.6,27.9
9/10/2017,25,20,21,3.8,27.7
9/11/2017,26,40,14,14,26.9
9/12/2017,29,27,12,0,28.4
9/13/2017,25,17,14,0,29.1
9/14/2017,23,9,20,0,28.7
9/15/2017,22,14,15,0,28.3
9/16/2017,15,16,8,19.2,27.7
9/17/2017,11,10,13,3,28.4
9/18/2017,16,7,20,16.8,26.9
9/19/2017,21,11,19,3.8,26.3
9/20/2017,14,8,11,4,27
9/21/2017,14,22,11,3.2,26.8
9/22/2017,21,20,14,0,28.7
9/23/2017,21,21,13,8.8,28.8
9/24/2017,19,20,18,3.2,28
9/25/2017,20,11,17,0,28.9
9/26/2017,31,16,22,1,27.6
9/27/2017,23,22,23,1.8,27.2
9/28/2017,22,13,20,0.2,28
9/29/2017,16,15,16,8.4,27.5
9/30/2017,17,6,16,0.4,27.8
10/1/2017,21,15,14,2.2,27.1
10/2/2017,26,9,20,0.2,27.9
10/3/2017,21,8,18,3.2,27.3
10/4/2017,16,18,17,7.8,26
10/5/2017,18,11,17,0.2,27.8
10/6/2017,26,34,18,0,28.6
10/7/2017,23,17,20,2,27.8
10/8/2017,22,16,18,16.8,26.6
10/9/2017,14,14,13,31.4,27.8
10/10/2017,14,17,13,7,27.6
10/11/2017,14,5,16,2.2,28.2
10/12/2017,17,20,17,11.6,27.3
10/13/2017,16,17,15,1,27.2
10/14/2017,28,29,19,0,29.2
10/15/2017,23,23,18,0,29.3
10/16/2017,21,29,18,0,28.5
10/17/2017,21,48,12,0.2,29.7
10/18/2017,23,37,16,0,29.7
10/19/2017,37,26,28,0,29.7
10/20/2017,33,29,21,0,29.3
10/21/2017,38,24,18,0.2,28.9
10/22/2017,29,20,17,0.4,28.3
10/23/2017,34,15,28,0,28
10/24/2017,40,42,26,8.2,27.7
10/25/2017,33,25,28,0.8,27.6
10/26/2017,39,16,26,10.6,27.5
10/27/2017,26,32,17,4,26.6
10/28/2017,23,20,21,0,27.9
10/29/2017,18,16,18,8.2,26.5
10/30/2017,15,16,17,0,26.8
10/31/2017,26,27,19,3.4,25.9
11/1/2017,26,16,23,0.6,27.3
11/2/2017,24,15,20,0,27.7
11/3/2017,16,21,16,1.4,28.1
11/4/2017,15,18,12,6.4,27.5
11/5/2017,15,10,23,0.8,28
11/6/2017,24,10,21,42.6,26.4
11/7/2017,22,17,12,1.8,26.6
11/8/2017,15,27,16,0.2,27.4
11/9/2017,15,14,20,33.2,26.2
11/10/2017,17,8,20,21.8,25.7
11/11/2017,20,18,12,10.6,25.8
11/12/2017,14,22,20,19.6,27.3
11/13/2017,22,10,17,4.2,27.6
11/14/2017,15,19,20,45,25.8
11/15/2017,25,23,22,0,27.3
11/16/2017,21,15,20,18,27.9
11/17/2017,19,31,19,3.2,26.9
11/18/2017,18,27,15,11.4,27.5
11/19/2017,20,22,19,0.2,27.9
11/20/2017,21,8,23,11.2,27.1
