DATE,STATION,NAME,rain,temp,pm10,o3,no2
3/18/2020,TH000048327,"CHIANG MAI, TH",6.574133559,30.1,140,32,16
3/19/2020,TH000048327,"CHIANG MAI, TH",6.574133559,29.7,126,24,12
3/20/2020,TH000048327,"CHIANG MAI, TH",6.574133559,29.4,92,25,7
3/21/2020,TH000048327,"CHIANG MAI, TH",6.574133559,29.3,86,8,9
3/22/2020,TH000048327,"CHIANG MAI, TH",6.574133559,28.9,91,20,7
3/23/2020,TH000048327,"CHIANG MAI, TH",6.574133559,28.9,83,27,7
3/24/2020,TH000048327,"CHIANG MAI, TH",6.574133559,29.3,91,31,8
3/25/2020,TH000048327,"CHIANG MAI, TH",6.574133559,29.1,87,28,6
3/26/2020,TH000048327,"CHIANG MAI, TH",6.574133559,30,89,27,6
3/27/2020,TH000048327,"CHIANG MAI, TH",6.574133559,29.8,107,32,7
3/28/2020,TH000048327,"CHIANG MAI, TH",6.574133559,29.2,119,36,8
3/29/2020,TH000048327,"CHIANG MAI, TH",6.574133559,29.6,43.69746525,23.81346484,10.61236185
3/30/2020,TH000048327,"CHIANG MAI, TH",6.574133559,30.8,43.69746525,23.81346484,10.61236185
3/31/2020,TH000048327,"CHIANG MAI, TH",6.574133559,30.4,83,30,6
4/1/2020,TH000048327,"CHIANG MAI, TH",6.574133559,31.1,88,32,6
4/2/2020,TH000048327,"CHIANG MAI, TH",6.574133559,30.7,88,31,6
4/3/2020,TH000048327,"CHIANG MAI, TH",6.574133559,30.7,104,32,7
4/4/2020,TH000048327,"CHIANG MAI, TH",6.574133559,30.1,115,30,6
4/5/2020,TH000048327,"CHIANG MAI, TH",6.574133559,30.8,105,31,5
4/6/2020,TH000048327,"CHIANG MAI, TH",6.574133559,31.6,83,26,5
4/7/2020,TH000048327,"CHIANG MAI, TH",6.574133559,31.3,89,34,7
4/8/2020,TH000048327,"CHIANG MAI, TH",6.574133559,31.2,81,26,7
4/9/2020,TH000048327,"CHIANG MAI, TH",6.574133559,31,70,26,5
4/10/2020,TH000048327,"CHIANG MAI, TH",6.574133559,30.6,80,33,7
4/11/2020,TH000048327,"CHIANG MAI, TH",6.574133559,30.8,83,32,5
4/12/2020,TH000048327,"CHIANG MAI, TH",6.574133559,31.6,71,27,5
4/13/2020,TH000048327,"CHIANG MAI, TH",6.574133559,31.4,53,29,10.61236185
4/14/2020,TH000048327,"CHIANG MAI, TH",6.574133559,30.4,63,26,10.61236185
4/15/2020,TH000048327,"CHIANG MAI, TH",6.6,28.5,61,30,7
4/16/2020,TH000048327,"CHIANG MAI, TH",6.1,30.5,63,29,6
4/17/2020,TH000048327,"CHIANG MAI, TH",0,31.9,68,28,4
4/18/2020,TH000048327,"CHIANG MAI, TH",6.574133559,30.8,69,29,4
4/19/2020,TH000048327,"CHIANG MAI, TH",0,31.4,70,33,5
4/20/2020,TH000048327,"CHIANG MAI, TH",0,32,71,36,4
4/21/2020,TH000048327,"CHIANG MAI, TH",6.574133559,33.2,66,29,4
4/22/2020,TH000048327,"CHIANG MAI, TH",6.574133559,33.3,61,27,3
4/23/2020,TH000048327,"CHIANG MAI, TH",6.574133559,33.3,59,21,2
4/24/2020,TH000048327,"CHIANG MAI, TH",6.574133559,32.1,50,21,2
4/25/2020,TH000048327,"CHIANG MAI, TH",24.6,27.3,36,21,1
4/26/2020,TH000048327,"CHIANG MAI, TH",14.5,25.9,22,16,2
4/27/2020,TH000048327,"CHIANG MAI, TH",12.4,26.3,24,19,2
4/28/2020,TH000048327,"CHIANG MAI, TH",0,28.4,22,14,2
4/29/2020,TH000048327,"CHIANG MAI, TH",5.1,25.4,28,20,2
4/30/2020,TH000048327,"CHIANG MAI, TH",1,27.6,32,14,1
5/1/2020,TH000048327,"CHIANG MAI, TH",25.7,26.3,26,21,10.61236185
5/2/2020,TH000048327,"CHIANG MAI, TH",3,27.3,24,16,1
5/3/2020,TH000048327,"CHIANG MAI, TH",0,27.9,31,18,1
5/4/2020,TH000048327,"CHIANG MAI, TH",0,30.6,37,18,3
5/5/2020,TH000048327,"CHIANG MAI, TH",0,32.3,45,26,1
5/6/2020,TH000048327,"CHIANG MAI, TH",0.5,32,48,30,2
5/7/2020,TH000048327,"CHIANG MAI, TH",6.574133559,31.8,41,25,3
5/8/2020,TH000048327,"CHIANG MAI, TH",0.3,29.7,44,22,1
5/9/2020,TH000048327,"CHIANG MAI, TH",0,31.1,36,23,1
5/10/2020,TH000048327,"CHIANG MAI, TH",0.8,29.4,41,26,2
5/11/2020,TH000048327,"CHIANG MAI, TH",0.3,30,32,24,1
5/12/2020,TH000048327,"CHIANG MAI, TH",6.574133559,30.1,39,27,3
5/13/2020,TH000048327,"CHIANG MAI, TH",0,31,34,25,3
5/14/2020,TH000048327,"CHIANG MAI, TH",0,29.8,35,27,3
5/15/2020,TH000048327,"CHIANG MAI, TH",3.8,29.9,37,29,2
5/16/2020,TH000048327,"CHIANG MAI, TH",2.3,31.9,46,25,3
5/17/2020,TH000048327,"CHIANG MAI, TH",0,32.2,44,24,2
5/18/2020,TH000048327,"CHIANG MAI, TH",0,30.6,32,13,2
5/19/2020,TH000048327,"CHIANG MAI, TH",0,30.8,34,15,1
5/20/2020,TH000048327,"CHIANG MAI, TH",0,31.1,34,16,1
5/21/2020,TH000048327,"CHIANG MAI, TH",0,29.3,53,27,3
5/22/2020,TH000048327,"CHIANG MAI, TH",6.574133559,30.9,61,27,3
5/23/2020,TH000048327,"CHIANG MAI, TH",6.574133559,32.2,66,25,2
5/24/2020,TH000048327,"CHIANG MAI, TH",6.574133559,30.9,65,25,3
5/25/2020,TH000048327,"CHIANG MAI, TH",6.574133559,32.4,59,25,3
5/26/2020,TH000048327,"CHIANG MAI, TH",6.574133559,32.8,50,20,3
5/27/2020,TH000048327,"CHIANG MAI, TH",6.574133559,32.9,36,17,3
5/28/2020,TH000048327,"CHIANG MAI, TH",1.3,29.6,27,21,3
5/29/2020,TH000048327,"CHIANG MAI, TH",0.3,30.4,25,17,1
5/30/2020,TH000048327,"CHIANG MAI, TH",5.8,28.7,24,18,2
5/31/2020,TH000048327,"CHIANG MAI, TH",0,29,33,16,4
6/1/2020,TH000048327,"CHIANG MAI, TH",2,30.6,31,18,2
6/2/2020,TH000048327,"CHIANG MAI, TH",2,30.7,33,22,2
6/3/2020,TH000048327,"CHIANG MAI, TH",0,30.7,32,18,2
6/4/2020,TH000048327,"CHIANG MAI, TH",0.3,29.4,27,16,3
6/5/2020,TH000048327,"CHIANG MAI, TH",6.574133559,28.8,29,17,2
6/6/2020,TH000048327,"CHIANG MAI, TH",0,28.5,22,12,1
6/7/2020,TH000048327,"CHIANG MAI, TH",6.4,28.7,20,11,1
6/8/2020,TH000048327,"CHIANG MAI, TH",0.5,27.9,18,14,1
6/9/2020,TH000048327,"CHIANG MAI, TH",6.574133559,30.7,20,14,2
6/10/2020,TH000048327,"CHIANG MAI, TH",4.3,29.8,27,16,3
6/11/2020,TH000048327,"CHIANG MAI, TH",0,30.5,24,18,3
6/12/2020,TH000048327,"CHIANG MAI, TH",6.574133559,31.1,21,10,1
6/13/2020,TH000048327,"CHIANG MAI, TH",6.574133559,32.1,21,10,2
6/14/2020,TH000048327,"CHIANG MAI, TH",3.8,27.8,59,19,5
6/15/2020,TH000048327,"CHIANG MAI, TH",0,29,22,13,2
6/16/2020,TH000048327,"CHIANG MAI, TH",0.3,27.8,21,8,2
6/17/2020,TH000048327,"CHIANG MAI, TH",14.5,26.2,21,7,3
6/18/2020,TH000048327,"CHIANG MAI, TH",9.7,25.3,26,10,3
6/19/2020,TH000048327,"CHIANG MAI, TH",6.1,26.4,24,14,1
6/20/2020,TH000048327,"CHIANG MAI, TH",2,29.1,22,13,1
6/21/2020,TH000048327,"CHIANG MAI, TH",2.8,29.4,24,19,2
6/22/2020,TH000048327,"CHIANG MAI, TH",0.3,30.1,22,10,2
6/23/2020,TH000048327,"CHIANG MAI, TH",4.8,28.7,25,12,3
6/24/2020,TH000048327,"CHIANG MAI, TH",2,27.2,24,10,2
6/25/2020,TH000048327,"CHIANG MAI, TH",7.1,26.8,23,8,2
6/26/2020,TH000048327,"CHIANG MAI, TH",17.8,27.7,18,10,1
6/27/2020,TH000048327,"CHIANG MAI, TH",17,26.3,20,12,1
6/28/2020,TH000048327,"CHIANG MAI, TH",0.8,28.8,23,15,3
6/29/2020,TH000048327,"CHIANG MAI, TH",0,29.9,23,12,2
6/30/2020,TH000048327,"CHIANG MAI, TH",6.574133559,30.1,21,7,3
7/1/2020,TH000048327,"CHIANG MAI, TH",11.2,28.6,22,10,2
7/2/2020,TH000048327,"CHIANG MAI, TH",0.3,28.3,44,11,1
7/3/2020,TH000048327,"CHIANG MAI, TH",0,29,27,9,1
7/4/2020,TH000048327,"CHIANG MAI, TH",0,28.8,20,11,1
7/5/2020,TH000048327,"CHIANG MAI, TH",0,28.8,21,18,1
7/6/2020,TH000048327,"CHIANG MAI, TH",6.574133559,29.9,27,15,2
7/7/2020,TH000048327,"CHIANG MAI, TH",5.8,30.1,20,14,2
7/8/2020,TH000048327,"CHIANG MAI, TH",18,27.3,22,12,2
7/9/2020,TH000048327,"CHIANG MAI, TH",9.4,28.6,25,14,3
7/10/2020,TH000048327,"CHIANG MAI, TH",6.574133559,29.1,23,12,2
7/11/2020,TH000048327,"CHIANG MAI, TH",6.574133559,28.5,22,12,2
7/12/2020,TH000048327,"CHIANG MAI, TH",17.5,27.6,21,11,3
7/13/2020,TH000048327,"CHIANG MAI, TH",7.1,26.7,21,10,2
7/14/2020,TH000048327,"CHIANG MAI, TH",8.9,27.7,24,14,2
7/15/2020,TH000048327,"CHIANG MAI, TH",0,29.2,23,13,2
7/16/2020,TH000048327,"CHIANG MAI, TH",2.5,29.6,20,10,1
7/17/2020,TH000048327,"CHIANG MAI, TH",26.7,28.7,21,11,2
7/18/2020,TH000048327,"CHIANG MAI, TH",0.3,27.4,24,9,2
7/19/2020,TH000048327,"CHIANG MAI, TH",0,27.6,66,17,3
7/20/2020,TH000048327,"CHIANG MAI, TH",8.1,28.4,23,6,2
7/21/2020,TH000048327,"CHIANG MAI, TH",0.8,27.4,24,13,2
7/22/2020,TH000048327,"CHIANG MAI, TH",0,28.1,22,13,1
7/23/2020,TH000048327,"CHIANG MAI, TH",6.574133559,29.8,27,22,4
7/24/2020,TH000048327,"CHIANG MAI, TH",0.5,30.5,28,23,2
7/25/2020,TH000048327,"CHIANG MAI, TH",0,31.4,31,19,2
7/26/2020,TH000048327,"CHIANG MAI, TH",6.574133559,31,29,17,2
7/27/2020,TH000048327,"CHIANG MAI, TH",0.3,28.9,18,11,1
7/28/2020,TH000048327,"CHIANG MAI, TH",18.3,26.1,25,8,3
7/29/2020,TH000048327,"CHIANG MAI, TH",0,27.6,27,12,3
7/30/2020,TH000048327,"CHIANG MAI, TH",2,28,26,13,3
7/31/2020,TH000048327,"CHIANG MAI, TH",1.8,30.1,24,13,2
8/1/2020,TH000048327,"CHIANG MAI, TH",0,29.8,27,3,4
8/2/2020,TH000048327,"CHIANG MAI, TH",80.5,25.5,18,3,3
8/3/2020,TH000048327,"CHIANG MAI, TH",40.1,25.6,17,5,3
8/4/2020,TH000048327,"CHIANG MAI, TH",49.8,25.5,19,7,2
8/5/2020,TH000048327,"CHIANG MAI, TH",1.8,26.7,29,13,3
8/6/2020,TH000048327,"CHIANG MAI, TH",0.8,28,30,13,2
8/7/2020,TH000048327,"CHIANG MAI, TH",10.4,27.7,21,11,10.61236185
8/8/2020,TH000048327,"CHIANG MAI, TH",8.9,28.3,23,13,1
8/9/2020,TH000048327,"CHIANG MAI, TH",5.6,28.8,31,12,3
8/10/2020,TH000048327,"CHIANG MAI, TH",0,28.5,26,11,1
8/11/2020,TH000048327,"CHIANG MAI, TH",1.5,27.9,26,13,1
8/12/2020,TH000048327,"CHIANG MAI, TH",40.4,27.9,63,10,2
8/13/2020,TH000048327,"CHIANG MAI, TH",50.3,26.9,42,7,2
8/14/2020,TH000048327,"CHIANG MAI, TH",15,26.2,24,5,2
8/15/2020,TH000048327,"CHIANG MAI, TH",7.6,25.3,27,11,1
8/16/2020,TH000048327,"CHIANG MAI, TH",1.3,26.8,33,9,3
8/17/2020,TH000048327,"CHIANG MAI, TH",2.3,25.9,30,6,2
8/18/2020,TH000048327,"CHIANG MAI, TH",1,25.1,33,11,2
8/19/2020,TH000048327,"CHIANG MAI, TH",0.5,26,31,8,2
8/20/2020,TH000048327,"CHIANG MAI, TH",0.8,26.9,26,6,3
8/21/2020,TH000048327,"CHIANG MAI, TH",8.6,26,20,5,1
8/22/2020,TH000048327,"CHIANG MAI, TH",35.1,25.7,17,6,1
8/23/2020,TH000048327,"CHIANG MAI, TH",16,25.6,26,5,1
8/24/2020,TH000048327,"CHIANG MAI, TH",0.3,25.9,35,11,2
8/25/2020,TH000048327,"CHIANG MAI, TH",0,26.9,28,13,2
8/26/2020,TH000048327,"CHIANG MAI, TH",1.8,27.3,25,6,2
8/27/2020,TH000048327,"CHIANG MAI, TH",0.3,27.9,29,14,2
8/28/2020,TH000048327,"CHIANG MAI, TH",1.8,29.4,25,12,10.61236185
8/29/2020,TH000048327,"CHIANG MAI, TH",6.574133559,27.9,25,16,2
8/30/2020,TH000048327,"CHIANG MAI, TH",6.574133559,28.4,34,15,3
8/31/2020,TH000048327,"CHIANG MAI, TH",13.2,27.1,30,8,4
9/1/2020,TH000048327,"CHIANG MAI, TH",9.9,24.8,35,23.81346484,2
9/2/2020,TH000048327,"CHIANG MAI, TH",0.8,27.7,38,13,3
9/3/2020,TH000048327,"CHIANG MAI, TH",0,29.8,37,15,3
9/4/2020,TH000048327,"CHIANG MAI, TH",6.574133559,28.7,34,16,2
9/5/2020,TH000048327,"CHIANG MAI, TH",0,28.3,30,16,2
9/6/2020,TH000048327,"CHIANG MAI, TH",2,28.6,28,10,2
9/7/2020,TH000048327,"CHIANG MAI, TH",0,27.9,27,9,2
9/8/2020,TH000048327,"CHIANG MAI, TH",42.2,25.9,18,11,1
9/9/2020,TH000048327,"CHIANG MAI, TH",3,27.2,37,12,2
9/10/2020,TH000048327,"CHIANG MAI, TH",0,27.9,62,23.81346484,1
9/11/2020,TH000048327,"CHIANG MAI, TH",5.6,28,20,12,1
9/12/2020,TH000048327,"CHIANG MAI, TH",6.574133559,28.1,24,12,1
9/13/2020,TH000048327,"CHIANG MAI, TH",6.574133559,28.1,32,12,1
9/14/2020,TH000048327,"CHIANG MAI, TH",20.3,27.4,23,10,1
9/15/2020,TH000048327,"CHIANG MAI, TH",2.3,28.3,28,13,2
9/16/2020,TH000048327,"CHIANG MAI, TH",0.3,28.7,26,14,1
9/17/2020,TH000048327,"CHIANG MAI, TH",0,28.8,26,6,2
9/18/2020,TH000048327,"CHIANG MAI, TH",1,27.8,21,7,1
9/19/2020,TH000048327,"CHIANG MAI, TH",2.3,26.2,14,6,1
9/20/2020,TH000048327,"CHIANG MAI, TH",73.9,25.2,19,7,2
9/21/2020,TH000048327,"CHIANG MAI, TH",1.8,26.5,23,10,2
9/22/2020,TH000048327,"CHIANG MAI, TH",0.5,27.8,24,9,1
9/23/2020,TH000048327,"CHIANG MAI, TH",0,27.4,43.69746525,23.81346484,10.61236185
9/24/2020,TH000048327,"CHIANG MAI, TH",81.5,26.7,23,7,1
9/25/2020,TH000048327,"CHIANG MAI, TH",0.3,27.4,43.69746525,23.81346484,10.61236185
9/26/2020,TH000048327,"CHIANG MAI, TH",2,27.2,43.69746525,23.81346484,10.61236185
9/27/2020,TH000048327,"CHIANG MAI, TH",6.574133559,28.4,43.69746525,23.81346484,10.61236185
9/28/2020,TH000048327,"CHIANG MAI, TH",0.5,27.5,43.69746525,23.81346484,10.61236185
9/29/2020,TH000048327,"CHIANG MAI, TH",0,27.6,43.69746525,23.81346484,10.61236185
9/30/2020,TH000048327,"CHIANG MAI, TH",2,27.1,43.69746525,23.81346484,10.61236185
10/1/2020,TH000048327,"CHIANG MAI, TH",24.9,27.7,43.69746525,23.81346484,10.61236185
10/2/2020,TH000048327,"CHIANG MAI, TH",0,28,43.69746525,23.81346484,10.61236185
10/3/2020,TH000048327,"CHIANG MAI, TH",0,26.9,43.69746525,23.81346484,10.61236185
10/4/2020,TH000048327,"CHIANG MAI, TH",5.8,26.6,43.69746525,23.81346484,10.61236185
10/5/2020,TH000048327,"CHIANG MAI, TH",0.5,27.8,43.69746525,23.81346484,10.61236185
10/6/2020,TH000048327,"CHIANG MAI, TH",2.5,27.3,43.69746525,23.81346484,10.61236185
10/7/2020,TH000048327,"CHIANG MAI, TH",2.3,27.6,43.69746525,23.81346484,10.61236185
10/8/2020,TH000048327,"CHIANG MAI, TH",6.574133559,28.3,43.69746525,23.81346484,10.61236185
10/9/2020,TH000048327,"CHIANG MAI, TH",6.574133559,26.4,43.69746525,23.81346484,10.61236185
10/10/2020,TH000048327,"CHIANG MAI, TH",6.574133559,26.1,43.69746525,23.81346484,10.61236185
10/11/2020,TH000048327,"CHIANG MAI, TH",6.574133559,27.1,43.69746525,23.81346484,10.61236185
10/12/2020,TH000048327,"CHIANG MAI, TH",6.574133559,27.2,43.69746525,23.81346484,10.61236185
10/13/2020,TH000048327,"CHIANG MAI, TH",6.574133559,27.6,43.69746525,23.81346484,10.61236185
10/14/2020,TH000048327,"CHIANG MAI, TH",6.574133559,28.1,43.69746525,23.81346484,10.61236185
10/15/2020,TH000048327,"CHIANG MAI, TH",0.5,27.1,43.69746525,23.81346484,10.61236185
10/16/2020,TH000048327,"CHIANG MAI, TH",21.6,25.9,43.69746525,23.81346484,10.61236185
10/17/2020,TH000048327,"CHIANG MAI, TH",0.5,26.8,43.69746525,23.81346484,10.61236185
10/18/2020,TH000048327,"CHIANG MAI, TH",0,26.3,43.69746525,23.81346484,10.61236185
10/19/2020,TH000048327,"CHIANG MAI, TH",1.3,22.4,43.69746525,23.81346484,10.61236185
10/20/2020,TH000048327,"CHIANG MAI, TH",0.5,22.9,43.69746525,23.81346484,10.61236185
10/21/2020,TH000048327,"CHIANG MAI, TH",0.8,24.3,43.69746525,23.81346484,10.61236185
10/22/2020,TH000048327,"CHIANG MAI, TH",6.574133559,25.4,43.69746525,23.81346484,10.61236185
10/23/2020,TH000048327,"CHIANG MAI, TH",6.574133559,25.5,43.69746525,23.81346484,10.61236185
10/24/2020,TH000048327,"CHIANG MAI, TH",6.574133559,25.7,43.69746525,23.81346484,10.61236185
10/25/2020,TH000048327,"CHIANG MAI, TH",6.574133559,25.7,43.69746525,23.81346484,10.61236185
10/26/2020,TH000048327,"CHIANG MAI, TH",6.574133559,27.2,43.69746525,23.81346484,10.61236185
10/27/2020,TH000048327,"CHIANG MAI, TH",21.6,24.2,43.69746525,23.81346484,10.61236185
10/28/2020,TH000048327,"CHIANG MAI, TH",1,25.8,43.69746525,23.81346484,10.61236185
10/29/2020,TH000048327,"CHIANG MAI, TH",3,25.1,43.69746525,23.81346484,10.61236185
10/30/2020,TH000048327,"CHIANG MAI, TH",8.9,23.7,43.69746525,23.81346484,10.61236185
10/31/2020,TH000048327,"CHIANG MAI, TH",0.5,26.1,43.69746525,23.81346484,10.61236185
11/1/2020,TH000048327,"CHIANG MAI, TH",0,26.6,43.69746525,23.81346484,10.61236185
11/2/2020,TH000048327,"CHIANG MAI, TH",6.574133559,26.9,43.69746525,23.81346484,10.61236185
11/3/2020,TH000048327,"CHIANG MAI, TH",6.574133559,27.1,43.69746525,23.81346484,10.61236185
11/4/2020,TH000048327,"CHIANG MAI, TH",1.5,26.2,43.69746525,23.81346484,10.61236185
11/5/2020,TH000048327,"CHIANG MAI, TH",6.574133559,25.9,43.69746525,23.81346484,10.61236185
11/6/2020,TH000048327,"CHIANG MAI, TH",6.574133559,26.7,43.69746525,23.81346484,10.61236185
11/7/2020,TH000048327,"CHIANG MAI, TH",0.8,26.6,43.69746525,23.81346484,10.61236185
11/8/2020,TH000048327,"CHIANG MAI, TH",6.574133559,26.7,43.69746525,23.81346484,10.61236185
11/9/2020,TH000048327,"CHIANG MAI, TH",6.574133559,25.1,43.69746525,23.81346484,10.61236185
11/10/2020,TH000048327,"CHIANG MAI, TH",6.574133559,24.2,43.69746525,23.81346484,10.61236185
11/11/2020,TH000048327,"CHIANG MAI, TH",6.574133559,24.1,43.69746525,23.81346484,10.61236185
11/12/2020,TH000048327,"CHIANG MAI, TH",6.574133559,25.3,43.69746525,23.81346484,10.61236185
11/13/2020,TH000048327,"CHIANG MAI, TH",6.574133559,25.9,43.69746525,23.81346484,10.61236185
11/14/2020,TH000048327,"CHIANG MAI, TH",6.574133559,24.6,43.69746525,23.81346484,10.61236185
11/15/2020,TH000048327,"CHIANG MAI, TH",6.574133559,24,43.69746525,23.81346484,10.61236185
11/16/2020,TH000048327,"CHIANG MAI, TH",6.574133559,24.8,43.69746525,23.81346484,10.61236185
11/17/2020,TH000048327,"CHIANG MAI, TH",6.574133559,26.2,43.69746525,23.81346484,10.61236185
11/18/2020,TH000048327,"CHIANG MAI, TH",6.574133559,26.2,43.69746525,23.81346484,10.61236185
11/19/2020,TH000048327,"CHIANG MAI, TH",6.574133559,25.7,43.69746525,23.81346484,10.61236185
11/20/2020,TH000048327,"CHIANG MAI, TH",6.574133559,25.4,43.69746525,23.81346484,10.61236185
11/21/2020,TH000048327,"CHIANG MAI, TH",6.574133559,25.2,43.69746525,23.81346484,10.61236185
11/22/2020,TH000048327,"CHIANG MAI, TH",6.574133559,25.3,43.69746525,23.81346484,10.61236185
11/23/2020,TH000048327,"CHIANG MAI, TH",6.574133559,25.6,43.69746525,23.81346484,10.61236185
11/24/2020,TH000048327,"CHIANG MAI, TH",6.574133559,25.7,43.69746525,23.81346484,10.61236185
11/25/2020,TH000048327,"CHIANG MAI, TH",6.574133559,25.2,43.69746525,23.81346484,10.61236185
11/26/2020,TH000048327,"CHIANG MAI, TH",6.574133559,25.2,43.69746525,23.81346484,10.61236185
11/27/2020,TH000048327,"CHIANG MAI, TH",6.574133559,25.4,43.69746525,23.81346484,10.61236185
11/28/2020,TH000048327,"CHIANG MAI, TH",6.574133559,24.8,43.69746525,23.81346484,10.61236185
11/29/2020,TH000048327,"CHIANG MAI, TH",6.574133559,23.8,43.69746525,23.81346484,10.61236185
11/30/2020,TH000048327,"CHIANG MAI, TH",6.574133559,23.4,43.69746525,23.81346484,10.61236185
12/1/2020,TH000048327,"CHIANG MAI, TH",6.574133559,23,43.69746525,23.81346484,10.61236185
12/2/2020,TH000048327,"CHIANG MAI, TH",6.574133559,23.5,43.69746525,23.81346484,10.61236185
12/3/2020,TH000048327,"CHIANG MAI, TH",6.574133559,24.9,43.69746525,23.81346484,10.61236185
12/4/2020,TH000048327,"CHIANG MAI, TH",6.574133559,24.7,43.69746525,23.81346484,10.61236185
12/5/2020,TH000048327,"CHIANG MAI, TH",6.574133559,22.6,43.69746525,23.81346484,10.61236185
12/6/2020,TH000048327,"CHIANG MAI, TH",6.574133559,21.8,43.69746525,23.81346484,10.61236185
12/7/2020,TH000048327,"CHIANG MAI, TH",6.574133559,21.9,43.69746525,23.81346484,10.61236185
12/8/2020,TH000048327,"CHIANG MAI, TH",6.574133559,21.5,43.69746525,23.81346484,10.61236185
12/9/2020,TH000048327,"CHIANG MAI, TH",6.574133559,21.3,43.69746525,23.81346484,10.61236185
12/10/2020,TH000048327,"CHIANG MAI, TH",6.574133559,21.2,43.69746525,23.81346484,10.61236185
12/11/2020,TH000048327,"CHIANG MAI, TH",6.574133559,20.9,43.69746525,23.81346484,10.61236185
12/12/2020,TH000048327,"CHIANG MAI, TH",6.574133559,21.3,43.69746525,12,14
12/13/2020,TH000048327,"CHIANG MAI, TH",6.574133559,22.5,43.69746525,18,10
12/14/2020,TH000048327,"CHIANG MAI, TH",6.574133559,23.2,43.69746525,20,10
12/15/2020,TH000048327,"CHIANG MAI, TH",6.574133559,23.8,43.69746525,18,8
12/16/2020,TH000048327,"CHIANG MAI, TH",6.574133559,24.6,43.69746525,18,4
12/17/2020,TH000048327,"CHIANG MAI, TH",6.574133559,24.3,57,19,4
12/18/2020,TH000048327,"CHIANG MAI, TH",6.574133559,24.4,40,19,5
12/19/2020,TH000048327,"CHIANG MAI, TH",6.574133559,23.3,33,20,5
12/20/2020,TH000048327,"CHIANG MAI, TH",6.574133559,21.9,31,14,3
12/21/2020,TH000048327,"CHIANG MAI, TH",6.574133559,20.4,35,10,1
12/22/2020,TH000048327,"CHIANG MAI, TH",6.574133559,18,42,11,4
12/23/2020,TH000048327,"CHIANG MAI, TH",6.574133559,18.7,48,12,5
12/24/2020,TH000048327,"CHIANG MAI, TH",6.574133559,19.5,58,15,7
12/25/2020,TH000048327,"CHIANG MAI, TH",6.574133559,21.7,46,18,8
12/26/2020,TH000048327,"CHIANG MAI, TH",6.574133559,23.9,43,21,7
12/27/2020,TH000048327,"CHIANG MAI, TH",6.574133559,24.6,50,21,6
12/28/2020,TH000048327,"CHIANG MAI, TH",6.574133559,23.5,41,15,5
12/29/2020,TH000048327,"CHIANG MAI, TH",6.574133559,21.9,48,17,6
12/30/2020,TH000048327,"CHIANG MAI, TH",6.574133559,23.2,43,17,7
12/31/2020,TH000048327,"CHIANG MAI, TH",6.574133559,23.8,44,22,3
