"","DATE","STATION","NAME","PRCP","TAVG","TMAX","TMIN"
"829",2015-11-09,"MXM00076458","COLONIA JUAN CARRAS, MX",0,26.3,33.2,18.5
"830",2015-11-10,"MXM00076458","COLONIA JUAN CARRAS, MX",0,25.8,33.1,18.5
"831",2015-11-11,"MXM00076458","COLONIA JUAN CARRAS, MX",0,26.6,32.8,20
"832",2015-11-12,"MXM00076458","COLONIA JUAN CARRAS, MX",0,25.4,31.2,19.8
"833",2015-11-13,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27,32.8,22.6
"834",2015-11-14,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.3,33,22.1
"835",2015-11-15,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.6,34.8,22
"836",2015-11-16,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.2,33.8,22
"837",2015-11-17,"MXM00076458","COLONIA JUAN CARRAS, MX",0,25.4,31.5,21.4
"838",2015-11-18,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.4,NA,NA
"839",2015-11-19,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.4,NA,NA
"840",2015-11-20,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.6,30.5,15.4
"841",2015-11-21,"MXM00076458","COLONIA JUAN CARRAS, MX",0,26.1,33,16.8
"842",2015-11-22,"MXM00076458","COLONIA JUAN CARRAS, MX",0,25.3,31.4,17.9
"843",2015-11-23,"MXM00076458","COLONIA JUAN CARRAS, MX",0,25.2,31.6,17.1
"844",2015-11-24,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.1,31.9,17.1
"845",2015-11-25,"MXM00076458","COLONIA JUAN CARRAS, MX",0,26.7,33.2,18.8
"846",2015-11-26,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.1,NA,NA
"847",2015-11-27,"MXM00076458","COLONIA JUAN CARRAS, MX",1,26.4,29.1,20.5
"848",2015-11-28,"MXM00076458","COLONIA JUAN CARRAS, MX",2.3,25.3,NA,NA
"849",2015-11-29,"MXM00076458","COLONIA JUAN CARRAS, MX",1,26.7,NA,NA
"850",2015-11-30,"MXM00076458","COLONIA JUAN CARRAS, MX",0,25.4,NA,NA
"851",2015-12-01,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.9,NA,NA
"852",2015-12-02,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.8,NA,NA
"853",2015-12-03,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.3,NA,NA
"854",2015-12-04,"MXM00076458","COLONIA JUAN CARRAS, MX",0,25.2,NA,NA
"855",2015-12-05,"MXM00076458","COLONIA JUAN CARRAS, MX",0,25.3,NA,NA
"856",2015-12-06,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.8,NA,NA
"857",2015-12-07,"MXM00076458","COLONIA JUAN CARRAS, MX",0,25.5,NA,NA
"858",2015-12-08,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.6,NA,NA
"859",2015-12-09,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.9,NA,NA
"860",2015-12-10,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.4,NA,NA
"861",2015-12-11,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.1,NA,NA
"862",2015-12-12,NA,NA,2.51561904761905,25.9729006459551,NA,NA
"863",2015-12-13,NA,NA,2.51561904761905,25.9729006459551,NA,NA
"864",2015-12-14,"MXM00076458","COLONIA JUAN CARRAS, MX",0,16.8,NA,NA
"865",2015-12-15,NA,NA,2.51561904761905,25.9729006459551,NA,NA
"866",2015-12-16,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20.2,NA,NA
"867",2015-12-17,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20,NA,NA
"868",2015-12-18,"MXM00076458","COLONIA JUAN CARRAS, MX",0,19.5,NA,NA
"869",2015-12-19,NA,NA,2.51561904761905,25.9729006459551,NA,NA
"870",2015-12-20,NA,NA,2.51561904761905,25.9729006459551,NA,NA
"871",2015-12-21,NA,NA,2.51561904761905,25.9729006459551,NA,NA
"872",2015-12-22,NA,NA,2.51561904761905,25.9729006459551,NA,NA
"873",2015-12-23,NA,NA,2.51561904761905,25.9729006459551,NA,NA
"874",2015-12-24,"MXM00076458","COLONIA JUAN CARRAS, MX",0,19,NA,NA
"875",2015-12-25,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.6,NA,NA
"876",2015-12-26,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.1,NA,NA
"877",2015-12-27,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20.7,NA,NA
"878",2015-12-28,"MXM00076458","COLONIA JUAN CARRAS, MX",0,16.2,NA,NA
"879",2015-12-29,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20.4,NA,NA
"880",2015-12-30,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20.9,NA,NA
"881",2015-12-31,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.8,NA,NA
"882",2016-01-01,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.7,NA,NA
"883",2016-01-02,"MXM00076458","COLONIA JUAN CARRAS, MX",2.51561904761905,24.2,NA,NA
"884",2016-01-03,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.3,NA,NA
"885",2016-01-04,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.8,NA,NA
"886",2016-01-05,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20.8,NA,NA
"887",2016-01-06,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.6,NA,NA
"888",2016-01-07,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22,NA,NA
"889",2016-01-08,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.1,NA,NA
"890",2016-01-09,"MXM00076458","COLONIA JUAN CARRAS, MX",0,19.4,NA,NA
"891",2016-01-10,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20.8,NA,NA
"892",2016-01-11,"MXM00076458","COLONIA JUAN CARRAS, MX",0,19.8,NA,NA
"893",2016-01-12,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20,NA,NA
"894",2016-01-13,"MXM00076458","COLONIA JUAN CARRAS, MX",0,19.5,NA,NA
"895",2016-01-14,"MXM00076458","COLONIA JUAN CARRAS, MX",0,19.5,NA,NA
"896",2016-01-15,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20.1,NA,NA
"897",2016-01-16,"MXM00076458","COLONIA JUAN CARRAS, MX",0,19.8,NA,NA
"898",2016-01-17,"MXM00076458","COLONIA JUAN CARRAS, MX",0,19.2,NA,NA
"899",2016-01-18,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20,NA,NA
"900",2016-01-19,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22,NA,NA
"901",2016-01-20,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.1,NA,NA
"902",2016-01-21,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20.6,NA,NA
"903",2016-01-22,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.3,NA,NA
"904",2016-01-23,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.3,NA,NA
"905",2016-01-24,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.9,NA,NA
"906",2016-01-25,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.2,NA,NA
"907",2016-01-26,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21,NA,NA
"908",2016-01-27,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20.8,NA,NA
"909",2016-01-28,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.3,NA,NA
"910",2016-01-29,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.2,NA,NA
"911",2016-01-30,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.7,NA,NA
"912",2016-01-31,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.4,NA,NA
"913",2016-02-01,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.5,NA,NA
"914",2016-02-02,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.6,NA,NA
"915",2016-02-03,"MXM00076458","COLONIA JUAN CARRAS, MX",0,19.1,NA,NA
"916",2016-02-04,"MXM00076458","COLONIA JUAN CARRAS, MX",0,19.6,NA,NA
"917",2016-02-05,"MXM00076458","COLONIA JUAN CARRAS, MX",0,19.9,NA,NA
"918",2016-02-06,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20.6,NA,NA
"919",2016-02-07,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.3,NA,NA
"920",2016-02-08,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.9,NA,NA
"921",2016-02-09,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.6,NA,NA
"922",2016-02-10,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.2,NA,NA
"923",2016-02-11,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.6,NA,NA
"924",2016-02-12,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.6,NA,NA
"925",2016-02-13,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.2,NA,NA
"926",2016-02-14,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.8,NA,NA
"927",2016-02-15,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.3,NA,NA
"928",2016-02-16,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.4,NA,NA
"929",2016-02-17,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.7,NA,NA
"930",2016-02-18,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.4,NA,NA
"931",2016-02-19,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.4,NA,NA
"932",2016-02-20,"MXM00076458","COLONIA JUAN CARRAS, MX",0,25,NA,NA
"933",2016-02-21,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.5,NA,NA
"934",2016-02-22,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.6,NA,NA
"935",2016-02-23,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.4,NA,NA
"936",2016-02-24,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.6,NA,NA
"937",2016-02-25,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.1,NA,NA
"938",2016-02-26,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.8,NA,NA
"939",2016-02-27,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.7,NA,NA
"940",2016-02-28,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.1,NA,NA
"941",2016-02-29,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.2,NA,NA
"942",2016-03-01,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.6,NA,NA
"943",2016-03-02,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.1,NA,NA
"944",2016-03-03,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.6,NA,NA
"945",2016-03-04,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.4,NA,NA
"946",2016-03-05,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.9,NA,NA
"947",2016-03-06,"MXM00076458","COLONIA JUAN CARRAS, MX",0,25.2,NA,NA
"948",2016-03-07,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.7,NA,NA
"949",2016-03-08,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.8,NA,NA
"950",2016-03-09,"MXM00076458","COLONIA JUAN CARRAS, MX",2.51561904761905,16.1,NA,NA
"951",2016-03-10,"MXM00076458","COLONIA JUAN CARRAS, MX",0,18.6,NA,NA
"952",2016-03-11,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20.8,NA,NA
"953",2016-03-12,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.9,NA,NA
"954",2016-03-13,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.2,NA,NA
"955",2016-03-14,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.5,NA,NA
"956",2016-03-15,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.4,NA,NA
"957",2016-03-16,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.9,NA,NA
"958",2016-03-17,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.1,NA,NA
"959",2016-03-18,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.4,NA,NA
"960",2016-03-19,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.8,NA,NA
"961",2016-03-20,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.3,NA,NA
"962",2016-03-21,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.5,NA,NA
"963",2016-03-22,"MXM00076458","COLONIA JUAN CARRAS, MX",0,25.4,NA,NA
"964",2016-03-23,"MXM00076458","COLONIA JUAN CARRAS, MX",2.51561904761905,25.1,NA,NA
"965",2016-03-24,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.3,NA,NA
"966",2016-03-25,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.9,NA,NA
"967",2016-03-26,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.8,NA,NA
"968",2016-03-27,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.9,NA,NA
"969",2016-03-28,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.9,NA,NA
"970",2016-03-29,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.9,NA,NA
"971",2016-03-30,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.8,NA,NA
"972",2016-03-31,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.3,NA,NA
"973",2016-04-01,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.3,NA,NA
"974",2016-04-02,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.3,NA,NA
"975",2016-04-03,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.9,NA,NA
"976",2016-04-04,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.2,NA,NA
"977",2016-04-05,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.4,NA,NA
"978",2016-04-06,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.9,NA,NA
"979",2016-04-07,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.6,NA,NA
"980",2016-04-08,"MXM00076458","COLONIA JUAN CARRAS, MX",0,25.2,NA,NA
"981",2016-04-09,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.9,NA,NA
"982",2016-04-10,"MXM00076458","COLONIA JUAN CARRAS, MX",0,26,NA,NA
"983",2016-04-11,"MXM00076458","COLONIA JUAN CARRAS, MX",0,25.4,NA,NA
"984",2016-04-12,"MXM00076458","COLONIA JUAN CARRAS, MX",0,25.9,NA,NA
"985",2016-04-13,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.6,NA,NA
"986",2016-04-14,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.2,NA,NA
"987",2016-04-15,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.8,NA,NA
"988",2016-04-16,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.4,NA,NA
"989",2016-04-17,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.1,NA,NA
"990",2016-04-18,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.8,NA,NA
"991",2016-04-19,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.8,NA,NA
"992",2016-04-20,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.7,NA,NA
"993",2016-04-21,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.2,NA,NA
"994",2016-04-22,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.9,NA,NA
"995",2016-04-23,"MXM00076458","COLONIA JUAN CARRAS, MX",0,25.1,NA,NA
"996",2016-04-24,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.6,NA,NA
"997",2016-04-25,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.6,NA,NA
"998",2016-04-26,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.5,NA,NA
"999",2016-04-27,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.5,NA,NA
"1000",2016-04-28,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.9,NA,NA
"1001",2016-04-29,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.9,NA,NA
"1002",2016-04-30,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.5,NA,NA
"1003",2016-05-01,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.3,NA,NA
"1004",2016-05-02,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.5,NA,NA
"1005",2016-05-03,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.5,NA,NA
"1006",2016-05-04,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.7,NA,NA
"1007",2016-05-05,"MXM00076458","COLONIA JUAN CARRAS, MX",0,25.1,NA,NA
"1008",2016-05-06,"MXM00076458","COLONIA JUAN CARRAS, MX",0,26.1,NA,NA
"1009",2016-05-07,"MXM00076458","COLONIA JUAN CARRAS, MX",0,25.9,NA,NA
"1010",2016-05-08,"MXM00076458","COLONIA JUAN CARRAS, MX",0,26.5,NA,NA
"1011",2016-05-09,"MXM00076458","COLONIA JUAN CARRAS, MX",0,26.9,NA,NA
"1012",2016-05-10,"MXM00076458","COLONIA JUAN CARRAS, MX",0,26.7,NA,NA
"1013",2016-05-11,"MXM00076458","COLONIA JUAN CARRAS, MX",0,26,NA,NA
"1014",2016-05-12,"MXM00076458","COLONIA JUAN CARRAS, MX",0,26.8,NA,NA
"1015",2016-05-13,"MXM00076458","COLONIA JUAN CARRAS, MX",0,26.8,NA,NA
"1016",2016-05-14,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.3,NA,NA
"1017",2016-05-15,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.8,NA,NA
"1018",2016-05-16,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.3,NA,NA
"1019",2016-05-17,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.2,NA,NA
"1020",2016-05-18,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.2,NA,NA
"1021",2016-05-19,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27,NA,NA
"1022",2016-05-20,"MXM00076458","COLONIA JUAN CARRAS, MX",0,26.9,NA,NA
"1023",2016-05-21,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.2,NA,NA
"1024",2016-05-22,"MXM00076458","COLONIA JUAN CARRAS, MX",0,26.8,NA,NA
"1025",2016-05-23,"MXM00076458","COLONIA JUAN CARRAS, MX",0,26.6,NA,NA
"1026",2016-05-24,"MXM00076458","COLONIA JUAN CARRAS, MX",0,26.9,NA,NA
"1027",2016-05-25,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.4,NA,NA
"1028",2016-05-26,"MXM00076458","COLONIA JUAN CARRAS, MX",0,28.1,NA,NA
"1029",2016-05-27,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.9,NA,NA
"1030",2016-05-28,"MXM00076458","COLONIA JUAN CARRAS, MX",0,28,NA,NA
"1031",2016-05-29,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.7,NA,NA
"1032",2016-05-30,"MXM00076458","COLONIA JUAN CARRAS, MX",0,28.1,NA,NA
"1033",2016-05-31,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.5,NA,NA
"1034",2016-06-01,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.7,NA,NA
"1035",2016-06-02,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.7,NA,NA
"1036",2016-06-03,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.9,NA,NA
"1037",2016-06-04,"MXM00076458","COLONIA JUAN CARRAS, MX",0,28.6,NA,NA
"1038",2016-06-05,"MXM00076458","COLONIA JUAN CARRAS, MX",0,28.3,NA,NA
"1039",2016-06-06,"MXM00076458","COLONIA JUAN CARRAS, MX",0,28.6,NA,NA
"1040",2016-06-07,"MXM00076458","COLONIA JUAN CARRAS, MX",0,28.7,NA,NA
"1041",2016-06-08,"MXM00076458","COLONIA JUAN CARRAS, MX",0,28,NA,NA
"1042",2016-06-09,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.5,NA,NA
"1043",2016-06-10,"MXM00076458","COLONIA JUAN CARRAS, MX",0.5,27.3,NA,NA
"1044",2016-06-11,"MXM00076458","COLONIA JUAN CARRAS, MX",0,26.9,NA,NA
"1045",2016-06-12,"MXM00076458","COLONIA JUAN CARRAS, MX",0,28,NA,NA
"1046",2016-06-13,"MXM00076458","COLONIA JUAN CARRAS, MX",0,28.1,NA,NA
"1047",2016-06-14,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.1,NA,NA
"1048",2016-06-15,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.5,NA,NA
"1049",2016-06-16,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.8,NA,NA
"1050",2016-06-17,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.7,NA,NA
"1051",2016-06-18,"MXM00076458","COLONIA JUAN CARRAS, MX",1,29.6,NA,NA
"1052",2016-06-19,"MXM00076458","COLONIA JUAN CARRAS, MX",2.3,29.7,NA,NA
"1053",2016-06-20,"MXM00076458","COLONIA JUAN CARRAS, MX",2.5,27.8,NA,NA
"1054",2016-06-21,"MXM00076458","COLONIA JUAN CARRAS, MX",2.3,29.8,NA,NA
"1055",2016-06-22,"MXM00076458","COLONIA JUAN CARRAS, MX",7.4,30,NA,NA
"1056",2016-06-23,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.7,NA,NA
"1057",2016-06-24,"MXM00076458","COLONIA JUAN CARRAS, MX",1.3,29.1,NA,NA
"1058",2016-06-25,"MXM00076458","COLONIA JUAN CARRAS, MX",0,30,NA,NA
"1059",2016-06-26,"MXM00076458","COLONIA JUAN CARRAS, MX",0,30.3,NA,NA
"1060",2016-06-27,"MXM00076458","COLONIA JUAN CARRAS, MX",0,30.3,NA,NA
"1061",2016-06-28,"MXM00076458","COLONIA JUAN CARRAS, MX",0,30.4,NA,NA
"1062",2016-06-29,"MXM00076458","COLONIA JUAN CARRAS, MX",0,28.8,NA,NA
"1063",2016-06-30,"MXM00076458","COLONIA JUAN CARRAS, MX",13.2,30,NA,NA
"1064",2016-07-01,"MXM00076458","COLONIA JUAN CARRAS, MX",0,30,NA,NA
"1065",2016-07-02,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.9,NA,NA
"1066",2016-07-03,"MXM00076458","COLONIA JUAN CARRAS, MX",0,30.9,NA,NA
"1067",2016-07-04,"MXM00076458","COLONIA JUAN CARRAS, MX",2.3,29.5,NA,NA
"1068",2016-07-05,"MXM00076458","COLONIA JUAN CARRAS, MX",4.3,27.9,NA,NA
"1069",2016-07-06,"MXM00076458","COLONIA JUAN CARRAS, MX",38.4,29,NA,NA
"1070",2016-07-07,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.9,NA,NA
"1071",2016-07-08,"MXM00076458","COLONIA JUAN CARRAS, MX",0,30.4,NA,NA
"1072",2016-07-09,"MXM00076458","COLONIA JUAN CARRAS, MX",0,30.9,NA,NA
"1073",2016-07-10,"MXM00076458","COLONIA JUAN CARRAS, MX",0,30.9,NA,NA
"1074",2016-07-11,"MXM00076458","COLONIA JUAN CARRAS, MX",0,30.8,NA,NA
"1075",2016-07-12,"MXM00076458","COLONIA JUAN CARRAS, MX",68.6,28.9,NA,NA
"1076",2016-07-13,"MXM00076458","COLONIA JUAN CARRAS, MX",0.5,29.4,NA,NA
"1077",2016-07-14,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.7,NA,NA
"1078",2016-07-15,"MXM00076458","COLONIA JUAN CARRAS, MX",31,28.8,NA,NA
"1079",2016-07-16,"MXM00076458","COLONIA JUAN CARRAS, MX",0.3,29.8,NA,NA
"1080",2016-07-17,"MXM00076458","COLONIA JUAN CARRAS, MX",2.5,28.9,NA,NA
"1081",2016-07-18,"MXM00076458","COLONIA JUAN CARRAS, MX",3.3,29.4,NA,NA
"1082",2016-07-19,"MXM00076458","COLONIA JUAN CARRAS, MX",0.3,30.1,NA,NA
"1083",2016-07-20,"MXM00076458","COLONIA JUAN CARRAS, MX",0,30.7,NA,NA
"1084",2016-07-21,"MXM00076458","COLONIA JUAN CARRAS, MX",0.5,29.8,NA,NA
"1085",2016-07-22,"MXM00076458","COLONIA JUAN CARRAS, MX",5.8,28.8,NA,NA
"1086",2016-07-23,"MXM00076458","COLONIA JUAN CARRAS, MX",39.4,28.2,NA,NA
"1087",2016-07-24,"MXM00076458","COLONIA JUAN CARRAS, MX",2.51561904761905,29.6,NA,NA
"1088",2016-07-25,"MXM00076458","COLONIA JUAN CARRAS, MX",2.51561904761905,28.9,NA,NA
"1089",2016-07-26,"MXM00076458","COLONIA JUAN CARRAS, MX",10.7,30.1,NA,NA
"1090",2016-07-27,"MXM00076458","COLONIA JUAN CARRAS, MX",0,28.4,NA,NA
"1091",2016-07-28,"MXM00076458","COLONIA JUAN CARRAS, MX",14.5,26.9,NA,NA
"1092",2016-07-29,"MXM00076458","COLONIA JUAN CARRAS, MX",37.8,28.9,NA,NA
"1093",2016-07-30,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.2,NA,NA
"1094",2016-07-31,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.2,NA,NA
"1095",2016-08-01,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.7,NA,NA
"1096",2016-08-02,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.7,NA,NA
"1097",2016-08-03,"MXM00076458","COLONIA JUAN CARRAS, MX",0,30.2,NA,NA
"1098",2016-08-04,"MXM00076458","COLONIA JUAN CARRAS, MX",0,30.9,NA,NA
"1099",2016-08-05,"MXM00076458","COLONIA JUAN CARRAS, MX",0,31.2,NA,NA
"1100",2016-08-06,"MXM00076458","COLONIA JUAN CARRAS, MX",0,31.7,NA,NA
"1101",2016-08-07,"MXM00076458","COLONIA JUAN CARRAS, MX",3.3,30.5,NA,NA
"1102",2016-08-08,"MXM00076458","COLONIA JUAN CARRAS, MX",29,27.4,NA,NA
"1103",2016-08-09,"MXM00076458","COLONIA JUAN CARRAS, MX",84.8,27.1,NA,NA
"1104",2016-08-10,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.3,NA,NA
"1105",2016-08-11,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.6,NA,NA
"1106",2016-08-12,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.9,NA,NA
"1107",2016-08-13,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.5,NA,NA
"1108",2016-08-14,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.9,NA,NA
"1109",2016-08-15,"MXM00076458","COLONIA JUAN CARRAS, MX",0,30.3,NA,NA
"1110",2016-08-16,"MXM00076458","COLONIA JUAN CARRAS, MX",0.3,29.1,NA,NA
"1111",2016-08-17,"MXM00076458","COLONIA JUAN CARRAS, MX",5.6,29.3,NA,NA
"1112",2016-08-18,"MXM00076458","COLONIA JUAN CARRAS, MX",5.8,27.6,NA,NA
"1113",2016-08-19,"MXM00076458","COLONIA JUAN CARRAS, MX",31,29.3,NA,NA
"1114",2016-08-20,"MXM00076458","COLONIA JUAN CARRAS, MX",13.2,29.1,NA,NA
"1115",2016-08-21,"MXM00076458","COLONIA JUAN CARRAS, MX",3.3,29.6,NA,NA
"1116",2016-08-22,"MXM00076458","COLONIA JUAN CARRAS, MX",16.8,27.7,34.6,17.8
