"","DATE","STATION","NAME","PRCP","TAVG","TMAX","TMIN"
"1555",2017-11-04,"MXM00076458","COLONIA JUAN CARRAS, MX",0,28.2,33.5,23.4
"1556",2017-11-05,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.9,32.8,23.4
"1557",2017-11-06,"MXM00076458","COLONIA JUAN CARRAS, MX",0,28.4,32.8,23.6
"1558",2017-11-07,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.8,33.5,24.5
"1559",2017-11-08,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29,32.8,25.8
"1560",2017-11-09,"MXM00076458","COLONIA JUAN CARRAS, MX",0,28.5,33.4,24.3
"1561",2017-11-10,"MXM00076458","COLONIA JUAN CARRAS, MX",0,28.4,33.5,24.3
"1562",2017-11-11,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.3,32.5,22.4
"1563",2017-11-12,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27,31.5,22.4
"1564",2017-11-13,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.3,31.5,22.2
"1565",2017-11-14,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.3,32.8,22.2
"1566",2017-11-15,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.3,33.7,22.3
"1567",2017-11-16,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.9,33.2,23.5
"1568",2017-11-17,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.2,32.5,23.5
"1569",2017-11-18,"MXM00076458","COLONIA JUAN CARRAS, MX",0,26.9,31.5,21.5
"1570",2017-11-19,"MXM00076458","COLONIA JUAN CARRAS, MX",0,25.8,30.7,21
"1571",2017-11-20,"MXM00076458","COLONIA JUAN CARRAS, MX",0,26.2,30.5,21
"1572",2017-11-21,"MXM00076458","COLONIA JUAN CARRAS, MX",0,25.6,31,21
"1573",2017-11-22,"MXM00076458","COLONIA JUAN CARRAS, MX",0,25.2,30.8,19.4
"1574",2017-11-23,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.6,30.7,19
"1575",2017-11-24,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.3,31.2,18.2
"1576",2017-11-25,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.2,30.3,18.2
"1577",2017-11-26,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.5,NA,NA
"1578",2017-11-27,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.5,30.1,18.5
"1579",2017-11-28,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.5,30.5,18.5
"1580",2017-11-29,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.9,29.7,19.2
"1581",2017-11-30,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.8,29.8,19.7
"1582",2017-12-01,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.6,30,19.7
"1583",2017-12-02,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.9,29.3,20.2
"1584",2017-12-03,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.6,29.4,20
"1585",2017-12-04,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.3,29.2,19.6
"1586",2017-12-05,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.4,29.3,19.6
"1587",2017-12-06,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.3,29.1,18.6
"1588",2017-12-07,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.8,29.4,18.6
"1589",2017-12-08,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.5,29.9,17.3
"1590",2017-12-09,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.3,NA,NA
"1591",2017-12-10,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.6,30.9,15
"1592",2017-12-11,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.9,31.5,16.5
"1593",2017-12-12,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.1,29.4,15.8
"1594",2017-12-13,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.1,31.2,15.8
"1595",2017-12-14,"MXM00076458","COLONIA JUAN CARRAS, MX",0.5,22.2,NA,NA
"1596",2017-12-15,"MXM00076458","COLONIA JUAN CARRAS, MX",32,19.8,NA,NA
"1597",2017-12-16,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20.9,NA,NA
"1598",2017-12-17,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.4,NA,NA
"1599",2017-12-18,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.6,30.1,15.3
"1600",2017-12-19,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.8,29.6,18.8
"1601",2017-12-20,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.4,28.6,17.9
"1602",2017-12-21,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.2,28.7,17.9
"1603",2017-12-22,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.6,31.9,19.4
"1604",2017-12-23,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.4,26.8,17.8
"1605",2017-12-24,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.4,27.7,17.8
"1606",2017-12-25,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.6,27.8,17.8
"1607",2017-12-26,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.1,27.8,16.6
"1608",2017-12-27,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.8,28.8,16.6
"1609",2017-12-28,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.2,29,17.4
"1610",2017-12-29,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.3,28.4,16.8
"1611",2017-12-30,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.7,26.3,16.7
"1612",2017-12-31,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.3,26.9,16.7
"1613",2018-01-01,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.3,27.5,16.8
"1614",2018-01-02,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.9,28.1,16
"1615",2018-01-03,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20.8,28.5,14.8
"1616",2018-01-04,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.8,29.3,14.8
"1617",2018-01-05,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.1,27.8,15.1
"1618",2018-01-06,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20.9,29.9,15.4
"1619",2018-01-07,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.4,27.7,15.4
"1620",2018-01-08,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22,27.9,15.8
"1621",2018-01-09,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.1,27.5,15.8
"1622",2018-01-10,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20.7,26.7,15.2
"1623",2018-01-11,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20.8,28.1,14.1
"1624",2018-01-12,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.1,28.5,14.1
"1625",2018-01-13,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20.8,28.6,14.6
"1626",2018-01-14,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20.7,27.8,14.6
"1627",2018-01-15,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20.5,26.9,14.1
"1628",2018-01-16,"MXM00076458","COLONIA JUAN CARRAS, MX",0,19.7,26.3,14.1
"1629",2018-01-17,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20.5,26.8,13.7
"1630",2018-01-18,"MXM00076458","COLONIA JUAN CARRAS, MX",0,19.9,26.1,13.6
"1631",2018-01-19,"MXM00076458","COLONIA JUAN CARRAS, MX",0,19.1,25.3,12.7
"1632",2018-01-20,"MXM00076458","COLONIA JUAN CARRAS, MX",0,19.4,25.3,12.7
"1633",2018-01-21,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20.7,25.2,13.4
"1634",2018-01-22,"MXM00076458","COLONIA JUAN CARRAS, MX",0,19.8,25.8,14.4
"1635",2018-01-23,"MXM00076458","COLONIA JUAN CARRAS, MX",0,19,24.1,13.6
"1636",2018-01-24,"MXM00076458","COLONIA JUAN CARRAS, MX",0,18.4,24.1,12.3
"1637",2018-01-25,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20,NA,NA
"1638",2018-01-26,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22,31.1,15.4
"1639",2018-01-27,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20.1,30.8,14.5
"1640",2018-01-28,"MXM00076458","COLONIA JUAN CARRAS, MX",0,18.6,24.7,12.6
"1641",2018-01-29,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.3,NA,NA
"1642",2018-01-30,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.4,33.2,13.2
"1643",2018-01-31,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22,NA,NA
"1644",2018-02-01,"MXM00076458","COLONIA JUAN CARRAS, MX",2.51561904761905,23.2,NA,NA
"1645",2018-02-02,"MXM00076458","COLONIA JUAN CARRAS, MX",0,25,32.9,19.1
"1646",2018-02-03,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.9,33,20.6
"1647",2018-02-04,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.3,28.7,19.9
"1648",2018-02-05,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.3,28.1,18.3
"1649",2018-02-06,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22,27.4,17.8
"1650",2018-02-07,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.9,28.8,17.8
"1651",2018-02-08,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.9,26.5,18.6
"1652",2018-02-09,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.9,27.1,17.2
"1653",2018-02-10,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.9,28.8,17.6
"1654",2018-02-11,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22,29,16.9
"1655",2018-02-12,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23,31.1,13
"1656",2018-02-13,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.8,31.4,15.7
"1657",2018-02-14,"MXM00076458","COLONIA JUAN CARRAS, MX",0,25.5,32,18.7
"1658",2018-02-15,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.2,34.5,18.7
"1659",2018-02-16,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.5,29.9,19.1
"1660",2018-02-17,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.6,29.7,17.3
"1661",2018-02-18,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23,28.2,19.1
"1662",2018-02-19,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.1,29.3,18.3
"1663",2018-02-20,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.3,28.4,18.3
"1664",2018-02-21,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22,28.6,16.7
"1665",2018-02-22,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20.6,25.4,16.7
"1666",2018-02-23,"MXM00076458","COLONIA JUAN CARRAS, MX",0,19.8,24.7,14.7
"1667",2018-02-24,"MXM00076458","COLONIA JUAN CARRAS, MX",0,19.9,24.1,14.7
"1668",2018-02-25,NA,NA,2.51561904761905,25.9729006459551,NA,NA
"1669",2018-02-26,"MXM00076458","COLONIA JUAN CARRAS, MX",2.51561904761905,18.9,NA,NA
"1670",2018-02-27,"MXM00076458","COLONIA JUAN CARRAS, MX",0,19.7,24.6,13.3
"1671",2018-02-28,"MXM00076458","COLONIA JUAN CARRAS, MX",0,19.4,24.6,14.2
"1672",2018-03-01,"MXM00076458","COLONIA JUAN CARRAS, MX",0,18.6,24.2,14.4
"1673",2018-03-02,"MXM00076458","COLONIA JUAN CARRAS, MX",0,19.1,24.2,14.3
"1674",2018-03-03,"MXM00076458","COLONIA JUAN CARRAS, MX",0,19.2,24.9,13.8
"1675",2018-03-04,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.3,25.1,13.8
"1676",2018-03-05,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20.3,26.3,14.4
"1677",2018-03-06,"MXM00076458","COLONIA JUAN CARRAS, MX",0,19.9,24.7,15.2
"1678",2018-03-07,"MXM00076458","COLONIA JUAN CARRAS, MX",0,19.9,24.6,14.6
"1679",2018-03-08,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20.7,25.6,16.4
"1680",2018-03-09,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20.3,27.1,14.4
"1681",2018-03-10,"MXM00076458","COLONIA JUAN CARRAS, MX",0,19.6,28.3,14.9
"1682",2018-03-11,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.4,27.3,14.6
"1683",2018-03-12,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20.5,28.3,15.1
"1684",2018-03-13,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.8,28.7,16.4
"1685",2018-03-14,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.8,28.4,17.4
"1686",2018-03-15,"MXM00076458","COLONIA JUAN CARRAS, MX",2.51561904761905,21.1,NA,NA
"1687",2018-03-16,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.7,30.6,16.5
"1688",2018-03-17,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24,31.4,16.3
"1689",2018-03-18,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.5,31,16.3
"1690",2018-03-19,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.2,27.9,16.5
"1691",2018-03-20,"MXM00076458","COLONIA JUAN CARRAS, MX",0,19.9,25.8,14.2
"1692",2018-03-21,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20.5,25.4,14.2
"1693",2018-03-22,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22,27.2,15.7
"1694",2018-03-23,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22,27.6,16.8
"1695",2018-03-24,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.7,27.6,16.6
"1696",2018-03-25,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.9,26.2,16.6
"1697",2018-03-26,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.3,26.4,17.3
"1698",2018-03-27,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.4,27.7,17.3
"1699",2018-03-28,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.4,26.8,17
"1700",2018-03-29,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20.4,26.7,12.9
"1701",2018-03-30,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20.9,27.4,12.9
"1702",2018-03-31,"MXM00076458","COLONIA JUAN CARRAS, MX",0,20.8,27.7,13.2
"1703",2018-04-01,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.6,26.7,15.5
"1704",2018-04-02,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22,28.5,16.6
"1705",2018-04-03,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.7,29.4,17
"1706",2018-04-04,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.4,28.4,16.7
"1707",2018-04-05,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.1,NA,NA
"1708",2018-04-06,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.8,27,15.6
"1709",2018-04-07,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.6,29,15.4
"1710",2018-04-08,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.1,28.7,15.4
"1711",2018-04-09,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.6,27.8,16.4
"1712",2018-04-10,"MXM00076458","COLONIA JUAN CARRAS, MX",0,21.7,27.8,16.6
"1713",2018-04-11,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.2,26.7,16.8
"1714",2018-04-12,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.6,27.6,18.3
"1715",2018-04-13,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.7,27.8,18.6
"1716",2018-04-14,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.6,27.9,17.3
"1717",2018-04-15,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.1,28.2,17.3
"1718",2018-04-16,"MXM00076458","COLONIA JUAN CARRAS, MX",0,22.7,28.3,17.7
"1719",2018-04-17,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.2,28.1,17.4
"1720",2018-04-18,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.4,31.1,17.4
"1721",2018-04-19,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.3,30.1,18.4
"1722",2018-04-20,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.2,29.4,17.9
"1723",2018-04-21,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.8,30.5,17.4
"1724",2018-04-22,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.6,30.2,17.4
"1725",2018-04-23,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.3,28,19.7
"1726",2018-04-24,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.4,30.2,19.9
"1727",2018-04-25,"MXM00076458","COLONIA JUAN CARRAS, MX",0,23.9,30.6,19.4
"1728",2018-04-26,"MXM00076458","COLONIA JUAN CARRAS, MX",0,25.4,30.2,15.2
"1729",2018-04-27,"MXM00076458","COLONIA JUAN CARRAS, MX",0,24.9,32,15.2
"1730",2018-04-28,"MXM00076458","COLONIA JUAN CARRAS, MX",0,25.3,31.3,20.1
"1731",2018-04-29,"MXM00076458","COLONIA JUAN CARRAS, MX",0,26,30.2,21.9
"1732",2018-04-30,"MXM00076458","COLONIA JUAN CARRAS, MX",0,26.1,32.1,19.8
"1733",2018-05-01,"MXM00076458","COLONIA JUAN CARRAS, MX",0,25.7,32.8,19.8
"1734",2018-05-02,"MXM00076458","COLONIA JUAN CARRAS, MX",0,25.9,32.4,20.2
"1735",2018-05-03,"MXM00076458","COLONIA JUAN CARRAS, MX",0,25.9,30.9,20.5
"1736",2018-05-04,"MXM00076458","COLONIA JUAN CARRAS, MX",0,26,30.1,21.4
"1737",2018-05-05,"MXM00076458","COLONIA JUAN CARRAS, MX",0,25.9,29.4,21.6
"1738",2018-05-06,"MXM00076458","COLONIA JUAN CARRAS, MX",0,25.7,29.7,22.1
"1739",2018-05-07,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.3,32.2,22.5
"1740",2018-05-08,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.8,32.2,23.4
"1741",2018-05-09,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.3,32.7,24
"1742",2018-05-10,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.2,31.9,24
"1743",2018-05-11,"MXM00076458","COLONIA JUAN CARRAS, MX",0,26.9,31.3,23.8
"1744",2018-05-12,"MXM00076458","COLONIA JUAN CARRAS, MX",0,26.8,31.5,22.9
"1745",2018-05-13,"MXM00076458","COLONIA JUAN CARRAS, MX",0,26.2,31.5,22.4
"1746",2018-05-14,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.1,30.8,22.4
"1747",2018-05-15,"MXM00076458","COLONIA JUAN CARRAS, MX",0,26.4,31.7,23.4
"1748",2018-05-16,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.9,NA,NA
"1749",2018-05-17,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.7,32.2,24
"1750",2018-05-18,"MXM00076458","COLONIA JUAN CARRAS, MX",0,28.2,32.7,23.8
"1751",2018-05-19,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.5,32.4,22.7
"1752",2018-05-20,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.1,33.9,20.6
"1753",2018-05-21,"MXM00076458","COLONIA JUAN CARRAS, MX",0,26.9,32.1,20.6
"1754",2018-05-22,"MXM00076458","COLONIA JUAN CARRAS, MX",0,26.8,31.5,22.1
"1755",2018-05-23,"MXM00076458","COLONIA JUAN CARRAS, MX",0,26.4,31.1,21.2
"1756",2018-05-24,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.2,NA,NA
"1757",2018-05-25,"MXM00076458","COLONIA JUAN CARRAS, MX",0,28.1,31.2,22.2
"1758",2018-05-26,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.8,31.9,23.8
"1759",2018-05-27,"MXM00076458","COLONIA JUAN CARRAS, MX",0,28.3,32.3,24.9
"1760",2018-05-28,"MXM00076458","COLONIA JUAN CARRAS, MX",0,28.6,32.8,25.4
"1761",2018-05-29,"MXM00076458","COLONIA JUAN CARRAS, MX",0,28.9,32.2,26
"1762",2018-05-30,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.4,33.3,26.2
"1763",2018-05-31,"MXM00076458","COLONIA JUAN CARRAS, MX",0,28.9,33.3,25.8
"1764",2018-06-01,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.4,33.8,23.8
"1765",2018-06-02,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.8,33.7,26.7
"1766",2018-06-03,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.8,33.1,27.3
"1767",2018-06-04,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.4,33.9,26.8
"1768",2018-06-05,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.9,33.4,26.8
"1769",2018-06-06,"MXM00076458","COLONIA JUAN CARRAS, MX",0,28.5,32.8,26.3
"1770",2018-06-07,"MXM00076458","COLONIA JUAN CARRAS, MX",0,30.2,33.1,26.3
"1771",2018-06-08,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.9,33.3,27.5
"1772",2018-06-09,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.9,33.5,27.7
"1773",2018-06-10,"MXM00076458","COLONIA JUAN CARRAS, MX",0,30.1,33.6,27.3
"1774",2018-06-11,"MXM00076458","COLONIA JUAN CARRAS, MX",0,30.2,33.7,27.3
"1775",2018-06-12,"MXM00076458","COLONIA JUAN CARRAS, MX",0,30.9,34,27.3
"1776",2018-06-13,"MXM00076458","COLONIA JUAN CARRAS, MX",5.1,29.3,34.9,25.7
"1777",2018-06-14,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.2,34.1,25.3
"1778",2018-06-15,"MXM00076458","COLONIA JUAN CARRAS, MX",1.5,29.6,33.4,25.2
"1779",2018-06-16,"MXM00076458","COLONIA JUAN CARRAS, MX",0,28.3,31.7,25.2
"1780",2018-06-17,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.2,32.3,25.6
"1781",2018-06-18,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.7,33.2,26.3
"1782",2018-06-19,"MXM00076458","COLONIA JUAN CARRAS, MX",0,28.8,33.6,26.3
"1783",2018-06-20,"MXM00076458","COLONIA JUAN CARRAS, MX",0,28.5,31.7,26.3
"1784",2018-06-21,"MXM00076458","COLONIA JUAN CARRAS, MX",0,28.1,32.9,26.2
"1785",2018-06-22,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.6,32.3,25.9
"1786",2018-06-23,"MXM00076458","COLONIA JUAN CARRAS, MX",0,27.5,32.7,24.6
"1787",2018-06-24,"MXM00076458","COLONIA JUAN CARRAS, MX",0,28.2,31.8,24.6
"1788",2018-06-25,"MXM00076458","COLONIA JUAN CARRAS, MX",0,28.8,32.1,24.7
"1789",2018-06-26,"MXM00076458","COLONIA JUAN CARRAS, MX",0,28.8,34.3,24.2
"1790",2018-06-27,"MXM00076458","COLONIA JUAN CARRAS, MX",0,30.4,34.3,24.2
"1791",2018-06-28,"MXM00076458","COLONIA JUAN CARRAS, MX",0,30,33.7,26.4
"1792",2018-06-29,"MXM00076458","COLONIA JUAN CARRAS, MX",0,30.3,34.2,26.4
"1793",2018-06-30,"MXM00076458","COLONIA JUAN CARRAS, MX",2.51561904761905,29.1,32.5,25.9
"1794",2018-07-01,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.9,NA,NA
"1795",2018-07-02,"MXM00076458","COLONIA JUAN CARRAS, MX",0,30.2,34.4,26.9
"1796",2018-07-03,"MXM00076458","COLONIA JUAN CARRAS, MX",0,30.7,33.8,27.3
"1797",2018-07-04,"MXM00076458","COLONIA JUAN CARRAS, MX",0,30.5,33.9,25.8
"1798",2018-07-05,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.9,33.4,27.3
"1799",2018-07-06,"MXM00076458","COLONIA JUAN CARRAS, MX",0,30.4,34.9,27.3
"1800",2018-07-07,"MXM00076458","COLONIA JUAN CARRAS, MX",0,30.4,34.4,26.4
"1801",2018-07-08,"MXM00076458","COLONIA JUAN CARRAS, MX",0.3,29.7,34.6,25.6
"1802",2018-07-09,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.2,34.6,25.6
"1803",2018-07-10,"MXM00076458","COLONIA JUAN CARRAS, MX",0,28.2,33.3,22.9
"1804",2018-07-11,"MXM00076458","COLONIA JUAN CARRAS, MX",4.3,27.9,NA,NA
"1805",2018-07-12,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.7,33.2,23.5
"1806",2018-07-13,"MXM00076458","COLONIA JUAN CARRAS, MX",3.3,29.5,33.7,24.8
"1807",2018-07-14,"MXM00076458","COLONIA JUAN CARRAS, MX",0,30.6,33.4,24.8
"1808",2018-07-15,"MXM00076458","COLONIA JUAN CARRAS, MX",30.2,29.8,33.9,23.8
"1809",2018-07-16,"MXM00076458","COLONIA JUAN CARRAS, MX",29.2,30,33.8,23.8
"1810",2018-07-17,"MXM00076458","COLONIA JUAN CARRAS, MX",0,28.3,33.6,24.7
"1811",2018-07-18,"MXM00076458","COLONIA JUAN CARRAS, MX",0,30.5,34.2,24.7
"1812",2018-07-19,"MXM00076458","COLONIA JUAN CARRAS, MX",0,30.7,35,27.1
"1813",2018-07-20,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.2,34.2,24.6
"1814",2018-07-21,"MXM00076458","COLONIA JUAN CARRAS, MX",16.5,30.9,34.4,24.6
"1815",2018-07-22,"MXM00076458","COLONIA JUAN CARRAS, MX",0,31.6,34.6,27.3
"1816",2018-07-23,"MXM00076458","COLONIA JUAN CARRAS, MX",0,31.7,34.5,29.4
"1817",2018-07-24,"MXM00076458","COLONIA JUAN CARRAS, MX",0,31.9,35.4,29.3
"1818",2018-07-25,"MXM00076458","COLONIA JUAN CARRAS, MX",0,31,35.1,29
"1819",2018-07-26,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.8,NA,NA
"1820",2018-07-27,"MXM00076458","COLONIA JUAN CARRAS, MX",3.6,30.1,NA,NA
"1821",2018-07-28,"MXM00076458","COLONIA JUAN CARRAS, MX",0,30.5,34.7,24.6
"1822",2018-07-29,"MXM00076458","COLONIA JUAN CARRAS, MX",0,29.7,35,26.3
"1823",2018-07-30,"MXM00076458","COLONIA JUAN CARRAS, MX",2.51561904761905,30.4,34,26.2
"1824",2018-07-31,"MXM00076458","COLONIA JUAN CARRAS, MX",0,30.3,34.1,26.2
"1825",2018-08-01,"MXM00076458","COLONIA JUAN CARRAS, MX",2.51561904761905,30.3,33.7,26.7
"1826",2018-08-02,"MXM00076458","COLONIA JUAN CARRAS, MX",0.5,29.8,33.8,25.6
"1827",2018-08-03,"MXM00076458","COLONIA JUAN CARRAS, MX",0,31.5,34.4,25.6
"1828",2018-08-04,"MXM00076458","COLONIA JUAN CARRAS, MX",0,30.7,NA,NA
"1829",2018-08-05,"MXM00076458","COLONIA JUAN CARRAS, MX",8.1,29.7,33.6,22.4
