DATE,STATION,NAME,pm10,o3,no2,rain,temp
1/14/2018,TH000048400,"NAKHON SAWAN, TH",58,16,15,7.234567901,22.2
1/15/2018,TH000048400,"NAKHON SAWAN, TH",61,19,14,7.234567901,22.4
1/16/2018,TH000048400,"NAKHON SAWAN, TH",65,23,13,7.234567901,23.7
1/17/2018,TH000048400,"NAKHON SAWAN, TH",69,21,17,7.234567901,25.1
1/18/2018,TH000048400,"NAKHON SAWAN, TH",111,22,14,7.234567901,25.8
1/19/2018,TH000048400,"NAKHON SAWAN, TH",73,21,12,7.234567901,26.3
1/20/2018,TH000048400,"NAKHON SAWAN, TH",66,22,12,7.234567901,26.4
1/21/2018,TH000048400,"NAKHON SAWAN, TH",71,22,12,7.234567901,27.1
1/22/2018,TH000048400,"NAKHON SAWAN, TH",82,22,13,7.234567901,27.4
1/23/2018,TH000048400,"NAKHON SAWAN, TH",73,21,15,7.234567901,27.3
1/24/2018,TH000048400,"NAKHON SAWAN, TH",80,24,13,7.234567901,27.7
1/25/2018,TH000048400,"NAKHON SAWAN, TH",85,18,10,7.234567901,29.3
1/26/2018,TH000048400,"NAKHON SAWAN, TH",66,10,8,4.6,28.4
1/27/2018,TH000048400,"NAKHON SAWAN, TH",54,17,8,0,27.1
1/28/2018,TH000048400,"NAKHON SAWAN, TH",55,18,9,0,28.9
1/29/2018,TH000048400,"NAKHON SAWAN, TH",57,16,10,7.234567901,29.1
1/30/2018,TH000048400,"NAKHON SAWAN, TH",63,16,7,7.234567901,28.5
1/31/2018,TH000048400,"NAKHON SAWAN, TH",61,19,6,7.234567901,28.4
2/1/2018,TH000048400,"NAKHON SAWAN, TH",62,21,11,7.234567901,25.5
2/2/2018,TH000048400,"NAKHON SAWAN, TH",72,20,7,7.234567901,25.4
2/3/2018,TH000048400,"NAKHON SAWAN, TH",70,23,11,7.234567901,23
2/4/2018,TH000048400,"NAKHON SAWAN, TH",75,21,13,7.234567901,23.1
2/5/2018,TH000048400,"NAKHON SAWAN, TH",76,21,11,7.234567901,23.2
2/6/2018,TH000048400,"NAKHON SAWAN, TH",76,27,16,7.234567901,22.1
2/7/2018,TH000048400,"NAKHON SAWAN, TH",85,29,14,7.234567901,24.5
2/8/2018,TH000048400,"NAKHON SAWAN, TH",99,23,11,7.234567901,26.7
2/9/2018,TH000048400,"NAKHON SAWAN, TH",83,21,12,7.234567901,27.7
2/10/2018,TH000048400,"NAKHON SAWAN, TH",77,25,12,7.234567901,27.1
2/11/2018,TH000048400,"NAKHON SAWAN, TH",82,19,13,7.234567901,27.7
2/12/2018,TH000048400,"NAKHON SAWAN, TH",82,21,11,7.234567901,27.1
2/13/2018,TH000048400,"NAKHON SAWAN, TH",64,29,16,7.234567901,25.6
2/14/2018,TH000048400,"NAKHON SAWAN, TH",79,29,14,7.234567901,26.9
2/15/2018,TH000048400,"NAKHON SAWAN, TH",90,29,13,7.234567901,28.5
2/16/2018,TH000048400,"NAKHON SAWAN, TH",96,28,15,7.234567901,28.6
2/17/2018,TH000048400,"NAKHON SAWAN, TH",98,19,7,7.234567901,29.3
2/18/2018,TH000048400,"NAKHON SAWAN, TH",72,22,8,7.234567901,29.2
2/19/2018,TH000048400,"NAKHON SAWAN, TH",77,15,7,7.234567901,29.7
2/20/2018,TH000048400,"NAKHON SAWAN, TH",55,15,5,7.234567901,30.2
2/21/2018,TH000048400,"NAKHON SAWAN, TH",50,16,5,0.5,29.4
2/22/2018,TH000048400,"NAKHON SAWAN, TH",49,17,6,2.8,27.9
2/23/2018,TH000048400,"NAKHON SAWAN, TH",38,20,10,29.2,26.9
2/24/2018,TH000048400,"NAKHON SAWAN, TH",59,22,7,7.234567901,28.3
2/25/2018,TH000048400,"NAKHON SAWAN, TH",60,18,10,7.234567901,28.9
2/26/2018,TH000048400,"NAKHON SAWAN, TH",52,14,6,0,29.1
2/27/2018,TH000048400,"NAKHON SAWAN, TH",44,23,10,0.3,25.5
2/28/2018,TH000048400,"NAKHON SAWAN, TH",55,25,9,0,28.8
3/1/2018,TH000048400,"NAKHON SAWAN, TH",64,18,6,7.234567901,30.3
3/2/2018,TH000048400,"NAKHON SAWAN, TH",60,18,6,7.234567901,30.6
3/3/2018,TH000048400,"NAKHON SAWAN, TH",61,21,5,7.234567901,30.7
3/4/2018,TH000048400,"NAKHON SAWAN, TH",57,31,10,7.234567901,30.3
3/5/2018,TH000048400,"NAKHON SAWAN, TH",73,22,6,7.234567901,30.8
3/6/2018,TH000048400,"NAKHON SAWAN, TH",64,22,4,7.234567901,31.6
3/7/2018,TH000048400,"NAKHON SAWAN, TH",56,21,7,7.234567901,30.5
3/8/2018,TH000048400,"NAKHON SAWAN, TH",57,16,6,6.9,29.3
3/9/2018,TH000048400,"NAKHON SAWAN, TH",58,24,6,7.234567901,26.8
3/10/2018,TH000048400,"NAKHON SAWAN, TH",65,30,11,7.234567901,26.3
3/11/2018,TH000048400,"NAKHON SAWAN, TH",77,34,8,7.234567901,28.3
3/12/2018,TH000048400,"NAKHON SAWAN, TH",87,26,7,0,29.4
3/13/2018,TH000048400,"NAKHON SAWAN, TH",71,22,5,0,30.2
3/14/2018,TH000048400,"NAKHON SAWAN, TH",63,26,7,7.234567901,30.8
3/15/2018,TH000048400,"NAKHON SAWAN, TH",66,22,7,7.234567901,30.4
3/16/2018,TH000048400,"NAKHON SAWAN, TH",63,21,7,7.234567901,29.4
3/17/2018,TH000048400,"NAKHON SAWAN, TH",59,25,5,7.234567901,30.2
3/18/2018,TH000048400,"NAKHON SAWAN, TH",59,26,7,7.234567901,31.3
3/19/2018,TH000048400,"NAKHON SAWAN, TH",66,29,9,7.234567901,31.4
3/20/2018,TH000048400,"NAKHON SAWAN, TH",82,24,5,7.234567901,31.6
3/21/2018,TH000048400,"NAKHON SAWAN, TH",63,20,9,2.3,30.6
3/22/2018,TH000048400,"NAKHON SAWAN, TH",69,26,10,7.234567901,28.7
3/23/2018,TH000048400,"NAKHON SAWAN, TH",75,30,9,7.234567901,29.5
3/24/2018,TH000048400,"NAKHON SAWAN, TH",83,32,9,7.234567901,30.4
3/25/2018,TH000048400,"NAKHON SAWAN, TH",88,25,8,7.234567901,31.3
3/26/2018,TH000048400,"NAKHON SAWAN, TH",77,27,10,7.234567901,31.2
3/27/2018,TH000048400,"NAKHON SAWAN, TH",92,24,8,7.234567901,30.3
3/28/2018,TH000048400,"NAKHON SAWAN, TH",83,26,9,7.234567901,31.4
3/29/2018,TH000048400,"NAKHON SAWAN, TH",71,24,8,7.234567901,31.7
3/30/2018,TH000048400,"NAKHON SAWAN, TH",75,21,7,7.234567901,31.7
3/31/2018,TH000048400,"NAKHON SAWAN, TH",67,28,6,1.8,29.4
4/1/2018,TH000048400,"NAKHON SAWAN, TH",60,24,9,0,29.3
4/2/2018,TH000048400,"NAKHON SAWAN, TH",81,29,8,0,29.3
4/3/2018,TH000048400,"NAKHON SAWAN, TH",66,27,6,0,31.3
4/4/2018,TH000048400,"NAKHON SAWAN, TH",70,25,5,0.5,29.8
4/5/2018,TH000048400,"NAKHON SAWAN, TH",89,28,5,0.3,27.6
4/6/2018,TH000048400,"NAKHON SAWAN, TH",42,17,4,7.234567901,30.2
4/7/2018,TH000048400,"NAKHON SAWAN, TH",34,23,5,9.4,24.7
4/8/2018,TH000048400,"NAKHON SAWAN, TH",43,28,12,3.8,25.6
4/9/2018,TH000048400,"NAKHON SAWAN, TH",63,29,11,0,28.7
4/10/2018,TH000048400,"NAKHON SAWAN, TH",69,27,11,7.234567901,32.1
4/11/2018,TH000048400,"NAKHON SAWAN, TH",71,25,6,7.234567901,32.5
4/12/2018,TH000048400,"NAKHON SAWAN, TH",65,23,5,7.234567901,32.9
4/13/2018,TH000048400,"NAKHON SAWAN, TH",59,23,4,7.234567901,33.2
4/14/2018,TH000048400,"NAKHON SAWAN, TH",58,26,4,7.234567901,33.5
4/15/2018,TH000048400,"NAKHON SAWAN, TH",56,25,6,7.234567901,32.8
4/16/2018,TH000048400,"NAKHON SAWAN, TH",46,16,5,7.234567901,33.1
4/17/2018,TH000048400,"NAKHON SAWAN, TH",41,24,8,47.2,26.3
4/18/2018,TH000048400,"NAKHON SAWAN, TH",45,23,10,7.234567901,29.6
4/19/2018,TH000048400,"NAKHON SAWAN, TH",64,22,6,7.234567901,31.6
4/20/2018,TH000048400,"NAKHON SAWAN, TH",54,24,7,7.234567901,31.8
4/21/2018,TH000048400,"NAKHON SAWAN, TH",65,21,5,7.234567901,32.2
4/22/2018,TH000048400,"NAKHON SAWAN, TH",61,28,7,7.234567901,32.6
4/23/2018,TH000048400,"NAKHON SAWAN, TH",68,25,5,7.234567901,32.9
4/24/2018,TH000048400,"NAKHON SAWAN, TH",70,24,5,7.234567901,33
4/25/2018,TH000048400,"NAKHON SAWAN, TH",66,18,6,7.234567901,32.8
4/26/2018,TH000048400,"NAKHON SAWAN, TH",61,25,5,0.8,29
4/27/2018,TH000048400,"NAKHON SAWAN, TH",41,12,5,0,29
4/28/2018,TH000048400,"NAKHON SAWAN, TH",31,14,5,5.8,25.1
4/29/2018,TH000048400,"NAKHON SAWAN, TH",27,11,5,0,28.1
4/30/2018,TH000048400,"NAKHON SAWAN, TH",35,12,4,3.6,27.3
5/1/2018,TH000048400,"NAKHON SAWAN, TH",30,16,5,2.5,28.4
5/2/2018,TH000048400,"NAKHON SAWAN, TH",37,13,4,7.234567901,29.3
5/3/2018,TH000048400,"NAKHON SAWAN, TH",32,16,6,31,29.7
5/4/2018,TH000048400,"NAKHON SAWAN, TH",37,14,4,17,29.6
5/5/2018,TH000048400,"NAKHON SAWAN, TH",32,12,4,6.6,30.2
5/6/2018,TH000048400,"NAKHON SAWAN, TH",38,16,5,0,31.4
5/7/2018,TH000048400,"NAKHON SAWAN, TH",43,20,4,7.234567901,32.2
5/8/2018,TH000048400,"NAKHON SAWAN, TH",48,19,8,7.234567901,32.8
5/9/2018,TH000048400,"NAKHON SAWAN, TH",57,20,7,10.9,31.2
5/10/2018,TH000048400,"NAKHON SAWAN, TH",55,22,4,11.9,29
5/11/2018,TH000048400,"NAKHON SAWAN, TH",33,16,6,0,28.3
5/12/2018,TH000048400,"NAKHON SAWAN, TH",39,18,7,0,29.4
5/13/2018,TH000048400,"NAKHON SAWAN, TH",38,17,5,15.5,29.9
5/14/2018,TH000048400,"NAKHON SAWAN, TH",32,19,6,2.3,29.4
5/15/2018,TH000048400,"NAKHON SAWAN, TH",37,16,6,2.5,30.4
5/16/2018,TH000048400,"NAKHON SAWAN, TH",39,13,4,0,31.8
5/17/2018,TH000048400,"NAKHON SAWAN, TH",35,15,4,7.234567901,31.2
5/18/2018,TH000048400,"NAKHON SAWAN, TH",39,19,3,1.3,30.1
5/19/2018,TH000048400,"NAKHON SAWAN, TH",38,16,2,7.234567901,30
5/20/2018,TH000048400,"NAKHON SAWAN, TH",32,18,5,7.234567901,31.8
5/21/2018,TH000048400,"NAKHON SAWAN, TH",47,18,6,6.1,28.6
5/22/2018,TH000048400,"NAKHON SAWAN, TH",37,24,8,0,28.6
5/23/2018,TH000048400,"NAKHON SAWAN, TH",48,14,5,0.5,29.2
5/24/2018,TH000048400,"NAKHON SAWAN, TH",40,13,5,0.5,29.6
5/25/2018,TH000048400,"NAKHON SAWAN, TH",30,12,4,0.5,30.1
5/26/2018,TH000048400,"NAKHON SAWAN, TH",21,15,5,7.234567901,29.1
5/27/2018,TH000048400,"NAKHON SAWAN, TH",28,12,6,2,29.1
5/28/2018,TH000048400,"NAKHON SAWAN, TH",28,15,5,0.3,29.5
5/29/2018,TH000048400,"NAKHON SAWAN, TH",36,11,4,24.6,27.1
5/30/2018,TH000048400,"NAKHON SAWAN, TH",28,11,6,0.5,29.1
5/31/2018,TH000048400,"NAKHON SAWAN, TH",28,12,5,0,29.3
6/1/2018,TH000048400,"NAKHON SAWAN, TH",31,15,6,2.8,29.6
6/2/2018,TH000048400,"NAKHON SAWAN, TH",27,12,5,0,30
6/3/2018,TH000048400,"NAKHON SAWAN, TH",24,14,5,7.234567901,30.6
6/4/2018,TH000048400,"NAKHON SAWAN, TH",30,11,4,8.4,30.2
6/5/2018,TH000048400,"NAKHON SAWAN, TH",26,10,5,7.234567901,29.4
6/6/2018,TH000048400,"NAKHON SAWAN, TH",22,7,3,38.9,29
6/7/2018,TH000048400,"NAKHON SAWAN, TH",24,7,4,0.5,29.7
6/8/2018,TH000048400,"NAKHON SAWAN, TH",24,10,3,0,29.5
6/9/2018,TH000048400,"NAKHON SAWAN, TH",19,8,3,0,28.9
6/10/2018,TH000048400,"NAKHON SAWAN, TH",25,9,3,0,29.8
6/11/2018,TH000048400,"NAKHON SAWAN, TH",26,9,3,0,29.6
6/12/2018,TH000048400,"NAKHON SAWAN, TH",27,8,2,0.3,29.8
6/13/2018,TH000048400,"NAKHON SAWAN, TH",28,8,3,0,30.9
6/14/2018,TH000048400,"NAKHON SAWAN, TH",28,10,3,0,30.9
6/15/2018,TH000048400,"NAKHON SAWAN, TH",27,13,3,0,30.5
6/16/2018,TH000048400,"NAKHON SAWAN, TH",26,13,3,0.3,29.8
6/17/2018,TH000048400,"NAKHON SAWAN, TH",23,14,4,3.6,28.3
6/18/2018,TH000048400,"NAKHON SAWAN, TH",41,14,3,0,30.4
6/19/2018,TH000048400,"NAKHON SAWAN, TH",31,13,3,0,31.4
6/20/2018,TH000048400,"NAKHON SAWAN, TH",31,11,4,7.234567901,30.7
6/21/2018,TH000048400,"NAKHON SAWAN, TH",28,9,4,0.5,30.1
6/22/2018,TH000048400,"NAKHON SAWAN, TH",37,10,3,15,30.1
6/23/2018,TH000048400,"NAKHON SAWAN, TH",36,9,3,1,30.1
6/24/2018,TH000048400,"NAKHON SAWAN, TH",24,8,4,0.8,30.2
6/25/2018,TH000048400,"NAKHON SAWAN, TH",31,8,4,0,30.2
6/26/2018,TH000048400,"NAKHON SAWAN, TH",31,10,4,2,28.7
6/27/2018,TH000048400,"NAKHON SAWAN, TH",23,12,5,13.5,26.8
6/28/2018,TH000048400,"NAKHON SAWAN, TH",33,9,4,0.5,27.5
6/29/2018,TH000048400,"NAKHON SAWAN, TH",25,8,3,1.3,27.6
6/30/2018,TH000048400,"NAKHON SAWAN, TH",24,9,3,17,28.5
7/1/2018,TH000048400,"NAKHON SAWAN, TH",21,9,3,1.5,27.7
7/2/2018,TH000048400,"NAKHON SAWAN, TH",29,9,3,0,29.5
7/3/2018,TH000048400,"NAKHON SAWAN, TH",23,7,3,7.234567901,30.3
7/4/2018,TH000048400,"NAKHON SAWAN, TH",24,8,3,14,28.4
7/5/2018,TH000048400,"NAKHON SAWAN, TH",24,8,3,0,29.9
7/6/2018,TH000048400,"NAKHON SAWAN, TH",26,7,3,7.234567901,29
7/7/2018,TH000048400,"NAKHON SAWAN, TH",28,9,3,0.3,29.4
7/8/2018,TH000048400,"NAKHON SAWAN, TH",40,8,3,0,29.1
7/9/2018,TH000048400,"NAKHON SAWAN, TH",31,8,4,33,27.6
7/10/2018,TH000048400,"NAKHON SAWAN, TH",31,10,3,2.3,27.8
7/11/2018,TH000048400,"NAKHON SAWAN, TH",30,8,4,4.6,28.5
7/12/2018,TH000048400,"NAKHON SAWAN, TH",40,9,6,7.234567901,29.5
7/13/2018,TH000048400,"NAKHON SAWAN, TH",22,10,4,10.9,28.9
7/14/2018,TH000048400,"NAKHON SAWAN, TH",30,9,3,0.3,30
7/15/2018,TH000048400,"NAKHON SAWAN, TH",32,8,3,7.234567901,29.5
7/16/2018,TH000048400,"NAKHON SAWAN, TH",31,6,3,1.5,27.5
7/17/2018,TH000048400,"NAKHON SAWAN, TH",33,3,4,6.6,26.4
7/18/2018,TH000048400,"NAKHON SAWAN, TH",38,9,5,58.4,27.3
7/19/2018,TH000048400,"NAKHON SAWAN, TH",35,11,4,0.3,28.1
7/20/2018,TH000048400,"NAKHON SAWAN, TH",40,7,4,2,28.4
7/21/2018,TH000048400,"NAKHON SAWAN, TH",41,7,3,0,29.7
7/22/2018,TH000048400,"NAKHON SAWAN, TH",41,7,5,0,28.8
7/23/2018,TH000048400,"NAKHON SAWAN, TH",44,7,5,0.3,28.7
7/24/2018,TH000048400,"NAKHON SAWAN, TH",38,7,4,0.3,30.2
7/25/2018,TH000048400,"NAKHON SAWAN, TH",48,6,4,0,29.3
7/26/2018,TH000048400,"NAKHON SAWAN, TH",39,7,4,0.5,29.9
7/27/2018,TH000048400,"NAKHON SAWAN, TH",30,7,2,1,30.1
7/28/2018,TH000048400,"NAKHON SAWAN, TH",31,7,3,0.3,29.8
7/29/2018,TH000048400,"NAKHON SAWAN, TH",23,8,3,0,30
7/30/2018,TH000048400,"NAKHON SAWAN, TH",29,8,3,16.3,28.3
7/31/2018,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0.3,28.9
8/1/2018,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0,29.6
8/2/2018,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,1,28.8
8/3/2018,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,36.6,27.5
8/4/2018,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0,29.7
8/5/2018,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,29.2
8/6/2018,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0,29.4
8/7/2018,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,35.1,28.1
8/8/2018,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,4.3,28.6
8/9/2018,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0,28.5
8/10/2018,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0.3,29.1
8/11/2018,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,4.1,28.6
8/12/2018,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,29.2
8/13/2018,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0,29
8/14/2018,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0,29.8
8/15/2018,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0,29.7
8/16/2018,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0,29.6
8/17/2018,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0.5,28.7
8/18/2018,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,10.9,27.4
8/19/2018,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,6.6,28.3
8/20/2018,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,25.9,27.9
8/21/2018,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,45.5,28.1
8/22/2018,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,1,29.2
8/23/2018,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,18.8,28
8/24/2018,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,3.6,28.2
8/25/2018,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,1.5,27.8
8/26/2018,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,41.4,27
8/27/2018,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0.3,27.6
8/28/2018,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,23.4,27.3
8/29/2018,TH000048400,"NAKHON SAWAN, TH",23,6,2,14.2,27.7
8/30/2018,TH000048400,"NAKHON SAWAN, TH",39,7,3,0.3,28.1
8/31/2018,TH000048400,"NAKHON SAWAN, TH",34,11,3,0.8,28.2
9/1/2018,TH000048400,"NAKHON SAWAN, TH",30,9,3,0,29.4
9/2/2018,TH000048400,"NAKHON SAWAN, TH",32,10,3,0,29.5
9/3/2018,TH000048400,"NAKHON SAWAN, TH",26,7,3,0.3,27.8
9/4/2018,TH000048400,"NAKHON SAWAN, TH",29,8,3,6.1,26.9
9/5/2018,TH000048400,"NAKHON SAWAN, TH",29,8,4,1.8,27.8
9/6/2018,TH000048400,"NAKHON SAWAN, TH",38,13,5,0.3,29.1
9/7/2018,TH000048400,"NAKHON SAWAN, TH",47,14,6,0,30.4
9/8/2018,TH000048400,"NAKHON SAWAN, TH",42,11,5,1,27.3
9/9/2018,TH000048400,"NAKHON SAWAN, TH",30,11,4,0,27.5
9/10/2018,TH000048400,"NAKHON SAWAN, TH",38,15,6,7.234567901,29.3
9/11/2018,TH000048400,"NAKHON SAWAN, TH",42,13,6,7.234567901,29.8
9/12/2018,TH000048400,"NAKHON SAWAN, TH",32,8,4,10.9,27.5
9/13/2018,TH000048400,"NAKHON SAWAN, TH",29,10,3,15.2,27.4
9/14/2018,TH000048400,"NAKHON SAWAN, TH",32,9,5,0.5,28.2
9/15/2018,TH000048400,"NAKHON SAWAN, TH",22,13,3,12.2,27.3
9/16/2018,TH000048400,"NAKHON SAWAN, TH",32,13,4,5.8,30.3
9/17/2018,NA,NA,36,12,3,7.234567901,28.95155206
9/18/2018,TH000048400,"NAKHON SAWAN, TH",33,14,4,7.234567901,27.8
9/19/2018,TH000048400,"NAKHON SAWAN, TH",28,13,3,7.234567901,27.8
9/20/2018,TH000048400,"NAKHON SAWAN, TH",28,12,3,7.234567901,28.3
9/21/2018,TH000048400,"NAKHON SAWAN, TH",35,13,5,7.234567901,30
9/22/2018,TH000048400,"NAKHON SAWAN, TH",36,12,5,0.5,29.9
9/23/2018,TH000048400,"NAKHON SAWAN, TH",35,15,4,0,28.9
9/24/2018,TH000048400,"NAKHON SAWAN, TH",36,17,4,0.5,28.9
9/25/2018,TH000048400,"NAKHON SAWAN, TH",48,17,7,7.234567901,29.4
9/26/2018,TH000048400,"NAKHON SAWAN, TH",40,13,6,7.234567901,29.9
9/27/2018,TH000048400,"NAKHON SAWAN, TH",49,16,8,7.234567901,30.6
9/28/2018,TH000048400,"NAKHON SAWAN, TH",52,16,8,7.234567901,30.7
9/29/2018,TH000048400,"NAKHON SAWAN, TH",41,15,5,7.234567901,30.5
9/30/2018,TH000048400,"NAKHON SAWAN, TH",35,15,4,0.5,27.7
10/1/2018,TH000048400,"NAKHON SAWAN, TH",28,11,4,7.234567901,28.1
10/2/2018,TH000048400,"NAKHON SAWAN, TH",41,16,5,0,29.3
10/3/2018,TH000048400,"NAKHON SAWAN, TH",43,18,5,0,29.3
10/4/2018,TH000048400,"NAKHON SAWAN, TH",221,17,4,7.234567901,29.5
10/5/2018,TH000048400,"NAKHON SAWAN, TH",192,18,7,7.234567901,29.6
10/6/2018,TH000048400,"NAKHON SAWAN, TH",55,17,6,7.234567901,29.3
10/7/2018,TH000048400,"NAKHON SAWAN, TH",45,14,4,7.234567901,29.3
10/8/2018,TH000048400,"NAKHON SAWAN, TH",54,17,6,7.234567901,29.3
10/9/2018,TH000048400,"NAKHON SAWAN, TH",52,15,6,7.234567901,29.8
10/10/2018,TH000048400,"NAKHON SAWAN, TH",51,14,6,0.5,28.9
10/11/2018,TH000048400,"NAKHON SAWAN, TH",45,15,6,7.234567901,29.6
10/12/2018,TH000048400,"NAKHON SAWAN, TH",45,17,6,7.234567901,29.5
10/13/2018,TH000048400,"NAKHON SAWAN, TH",48,19,4,7.234567901,29.6
10/14/2018,TH000048400,"NAKHON SAWAN, TH",45,19,5,7.234567901,30.4
10/15/2018,TH000048400,"NAKHON SAWAN, TH",44,19,4,7.234567901,30.1
10/16/2018,TH000048400,"NAKHON SAWAN, TH",38,15,2,7.234567901,31.3
10/17/2018,TH000048400,"NAKHON SAWAN, TH",40,18,2,7.234567901,30.2
10/18/2018,TH000048400,"NAKHON SAWAN, TH",37,17,2,1,28.7
10/19/2018,TH000048400,"NAKHON SAWAN, TH",30,9,2,7.234567901,29.4
10/20/2018,TH000048400,"NAKHON SAWAN, TH",21,9,2,4.3,28.7
10/21/2018,TH000048400,"NAKHON SAWAN, TH",27,10,4,0.5,27.1
10/22/2018,TH000048400,"NAKHON SAWAN, TH",28,13,3,0.3,28.2
10/23/2018,TH000048400,"NAKHON SAWAN, TH",41,12,5,0,28.1
10/24/2018,TH000048400,"NAKHON SAWAN, TH",30,10,4,7.234567901,28.8
10/25/2018,TH000048400,"NAKHON SAWAN, TH",29,12,4,14.5,27.1
10/26/2018,TH000048400,"NAKHON SAWAN, TH",36,11,5,5.8,29.7
10/27/2018,TH000048400,"NAKHON SAWAN, TH",36,14,4,0,29.4
10/28/2018,TH000048400,"NAKHON SAWAN, TH",40,16,4,7.234567901,29.8
10/29/2018,TH000048400,"NAKHON SAWAN, TH",43,16,3,7.234567901,29.4
10/30/2018,TH000048400,"NAKHON SAWAN, TH",54,21,6,7.234567901,28.4
10/31/2018,TH000048400,"NAKHON SAWAN, TH",60,21,7,7.234567901,26.9
11/1/2018,TH000048400,"NAKHON SAWAN, TH",61,23,9,7.234567901,25.9
11/2/2018,TH000048400,"NAKHON SAWAN, TH",64,23,7,7.234567901,25.7
11/3/2018,TH000048400,"NAKHON SAWAN, TH",58,22,5,7.234567901,26.1
11/4/2018,TH000048400,"NAKHON SAWAN, TH",61,21,7,7.234567901,27
11/5/2018,TH000048400,"NAKHON SAWAN, TH",59,17,6,7.234567901,27.8
11/6/2018,TH000048400,"NAKHON SAWAN, TH",52,11,4,7.234567901,27.9
11/7/2018,TH000048400,"NAKHON SAWAN, TH",49,9,5,7.234567901,29.1
11/8/2018,TH000048400,"NAKHON SAWAN, TH",29,6,3,3,28.9
11/9/2018,TH000048400,"NAKHON SAWAN, TH",25,9,2,0.5,26.3
11/10/2018,TH000048400,"NAKHON SAWAN, TH",30,10,3,1,26.8
11/11/2018,TH000048400,"NAKHON SAWAN, TH",44,13,5,3.8,27.2
11/12/2018,TH000048400,"NAKHON SAWAN, TH",36,13,4,4.3,27.8
11/13/2018,TH000048400,"NAKHON SAWAN, TH",56,13,6,7.234567901,28.7
11/14/2018,TH000048400,"NAKHON SAWAN, TH",55,18,5,0,27.9
11/15/2018,TH000048400,"NAKHON SAWAN, TH",64,15,7,16.3,29.4
11/16/2018,TH000048400,"NAKHON SAWAN, TH",51,18,5,0,29.2
11/17/2018,TH000048400,"NAKHON SAWAN, TH",49,20,4,7.234567901,29.3
11/18/2018,TH000048400,"NAKHON SAWAN, TH",41,18,4,2,27.8
11/19/2018,TH000048400,"NAKHON SAWAN, TH",56,15,8,7.234567901,28.8
11/20/2018,TH000048400,"NAKHON SAWAN, TH",52,20,7,7.234567901,29.6
11/21/2018,TH000048400,"NAKHON SAWAN, TH",42,11,5,7.234567901,29.5
11/22/2018,TH000048400,"NAKHON SAWAN, TH",42,14,6,4.3,28.7
11/23/2018,TH000048400,"NAKHON SAWAN, TH",79,17,11,3.8,28.3
11/24/2018,TH000048400,"NAKHON SAWAN, TH",54,17,16,0,27.6
11/25/2018,TH000048400,"NAKHON SAWAN, TH",63,17,17,7.234567901,27.7
11/26/2018,TH000048400,"NAKHON SAWAN, TH",55,17,9,7.234567901,26.7
11/27/2018,TH000048400,"NAKHON SAWAN, TH",53,14,12,7.234567901,26.5
11/28/2018,TH000048400,"NAKHON SAWAN, TH",58,17,11,7.234567901,25.4
11/29/2018,TH000048400,"NAKHON SAWAN, TH",57,16,14,7.234567901,27.7
11/30/2018,TH000048400,"NAKHON SAWAN, TH",56,16,14,7.234567901,28
12/1/2018,TH000048400,"NAKHON SAWAN, TH",58,15,11,7.234567901,28.8
