DATE,STATION,NAME,pm10,o3,no2,rain,temp
10/25/2019,TH000048400,"NAKHON SAWAN, TH",33,15,4,0.3,31.4
10/26/2019,TH000048400,"NAKHON SAWAN, TH",29,13,6,1.8,30.7
10/27/2019,TH000048400,"NAKHON SAWAN, TH",38,13,6,0,30
10/28/2019,TH000048400,"NAKHON SAWAN, TH",38,15,4,7.234567901,30.7
10/29/2019,TH000048400,"NAKHON SAWAN, TH",28,18,5,0.8,30.1
10/30/2019,TH000048400,"NAKHON SAWAN, TH",38,18,5,7.234567901,28.6
10/31/2019,TH000048400,"NAKHON SAWAN, TH",39,12,5,7.234567901,27.6
11/1/2019,TH000048400,"NAKHON SAWAN, TH",23,13,2,0,25.4
11/2/2019,TH000048400,"NAKHON SAWAN, TH",26,13,4,4.6,26.6
11/3/2019,TH000048400,"NAKHON SAWAN, TH",31,14,4,0,28.8
11/4/2019,TH000048400,"NAKHON SAWAN, TH",82,18,7,7.234567901,28.4
11/5/2019,TH000048400,"NAKHON SAWAN, TH",55,20,10,7.234567901,27.8
11/6/2019,TH000048400,"NAKHON SAWAN, TH",57,17,9,7.234567901,27.8
11/7/2019,TH000048400,"NAKHON SAWAN, TH",59,18,10,7.234567901,29.3
11/8/2019,TH000048400,"NAKHON SAWAN, TH",60,18,8,7.234567901,27.4
11/9/2019,TH000048400,"NAKHON SAWAN, TH",59,20,8,7.234567901,26.5
11/10/2019,TH000048400,"NAKHON SAWAN, TH",61,20,11,7.234567901,26.3
11/11/2019,TH000048400,"NAKHON SAWAN, TH",64,20,12,7.234567901,27.1
11/12/2019,TH000048400,"NAKHON SAWAN, TH",52,15,9,7.234567901,28
11/13/2019,TH000048400,"NAKHON SAWAN, TH",37,11,6,7.234567901,28.4
11/14/2019,TH000048400,"NAKHON SAWAN, TH",34,21,7,7.234567901,27.8
11/15/2019,TH000048400,"NAKHON SAWAN, TH",51,22,9,7.234567901,28.2
11/16/2019,TH000048400,"NAKHON SAWAN, TH",53,23,10,7.234567901,28.3
11/17/2019,TH000048400,"NAKHON SAWAN, TH",61,22,10,7.234567901,28.4
11/18/2019,TH000048400,"NAKHON SAWAN, TH",51,14,10,7.234567901,28.9
11/19/2019,TH000048400,"NAKHON SAWAN, TH",44,19,9,7.234567901,29
11/20/2019,TH000048400,"NAKHON SAWAN, TH",49,19,11,7.234567901,28
11/21/2019,TH000048400,"NAKHON SAWAN, TH",49,20,8,7.234567901,28.2
11/22/2019,TH000048400,"NAKHON SAWAN, TH",55,20,9,7.234567901,28.7
11/23/2019,TH000048400,"NAKHON SAWAN, TH",54,20,10,7.234567901,27.2
11/24/2019,TH000048400,"NAKHON SAWAN, TH",58,18,9,7.234567901,27
11/25/2019,TH000048400,"NAKHON SAWAN, TH",121,19,8,7.234567901,27
11/26/2019,TH000048400,"NAKHON SAWAN, TH",53,18,6,7.234567901,27.8
11/27/2019,TH000048400,"NAKHON SAWAN, TH",48,15,8,7.234567901,28.7
11/28/2019,TH000048400,"NAKHON SAWAN, TH",47,19,8,7.234567901,28.9
11/29/2019,TH000048400,"NAKHON SAWAN, TH",51,20,10,7.234567901,27.8
11/30/2019,TH000048400,"NAKHON SAWAN, TH",53,19,9,7.234567901,28
12/1/2019,TH000048400,"NAKHON SAWAN, TH",48,14,8,7.234567901,28.8
12/2/2019,TH000048400,"NAKHON SAWAN, TH",48,17,9,7.234567901,27.4
12/3/2019,TH000048400,"NAKHON SAWAN, TH",56,19,9,7.234567901,23.7
12/4/2019,TH000048400,"NAKHON SAWAN, TH",59,22,8,7.234567901,22.3
12/5/2019,TH000048400,"NAKHON SAWAN, TH",60,20,9,7.234567901,20.9
12/6/2019,TH000048400,"NAKHON SAWAN, TH",65,21,10,7.234567901,20.4
12/7/2019,TH000048400,"NAKHON SAWAN, TH",70,23,11,7.234567901,19.6
12/8/2019,TH000048400,"NAKHON SAWAN, TH",71,23,12,7.234567901,19.5
12/9/2019,TH000048400,"NAKHON SAWAN, TH",77,25,11,7.234567901,20.6
12/10/2019,TH000048400,"NAKHON SAWAN, TH",84,25,13,7.234567901,21.6
12/11/2019,TH000048400,"NAKHON SAWAN, TH",120,26,12,7.234567901,22.4
12/12/2019,TH000048400,"NAKHON SAWAN, TH",82,24,11,7.234567901,22.7
12/13/2019,TH000048400,"NAKHON SAWAN, TH",74,21,9,7.234567901,23.6
12/14/2019,TH000048400,"NAKHON SAWAN, TH",74,23,10,7.234567901,24.8
12/15/2019,TH000048400,"NAKHON SAWAN, TH",73,19,10,7.234567901,25.3
12/16/2019,TH000048400,"NAKHON SAWAN, TH",74,20,12,7.234567901,26.3
12/17/2019,TH000048400,"NAKHON SAWAN, TH",76,25,11,7.234567901,27.2
12/18/2019,TH000048400,"NAKHON SAWAN, TH",71,23,13,7.234567901,27.7
12/19/2019,TH000048400,"NAKHON SAWAN, TH",64,15,11,7.234567901,28.1
12/20/2019,TH000048400,"NAKHON SAWAN, TH",64,14,13,7.234567901,27.7
12/21/2019,TH000048400,"NAKHON SAWAN, TH",70,21,13,7.234567901,27.7
12/22/2019,TH000048400,"NAKHON SAWAN, TH",78,23,14,7.234567901,27.8
12/23/2019,TH000048400,"NAKHON SAWAN, TH",85,27,15,7.234567901,27.6
12/24/2019,TH000048400,"NAKHON SAWAN, TH",90,28,15,7.234567901,26.7
12/25/2019,TH000048400,"NAKHON SAWAN, TH",92,24,16,7.234567901,27.6
12/26/2019,TH000048400,"NAKHON SAWAN, TH",85,19,12,7.234567901,26.8
12/27/2019,TH000048400,"NAKHON SAWAN, TH",62,20,11,7.234567901,27.4
12/28/2019,TH000048400,"NAKHON SAWAN, TH",66,21,12,7.234567901,26.4
12/29/2019,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,26.5
12/30/2019,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,26.7
12/31/2019,TH000048400,"NAKHON SAWAN, TH",53,15,9,7.234567901,27.8
1/1/2020,TH000048400,"NAKHON SAWAN, TH",47,13,9,7.234567901,28.1
1/2/2020,TH000048400,"NAKHON SAWAN, TH",55,15,11,7.234567901,27.7
1/3/2020,TH000048400,"NAKHON SAWAN, TH",58,15,12,7.234567901,27.5
1/4/2020,TH000048400,"NAKHON SAWAN, TH",59,17,11,7.234567901,27.3
1/5/2020,TH000048400,"NAKHON SAWAN, TH",70,17,13,7.234567901,27.4
1/6/2020,TH000048400,"NAKHON SAWAN, TH",117,29,15,7.234567901,27.8
1/7/2020,TH000048400,"NAKHON SAWAN, TH",284,17,13,7.234567901,27.7
1/8/2020,TH000048400,"NAKHON SAWAN, TH",75,21,12,7.234567901,27.7
1/9/2020,TH000048400,"NAKHON SAWAN, TH",83,23,17,7.234567901,28.2
1/10/2020,TH000048400,"NAKHON SAWAN, TH",84,19,16,7.234567901,28.6
1/11/2020,TH000048400,"NAKHON SAWAN, TH",90,22,14,7.234567901,29.1
1/12/2020,TH000048400,"NAKHON SAWAN, TH",76,18,10,7.234567901,28.3
1/13/2020,TH000048400,"NAKHON SAWAN, TH",77,20,10,7.234567901,29.4
1/14/2020,TH000048400,"NAKHON SAWAN, TH",76,19,12,7.234567901,29.4
1/15/2020,TH000048400,"NAKHON SAWAN, TH",83,25,12,7.234567901,28.6
1/16/2020,TH000048400,"NAKHON SAWAN, TH",81,22,15,7.234567901,28.7
1/17/2020,TH000048400,"NAKHON SAWAN, TH",88,21,14,7.234567901,28.2
1/18/2020,TH000048400,"NAKHON SAWAN, TH",92,17,13,7.234567901,29.2
1/19/2020,TH000048400,"NAKHON SAWAN, TH",83,11,12,7.234567901,29
1/20/2020,TH000048400,"NAKHON SAWAN, TH",83,25,14,7.234567901,28.7
1/21/2020,TH000048400,"NAKHON SAWAN, TH",89,26,13,7.234567901,29.3
1/22/2020,TH000048400,"NAKHON SAWAN, TH",83,22,10,7.234567901,29.7
1/23/2020,TH000048400,"NAKHON SAWAN, TH",66,17,5,7.234567901,30.4
1/24/2020,TH000048400,"NAKHON SAWAN, TH",54,16,4,7.234567901,30.2
1/25/2020,TH000048400,"NAKHON SAWAN, TH",52,17,5,7.234567901,29.3
1/26/2020,TH000048400,"NAKHON SAWAN, TH",79,24,10,7.234567901,27.6
1/27/2020,TH000048400,"NAKHON SAWAN, TH",68,19,9,7.234567901,26.8
1/28/2020,TH000048400,"NAKHON SAWAN, TH",84,28,12,7.234567901,25.2
1/29/2020,TH000048400,"NAKHON SAWAN, TH",68,19,7,7.234567901,26.2
1/30/2020,TH000048400,"NAKHON SAWAN, TH",68,18,7,7.234567901,27.2
1/31/2020,TH000048400,"NAKHON SAWAN, TH",79,24,11,7.234567901,26.8
2/1/2020,TH000048400,"NAKHON SAWAN, TH",91,29,10,7.234567901,26.8
2/2/2020,TH000048400,"NAKHON SAWAN, TH",89,24,9,7.234567901,28.8
2/3/2020,TH000048400,"NAKHON SAWAN, TH",77,21,5,7.234567901,29.6
2/4/2020,TH000048400,"NAKHON SAWAN, TH",69,20,4,7.234567901,29.8
2/5/2020,TH000048400,"NAKHON SAWAN, TH",67,20,7,7.234567901,29.3
2/6/2020,TH000048400,"NAKHON SAWAN, TH",64,23,8,7.234567901,29.7
2/7/2020,TH000048400,"NAKHON SAWAN, TH",82,25,11,7.234567901,29.6
2/8/2020,TH000048400,"NAKHON SAWAN, TH",75,17,7,7.234567901,29.6
2/9/2020,TH000048400,"NAKHON SAWAN, TH",61,16,9,7.234567901,28
2/10/2020,TH000048400,"NAKHON SAWAN, TH",76,22,14,7.234567901,27.3
2/11/2020,TH000048400,"NAKHON SAWAN, TH",78,25,9,7.234567901,30.1
2/12/2020,TH000048400,"NAKHON SAWAN, TH",57,18,5,7.234567901,31.3
2/13/2020,TH000048400,"NAKHON SAWAN, TH",55,19,6,7.234567901,30.5
2/14/2020,TH000048400,"NAKHON SAWAN, TH",55,22,8,7.234567901,29.8
2/15/2020,TH000048400,"NAKHON SAWAN, TH",59,22,8,7.234567901,28.9
2/16/2020,TH000048400,"NAKHON SAWAN, TH",65,19,7,7.234567901,29.2
2/17/2020,TH000048400,"NAKHON SAWAN, TH",72,16,6,7.234567901,30.1
2/18/2020,TH000048400,"NAKHON SAWAN, TH",72,19,10,7.234567901,27.3
2/19/2020,TH000048400,"NAKHON SAWAN, TH",73,18,11,7.234567901,27.5
2/20/2020,TH000048400,"NAKHON SAWAN, TH",71,15,11,7.234567901,29.1
2/21/2020,TH000048400,"NAKHON SAWAN, TH",67,18,7,7.234567901,28.2
2/22/2020,TH000048400,"NAKHON SAWAN, TH",60,17,8,7.234567901,28.2
2/23/2020,TH000048400,"NAKHON SAWAN, TH",70,15,12,7.234567901,27.9
2/24/2020,TH000048400,"NAKHON SAWAN, TH",79,27,15,7.234567901,27.9
2/25/2020,TH000048400,"NAKHON SAWAN, TH",81,22,10,7.234567901,29.5
2/26/2020,TH000048400,"NAKHON SAWAN, TH",77,17,12,7.234567901,29.7
2/27/2020,TH000048400,"NAKHON SAWAN, TH",75,16,12,7.234567901,28.6
2/28/2020,TH000048400,"NAKHON SAWAN, TH",60,20,4,7.234567901,29.7
2/29/2020,TH000048400,"NAKHON SAWAN, TH",66,19,5,7.234567901,31.5
3/1/2020,TH000048400,"NAKHON SAWAN, TH",66,20,4,7.234567901,31.3
3/2/2020,TH000048400,"NAKHON SAWAN, TH",132,16,3,7.234567901,31.5
3/3/2020,TH000048400,"NAKHON SAWAN, TH",54,18,5,7.234567901,31.6
3/4/2020,TH000048400,"NAKHON SAWAN, TH",48,14,4,7.234567901,31.4
3/5/2020,TH000048400,"NAKHON SAWAN, TH",48,18,4,0,30.4
3/6/2020,TH000048400,"NAKHON SAWAN, TH",84,19,8,20.3,29.1
3/7/2020,TH000048400,"NAKHON SAWAN, TH",54,22,7,20.3,30.4
3/8/2020,TH000048400,"NAKHON SAWAN, TH",68,25,12,0,30.9
3/9/2020,TH000048400,"NAKHON SAWAN, TH",107,21,10,7.234567901,31.7
3/10/2020,TH000048400,"NAKHON SAWAN, TH",95,24,7,7.234567901,32.3
3/11/2020,TH000048400,"NAKHON SAWAN, TH",100,21,7,7.234567901,33.1
3/12/2020,TH000048400,"NAKHON SAWAN, TH",67,23,7,7.234567901,33
3/13/2020,TH000048400,"NAKHON SAWAN, TH",60,23,5,7.234567901,31.2
3/14/2020,TH000048400,"NAKHON SAWAN, TH",46,18,3,7.234567901,31.9
3/15/2020,TH000048400,"NAKHON SAWAN, TH",51,19,5,7.234567901,28.3
3/16/2020,TH000048400,"NAKHON SAWAN, TH",56,21,3,7.234567901,31.4
3/17/2020,TH000048400,"NAKHON SAWAN, TH",58,20,4,7.234567901,32.2
3/18/2020,TH000048400,"NAKHON SAWAN, TH",53,20,2,7.234567901,31.7
3/19/2020,TH000048400,"NAKHON SAWAN, TH",54,20,3,7.234567901,31.8
3/20/2020,TH000048400,"NAKHON SAWAN, TH",52,18,3,7.234567901,31.8
3/21/2020,TH000048400,"NAKHON SAWAN, TH",59,5,1,7.234567901,32.3
3/22/2020,TH000048400,"NAKHON SAWAN, TH",61,22,8,7.234567901,32.2
3/23/2020,TH000048400,"NAKHON SAWAN, TH",56,14,7,7.234567901,32.1
3/24/2020,TH000048400,"NAKHON SAWAN, TH",49,15,3,7.234567901,32.1
3/25/2020,TH000048400,"NAKHON SAWAN, TH",59,14,4,7.234567901,32.1
3/26/2020,TH000048400,"NAKHON SAWAN, TH",57,12,5,7.234567901,32.7
3/27/2020,TH000048400,"NAKHON SAWAN, TH",54,13,4,7.234567901,33.2
3/28/2020,TH000048400,"NAKHON SAWAN, TH",126,15,3,7.234567901,33.3
3/29/2020,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,33.2
3/30/2020,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,33.3
3/31/2020,TH000048400,"NAKHON SAWAN, TH",66,26,4,7.234567901,33.4
4/1/2020,TH000048400,"NAKHON SAWAN, TH",56,26,3,7.234567901,33.6
4/2/2020,TH000048400,"NAKHON SAWAN, TH",57,25,5,7.234567901,33.7
4/3/2020,TH000048400,"NAKHON SAWAN, TH",61,27,4,7.234567901,33.5
4/4/2020,TH000048400,"NAKHON SAWAN, TH",85,25,3,7.234567901,32.8
4/5/2020,TH000048400,"NAKHON SAWAN, TH",48,23,3,7.234567901,33.8
4/6/2020,TH000048400,"NAKHON SAWAN, TH",51,26,5,7.234567901,33.1
4/7/2020,TH000048400,"NAKHON SAWAN, TH",45,25,4,7.234567901,33.6
4/8/2020,TH000048400,"NAKHON SAWAN, TH",37,20,4,7.234567901,33.3
4/9/2020,TH000048400,"NAKHON SAWAN, TH",40,21,4,7.234567901,32.7
4/10/2020,TH000048400,"NAKHON SAWAN, TH",48,23,7,0,32.6
4/11/2020,TH000048400,"NAKHON SAWAN, TH",42,22,4,0,33.4
4/12/2020,TH000048400,"NAKHON SAWAN, TH",33,18,5,7.234567901,33.8
4/13/2020,TH000048400,"NAKHON SAWAN, TH",40,22,6,0,29.6
4/14/2020,TH000048400,"NAKHON SAWAN, TH",86,25,7,0,31.7
4/15/2020,TH000048400,"NAKHON SAWAN, TH",43,26,4,7.234567901,33
4/16/2020,TH000048400,"NAKHON SAWAN, TH",36,24,3,7.234567901,33.4
4/17/2020,TH000048400,"NAKHON SAWAN, TH",31,19,5,7.234567901,33
4/18/2020,TH000048400,"NAKHON SAWAN, TH",26,19,3,7.234567901,32.8
4/19/2020,TH000048400,"NAKHON SAWAN, TH",31,16,4,7.234567901,34.1
4/20/2020,TH000048400,"NAKHON SAWAN, TH",33,20,4,7.234567901,34.9
4/21/2020,TH000048400,"NAKHON SAWAN, TH",40,23,5,7.234567901,35.5
4/22/2020,TH000048400,"NAKHON SAWAN, TH",43,24,5,7.234567901,35.7
4/23/2020,TH000048400,"NAKHON SAWAN, TH",31,23,5,7.234567901,33.5
4/24/2020,TH000048400,"NAKHON SAWAN, TH",21,19,3,7.234567901,33.5
4/25/2020,TH000048400,"NAKHON SAWAN, TH",25,23,4,0,30.7
4/26/2020,TH000048400,"NAKHON SAWAN, TH",25,6,3,2,31.6
4/27/2020,TH000048400,"NAKHON SAWAN, TH",31,21,4,7.234567901,27.2
4/28/2020,TH000048400,"NAKHON SAWAN, TH",47,20,6,7.234567901,31.9
4/29/2020,TH000048400,"NAKHON SAWAN, TH",39,24,4,7.234567901,33.5
4/30/2020,TH000048400,"NAKHON SAWAN, TH",34,18,5,0,31.2
5/1/2020,TH000048400,"NAKHON SAWAN, TH",38,25,4,22.6,29.3
5/2/2020,TH000048400,"NAKHON SAWAN, TH",44,25,6,0.3,31.8
5/3/2020,TH000048400,"NAKHON SAWAN, TH",43,16,3,0,34.3
5/4/2020,TH000048400,"NAKHON SAWAN, TH",44,23,8.012112403,2.8,31.8
5/5/2020,TH000048400,"NAKHON SAWAN, TH",42,23,8.012112403,7.234567901,35.1
5/6/2020,TH000048400,"NAKHON SAWAN, TH",35,19,8.012112403,7.234567901,35
5/7/2020,TH000048400,"NAKHON SAWAN, TH",31,21,8.012112403,10.9,31.9
5/8/2020,TH000048400,"NAKHON SAWAN, TH",33,18,8.012112403,8.4,32.9
5/9/2020,TH000048400,"NAKHON SAWAN, TH",30,14,8.012112403,0,34.7
5/10/2020,TH000048400,"NAKHON SAWAN, TH",27,15,8.012112403,7.234567901,35
5/11/2020,TH000048400,"NAKHON SAWAN, TH",34,23,8.012112403,7.234567901,29.8
5/12/2020,TH000048400,"NAKHON SAWAN, TH",39,21,8.012112403,7.234567901,33.5
5/13/2020,TH000048400,"NAKHON SAWAN, TH",74,19,8.012112403,7.234567901,34.3
5/14/2020,TH000048400,"NAKHON SAWAN, TH",45,21,8.012112403,6.6,31.7
5/15/2020,TH000048400,"NAKHON SAWAN, TH",48,19,8.012112403,7.234567901,33.4
5/16/2020,TH000048400,"NAKHON SAWAN, TH",49,19,8.012112403,7.234567901,33.6
5/17/2020,TH000048400,"NAKHON SAWAN, TH",40,14,8.012112403,7.234567901,32.7
5/18/2020,TH000048400,"NAKHON SAWAN, TH",33,10,8.012112403,0.3,32.4
5/19/2020,TH000048400,"NAKHON SAWAN, TH",36,12,8.012112403,0.5,32.1
5/20/2020,TH000048400,"NAKHON SAWAN, TH",38,15,8.012112403,7.234567901,33.4
5/21/2020,TH000048400,"NAKHON SAWAN, TH",52,19,8.012112403,0,33.1
5/22/2020,TH000048400,"NAKHON SAWAN, TH",49,19,8.012112403,7.234567901,34
5/23/2020,TH000048400,"NAKHON SAWAN, TH",46,9,8.012112403,29.2,32
5/24/2020,TH000048400,"NAKHON SAWAN, TH",42,16,8.012112403,5.1,30.3
5/25/2020,TH000048400,"NAKHON SAWAN, TH",36,12,8.012112403,0,30.9
5/26/2020,TH000048400,"NAKHON SAWAN, TH",31,12,8.012112403,0,30.6
5/27/2020,TH000048400,"NAKHON SAWAN, TH",29,16,8.012112403,5.1,30.4
5/28/2020,TH000048400,"NAKHON SAWAN, TH",29,15,8.012112403,0,30.9
5/29/2020,TH000048400,"NAKHON SAWAN, TH",27,13,8.012112403,0,31.4
5/30/2020,TH000048400,"NAKHON SAWAN, TH",29,14,8.012112403,3.3,31.2
5/31/2020,TH000048400,"NAKHON SAWAN, TH",29,17,8.012112403,7.234567901,32.1
6/1/2020,TH000048400,"NAKHON SAWAN, TH",29,11,8.012112403,50.3,31.3
6/2/2020,TH000048400,"NAKHON SAWAN, TH",31,16,8.012112403,1,28.6
6/3/2020,TH000048400,"NAKHON SAWAN, TH",31,15,8.012112403,0.3,30.4
6/4/2020,TH000048400,"NAKHON SAWAN, TH",32,14,8.012112403,0,31.4
6/5/2020,TH000048400,"NAKHON SAWAN, TH",26,11,8.012112403,1,30.8
6/6/2020,TH000048400,"NAKHON SAWAN, TH",26,12,8.012112403,49.8,29.9
6/7/2020,TH000048400,"NAKHON SAWAN, TH",26,16,8.012112403,2.3,29.6
6/8/2020,TH000048400,"NAKHON SAWAN, TH",25,13,8.012112403,0.5,29.8
6/9/2020,TH000048400,"NAKHON SAWAN, TH",25,13,8.012112403,0,29.5
6/10/2020,TH000048400,"NAKHON SAWAN, TH",27,14,8.012112403,7.234567901,30.7
6/11/2020,TH000048400,"NAKHON SAWAN, TH",30,15,8.012112403,0,31
6/12/2020,TH000048400,"NAKHON SAWAN, TH",30,15,8.012112403,0,32.6
6/13/2020,TH000048400,"NAKHON SAWAN, TH",31,11,8.012112403,7.234567901,33.9
6/14/2020,TH000048400,"NAKHON SAWAN, TH",25,8,8.012112403,2.3,30.1
6/15/2020,TH000048400,"NAKHON SAWAN, TH",21,8,8.012112403,3.3,28.1
6/16/2020,TH000048400,"NAKHON SAWAN, TH",26,5,8.012112403,7.1,28
6/17/2020,TH000048400,"NAKHON SAWAN, TH",32,2,8.012112403,0,27.5
6/18/2020,TH000048400,"NAKHON SAWAN, TH",31,8,8.012112403,2.5,27
6/19/2020,TH000048400,"NAKHON SAWAN, TH",39,16,8.012112403,1.3,29.2
6/20/2020,TH000048400,"NAKHON SAWAN, TH",33,13,8.012112403,0,31.1
6/21/2020,TH000048400,"NAKHON SAWAN, TH",72,15,8.012112403,7.234567901,31.5
6/22/2020,TH000048400,"NAKHON SAWAN, TH",69,14,8.012112403,7.234567901,31.6
6/23/2020,TH000048400,"NAKHON SAWAN, TH",67,17,8.012112403,0,30.9
6/24/2020,TH000048400,"NAKHON SAWAN, TH",32,14,8.012112403,0.3,31
6/25/2020,TH000048400,"NAKHON SAWAN, TH",66,9,8.012112403,0,31.2
6/26/2020,TH000048400,"NAKHON SAWAN, TH",70,13,8.012112403,28.7,29.4
6/27/2020,TH000048400,"NAKHON SAWAN, TH",31,14,8.012112403,1,30.2
6/28/2020,TH000048400,"NAKHON SAWAN, TH",34,15,8.012112403,7.234567901,31.2
6/29/2020,TH000048400,"NAKHON SAWAN, TH",64,10,8.012112403,7.234567901,31.4
6/30/2020,TH000048400,"NAKHON SAWAN, TH",59,7,8.012112403,7.234567901,31.3
7/1/2020,TH000048400,"NAKHON SAWAN, TH",60,9,8.012112403,7.234567901,32.2
7/2/2020,TH000048400,"NAKHON SAWAN, TH",62,10,8.012112403,7.234567901,31.4
7/3/2020,TH000048400,"NAKHON SAWAN, TH",67,8,8.012112403,22.9,29.8
7/4/2020,TH000048400,"NAKHON SAWAN, TH",30,12,8.012112403,6.1,28.3
7/5/2020,TH000048400,"NAKHON SAWAN, TH",24,13,8.012112403,0,29.8
7/6/2020,TH000048400,"NAKHON SAWAN, TH",34,16,8.012112403,1,31.2
7/7/2020,TH000048400,"NAKHON SAWAN, TH",35,14,8.012112403,4.8,29.6
7/8/2020,TH000048400,"NAKHON SAWAN, TH",67,14,8.012112403,4.6,31.4
7/9/2020,TH000048400,"NAKHON SAWAN, TH",65,15,8.012112403,0,31.8
7/10/2020,TH000048400,"NAKHON SAWAN, TH",28,12,8.012112403,7.234567901,31.4
7/11/2020,TH000048400,"NAKHON SAWAN, TH",32,13,8.012112403,7.234567901,30.6
7/12/2020,TH000048400,"NAKHON SAWAN, TH",27,10,8.012112403,7.234567901,30.9
7/13/2020,TH000048400,"NAKHON SAWAN, TH",26,12,8.012112403,10.4,28.2
7/14/2020,TH000048400,"NAKHON SAWAN, TH",27,11,8.012112403,9.1,28.6
7/15/2020,TH000048400,"NAKHON SAWAN, TH",27,12,8.012112403,5.3,29.2
7/16/2020,TH000048400,"NAKHON SAWAN, TH",27,11,8.012112403,1.8,29.9
7/17/2020,TH000048400,"NAKHON SAWAN, TH",27,11,8.012112403,6.1,28.3
7/18/2020,TH000048400,"NAKHON SAWAN, TH",66,11,8.012112403,5.6,30.7
7/19/2020,TH000048400,"NAKHON SAWAN, TH",74,13,8.012112403,0,31.2
7/20/2020,TH000048400,"NAKHON SAWAN, TH",37,10,8.012112403,7.234567901,30.1
7/21/2020,TH000048400,"NAKHON SAWAN, TH",30,16,8.012112403,0.3,28.1
7/22/2020,TH000048400,"NAKHON SAWAN, TH",40,15,8.012112403,0,30.1
7/23/2020,TH000048400,"NAKHON SAWAN, TH",77,21,8.012112403,0,31.3
7/24/2020,TH000048400,"NAKHON SAWAN, TH",39,16,8.012112403,0.3,30.7
7/25/2020,TH000048400,"NAKHON SAWAN, TH",39,17,8.012112403,7.234567901,29.8
7/26/2020,TH000048400,"NAKHON SAWAN, TH",36,11,8.012112403,7.234567901,30.9
7/27/2020,TH000048400,"NAKHON SAWAN, TH",27,8,8.012112403,7.234567901,32
7/28/2020,TH000048400,"NAKHON SAWAN, TH",21,11,8.012112403,1.3,28.1
7/29/2020,TH000048400,"NAKHON SAWAN, TH",22,12,8.012112403,2.8,29.4
7/30/2020,TH000048400,"NAKHON SAWAN, TH",25,12,8.012112403,7.234567901,30.7
7/31/2020,TH000048400,"NAKHON SAWAN, TH",21,8,8.012112403,7.234567901,32.3
8/1/2020,TH000048400,"NAKHON SAWAN, TH",23,5,8.012112403,1,31.9
8/2/2020,TH000048400,"NAKHON SAWAN, TH",133,7,8.012112403,0.5,28.1
8/3/2020,TH000048400,"NAKHON SAWAN, TH",34,9,8.012112403,0,28.9
8/4/2020,TH000048400,"NAKHON SAWAN, TH",28,9,8.012112403,0,28.6
8/5/2020,TH000048400,"NAKHON SAWAN, TH",19,8,8.012112403,0,29.4
8/6/2020,TH000048400,"NAKHON SAWAN, TH",24,6,8.012112403,14.2,29.9
8/7/2020,TH000048400,"NAKHON SAWAN, TH",35,13,8.012112403,0.5,27.8
8/8/2020,TH000048400,"NAKHON SAWAN, TH",21,10,8.012112403,0.3,29.4
8/9/2020,TH000048400,"NAKHON SAWAN, TH",24,7,8.012112403,10.7,29.8
8/10/2020,TH000048400,"NAKHON SAWAN, TH",22,9,8.012112403,0,29.8
8/11/2020,TH000048400,"NAKHON SAWAN, TH",23,10,8.012112403,9.1,29.1
8/12/2020,TH000048400,"NAKHON SAWAN, TH",25,10,8.012112403,7.4,29.2
8/13/2020,TH000048400,"NAKHON SAWAN, TH",29,10,8.012112403,7.234567901,28.7
8/14/2020,TH000048400,"NAKHON SAWAN, TH",68,10,8.012112403,0,27.6
8/15/2020,TH000048400,"NAKHON SAWAN, TH",30,11,8.012112403,0,28
8/16/2020,TH000048400,"NAKHON SAWAN, TH",32,11,8.012112403,7.234567901,29.1
8/17/2020,TH000048400,"NAKHON SAWAN, TH",33,12,8.012112403,41.1,28.1
8/18/2020,TH000048400,"NAKHON SAWAN, TH",37,11,8.012112403,3,28.3
8/19/2020,TH000048400,"NAKHON SAWAN, TH",32,10,8.012112403,7.234567901,29.1
8/20/2020,TH000048400,"NAKHON SAWAN, TH",33,10,8.012112403,45,28
8/21/2020,TH000048400,"NAKHON SAWAN, TH",26,10,8.012112403,0,28.6
8/22/2020,TH000048400,"NAKHON SAWAN, TH",21,8,8.012112403,0.8,28.6
8/23/2020,TH000048400,"NAKHON SAWAN, TH",30,7,8.012112403,7.6,28.5
8/24/2020,TH000048400,"NAKHON SAWAN, TH",105,11,8.012112403,7.234567901,30.1
8/25/2020,TH000048400,"NAKHON SAWAN, TH",34,12,8.012112403,7.234567901,30.5
8/26/2020,TH000048400,"NAKHON SAWAN, TH",25,8,8.012112403,7.234567901,31.1
8/27/2020,TH000048400,"NAKHON SAWAN, TH",23,11,8.012112403,12.4,28.7
8/28/2020,TH000048400,"NAKHON SAWAN, TH",27,15,8.012112403,7.234567901,30.1
8/29/2020,TH000048400,"NAKHON SAWAN, TH",39,17,8.012112403,7.234567901,31.1
8/30/2020,TH000048400,"NAKHON SAWAN, TH",42,12,8.012112403,7.234567901,30.7
8/31/2020,TH000048400,"NAKHON SAWAN, TH",22,16,8.012112403,7.234567901,29.4
9/1/2020,TH000048400,"NAKHON SAWAN, TH",21,15,8.012112403,0,28.3
