DATE,STATION,NAME,rain,temp
10/23/2013,COM00080112,"JOSE MARIA CORDOVA, CO",0,17
10/24/2013,COM00080112,"JOSE MARIA CORDOVA, CO",1,17.1
10/25/2013,COM00080112,"JOSE MARIA CORDOVA, CO",0.8,17.8
10/26/2013,COM00080112,"JOSE MARIA CORDOVA, CO",0,16.9
10/27/2013,COM00080112,"JOSE MARIA CORDOVA, CO",0.3,16.8
10/28/2013,COM00080112,"JOSE MARIA CORDOVA, CO",6.1,17
10/29/2013,COM00080112,"JOSE MARIA CORDOVA, CO",0,17.1
10/30/2013,COM00080112,"JOSE MARIA CORDOVA, CO",1,15.5
10/31/2013,COM00080112,"JOSE MARIA CORDOVA, CO",6.1,15.8
11/1/2013,COM00080112,"JOSE MARIA CORDOVA, CO",0,15.7
11/2/2013,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,15.8
11/3/2013,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,14.6
11/4/2013,COM00080112,"JOSE MARIA CORDOVA, CO",7.9,15.3
11/5/2013,COM00080112,"JOSE MARIA CORDOVA, CO",41.9,15.7
11/6/2013,COM00080112,"JOSE MARIA CORDOVA, CO",3,16
11/7/2013,COM00080112,"JOSE MARIA CORDOVA, CO",17,15.2
11/8/2013,COM00080112,"JOSE MARIA CORDOVA, CO",2,15.7
11/9/2013,COM00080112,"JOSE MARIA CORDOVA, CO",20.1,15.9
11/10/2013,COM00080112,"JOSE MARIA CORDOVA, CO",2,16.1
11/11/2013,COM00080112,"JOSE MARIA CORDOVA, CO",0,17.3
11/12/2013,COM00080112,"JOSE MARIA CORDOVA, CO",3,18
11/13/2013,COM00080112,"JOSE MARIA CORDOVA, CO",7.9,16.8
11/14/2013,COM00080112,"JOSE MARIA CORDOVA, CO",6.1,17.7
11/15/2013,COM00080112,"JOSE MARIA CORDOVA, CO",23.1,17.6
11/16/2013,COM00080112,"JOSE MARIA CORDOVA, CO",2,18.1
11/17/2013,COM00080112,"JOSE MARIA CORDOVA, CO",0,17.9
11/18/2013,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,16.6
11/19/2013,COM00080112,"JOSE MARIA CORDOVA, CO",4.1,16.2
11/20/2013,COM00080112,"JOSE MARIA CORDOVA, CO",16,15.6
11/21/2013,COM00080112,"JOSE MARIA CORDOVA, CO",9.9,16.8
11/22/2013,COM00080112,"JOSE MARIA CORDOVA, CO",0,15.8
11/23/2013,COM00080112,"JOSE MARIA CORDOVA, CO",4.1,16
11/24/2013,COM00080112,"JOSE MARIA CORDOVA, CO",1,14.9
11/25/2013,COM00080112,"JOSE MARIA CORDOVA, CO",11.9,14.9
11/26/2013,COM00080112,"JOSE MARIA CORDOVA, CO",6.1,16.1
11/27/2013,COM00080112,"JOSE MARIA CORDOVA, CO",0,15.6
11/28/2013,COM00080112,"JOSE MARIA CORDOVA, CO",0.5,15.4
11/29/2013,COM00080112,"JOSE MARIA CORDOVA, CO",0.3,15.1
11/30/2013,COM00080112,"JOSE MARIA CORDOVA, CO",20.1,14.8
12/1/2013,COM00080112,"JOSE MARIA CORDOVA, CO",26.9,15.5
12/2/2013,COM00080112,"JOSE MARIA CORDOVA, CO",45,15.5
12/3/2013,COM00080112,"JOSE MARIA CORDOVA, CO",4.1,15.3
12/4/2013,COM00080112,"JOSE MARIA CORDOVA, CO",0,16.7
12/5/2013,COM00080112,"JOSE MARIA CORDOVA, CO",3,17.5
12/6/2013,COM00080112,"JOSE MARIA CORDOVA, CO",0,16.1
12/7/2013,COM00080112,"JOSE MARIA CORDOVA, CO",10.9,16.2
12/8/2013,COM00080112,"JOSE MARIA CORDOVA, CO",0.5,15.1
12/9/2013,COM00080112,"JOSE MARIA CORDOVA, CO",30,15.6
12/10/2013,COM00080112,"JOSE MARIA CORDOVA, CO",0.3,15.7
12/11/2013,COM00080112,"JOSE MARIA CORDOVA, CO",2,17.2
12/12/2013,COM00080112,"JOSE MARIA CORDOVA, CO",0,17
12/13/2013,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,17.1
12/14/2013,COM00080112,"JOSE MARIA CORDOVA, CO",0.3,17.6
12/15/2013,COM00080112,"JOSE MARIA CORDOVA, CO",2,17.4
12/16/2013,COM00080112,"JOSE MARIA CORDOVA, CO",4.1,17.8
12/17/2013,COM00080112,"JOSE MARIA CORDOVA, CO",0.3,16.6
12/18/2013,COM00080112,"JOSE MARIA CORDOVA, CO",8.9,15.9
12/19/2013,COM00080112,"JOSE MARIA CORDOVA, CO",7.1,15.8
12/20/2013,COM00080112,"JOSE MARIA CORDOVA, CO",0,15.6
12/21/2013,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,16.6
12/22/2013,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,15.9
