date,pm10,o3,no2,rain,temp,tmax,tmin
4/7/2018,30,20,14.141,1.4,28.2,32.8,26.2
4/8/2018,26,21,14.141,0,28.9,33.2,26.9
4/9/2018,29,20,14.141,0,29.1,33.7,26.8
4/10/2018,25,19,14.141,0,28.7,32.9,26.1
4/11/2018,22,18,14.141,0,29.3,33.9,26.4
4/12/2018,20,12,14.141,0,29.7,34.4,26.5
4/13/2018,29,11,14.141,0,29.7,33.9,27.1
4/14/2018,43,16,14.141,0.4,28.4,34.3,26.5
4/15/2018,31,5,14.141,14,27.5,33.5,24.6
4/16/2018,37,12,14.141,1.6,26.6,30.2,25.5
4/17/2018,29,11,14.141,0.2,28.8,33.6,25.6
4/18/2018,30,8,14.141,0,29,34,26.1
4/19/2018,32,13,14.141,0.6,28.2,33.1,26.2
4/20/2018,32,13,14.141,0,28.5,34.3,26.1
4/21/2018,32,16,14.141,0.2,27.6,32.7,25.7
4/22/2018,31,15,14.141,0,28.3,33.7,25.8
4/23/2018,37,24,14.141,7.4,27.6,32,25.7
4/24/2018,40,23,14.141,0,28.7,32.9,25.8
4/25/2018,37,24,14.141,0,30.2,35,26.6
4/26/2018,36,16,14.141,14,28.4,33.2,24.3
4/27/2018,40,19,14.141,12,26.5,31.7,22.6
4/28/2018,37,16,14.141,0.2,27.7,33.1,24.9
4/29/2018,27,9,14.141,0,29.8,33,26.8
4/30/2018,32,9,14.141,4.6,29.1,33.5,24.9
5/1/2018,38,16,14.141,6.8,27.3,29.3,25.7
5/2/2018,45,20,14.141,0.6,28,33.4,25.2
5/3/2018,46,18,14.141,14.2,28.5,32.8,23.6
5/4/2018,36,16,14.141,0,29.3,33.1,26.1
5/5/2018,37,15,14.141,0,29.5,32.2,27.7
5/6/2018,41,19,14.141,0,29.8,34.2,27.6
5/7/2018,34,11,14.141,0,29.5,32.8,26.3
5/8/2018,31,14,14.141,0,30.1,33.5,27.8
5/9/2018,27,9,14.141,0,30.4,33.8,28.3
5/10/2018,29,10,14.141,0,29.4,32.8,27.5
5/11/2018,26,13,14.141,0,29.7,33,27.6
5/12/2018,27,11,14.141,0.2,30,33.5,27.9
5/13/2018,26,11,14.141,1.2,28.7,31,26.9
5/14/2018,28,13,14.141,0,28.9,32.6,26.5
5/15/2018,29,13,14.141,0.8,29.1,34,27.3
5/16/2018,44,14,14.141,5,28,33.3,25.9
5/17/2018,34,14,14.141,0,29.1,33.3,26.2
5/18/2018,37,23,14.141,1.2,28.5,33.1,25.8
5/19/2018,56,19,14.141,3,27.9,33.4,24.6
5/20/2018,50,26,14.141,0.2,27.4,30.5,26
5/21/2018,35,13,14.141,1,28.8,32.2,26
5/22/2018,39,15,14.141,0,28.9,33,27
5/23/2018,31,23,14.141,35.4,27.2,31.5,24
5/24/2018,30,17,14.141,0.8,28.3,32.7,24.4
5/25/2018,29,9,14.141,0,29.1,33.1,26.4
5/26/2018,32,16,14.141,10,27.8,32,25.9
5/27/2018,31,8,14.141,1.2,28.1,32.4,25.8
5/28/2018,29,15,14.141,47.4,27.4,29.3,24
5/29/2018,34,13,14.141,0.2,28.2,31.6,26.1
5/30/2018,35,8,14.141,0.2,27.9,30.6,26.4
5/31/2018,40,11,14.141,2.8,27.3,31.2,24.6
6/1/2018,40,35,14.141,24.2,27.9,30.9,24.1
6/2/2018,49,27,14.141,46.8,27.2,31.2,22.9
6/3/2018,34,18,14.141,0,29,32.9,26
6/4/2018,33,18,14.141,0.4,29.7,32.5,26.5
6/5/2018,38,17,14.141,0,29.5,32.9,27.3
6/6/2018,40,22,14.141,0,30.2,32.9,28.2
6/7/2018,42,14,14.141,0,30.3,33.4,28.3
6/8/2018,44,17,14.141,3.8,29.2,31.7,24.2
6/9/2018,45,14,14.141,0,29.3,32.3,27
6/10/2018,37,14,14.141,0,29.9,31.9,28.1
6/11/2018,38,11,14.141,0,30.2,33.1,28.3
6/12/2018,34,6,14.141,0,29.9,32.5,28.3
6/13/2018,33,7,14.141,1.4,28.5,32.2,25.2
6/14/2018,30,6,14.141,3.2,29.1,32.1,27.1
6/15/2018,30,14,14.141,6.8,27.1,29.5,23.6
6/16/2018,31,15,14.141,0,29.3,32.6,26.1
6/17/2018,29,6,14.141,0.4,29.6,32.7,27.7
6/18/2018,27,8,14.141,9.4,28.4,31.3,23.9
6/19/2018,32,3,14.141,0.6,27.9,30,24.1
6/20/2018,37,6,14.141,21.2,27.1,30.1,23.6
6/21/2018,50,6,14.141,0.6,27.7,32.2,25.7
6/22/2018,31,5,14.141,0,28.6,32.1,25.5
6/23/2018,31,12,14.141,0.6,27.4,31,25.5
6/24/2018,26,7,14.141,0,27.1,30.3,25.1
6/25/2018,27,5,14.141,15.2,26.8,29.4,23.2
6/26/2018,28,3,14.141,31.4,27,29,23
6/27/2018,25,8,14.141,10.6,26,27.7,23.9
6/28/2018,23,3,14.141,0,28.1,31.5,25.2
6/29/2018,22,8,14.141,6,26.3,27.9,23.8
6/30/2018,23,5,14.141,0,28.1,30.2,26.2
7/1/2018,24,9,14.141,1.8,27,30.2,25.3
7/2/2018,25,6,14.141,0,27.5,30.9,25.7
7/3/2018,28,12,14.141,31.4,27.3,29.9,23.1
7/4/2018,29,26,14.141,0,28.3,31.5,24.5
7/5/2018,34,26,14.141,0,28.9,31.7,26.7
7/6/2018,35,30,14.141,0,28.8,31.5,26.8
7/7/2018,30,27,14.141,32.4,28.4,31.2,25.2
7/8/2018,26,21,14.141,0,28.5,31.3,26.4
7/9/2018,24,17,14.141,0,28.8,31.2,27.1
7/10/2018,21,18,14.141,13.8,26.9,28.5,23.7
7/11/2018,26,23,14.141,0,28.2,31.5,26.7
7/12/2018,36,25,14.141,0,29.1,32.3,27.3
7/13/2018,43,24,14.141,0,29,31.7,27.3
7/14/2018,38,28,14.141,19.2,28.5,30.7,24.2
7/15/2018,35,27,14.141,25.6,27.3,30.2,21.9
7/16/2018,39,23,14.141,0,29,31.8,27.1
7/17/2018,39,26,14.141,0,29.1,31.4,27.6
7/18/2018,41,23,14.141,0,29.2,31.8,27.8
7/19/2018,39,24,14.141,8,28.2,31.1,23.5
7/20/2018,34,14,14.141,1,29,31.9,25.7
7/21/2018,27,20,14.141,0,28.6,31.3,25.8
7/22/2018,32,27,14.141,0,29.3,31.9,27.5
7/23/2018,36,23,14.141,0,29.7,33,28
7/24/2018,32,14,14.141,0,29.5,32.3,27.6
7/25/2018,26,21,14.141,5.2,27.7,29.7,24.9
7/26/2018,31,24,14.141,0,28.3,32.2,25.5
7/27/2018,38,31,14.141,0,29.2,32.2,27.1
7/28/2018,40,28,14.141,0,29.6,33,27.4
7/29/2018,34,16,14.141,0,29,32,27.5
7/30/2018,31,19,14.141,4.8,27.4,29.5,24
7/31/2018,29,8,14.141,0,27.8,32.4,26.4
8/1/2018,23,16,14.141,4.2,26.4,27.4,24.6
8/2/2018,26,23,14.141,0,28.1,31.5,26.2
8/3/2018,35,23,14.141,0,28.6,31.5,26.2
8/4/2018,34,22,14.141,27.2,28.1,30.3,24.9
8/5/2018,34,24,14.141,2.2,28.3,31.1,26.8
8/6/2018,42,23,14.141,0,28.8,31.3,27.1
8/7/2018,36,18,14.141,0,28.3,30.5,25.6
8/8/2018,33,21,14.141,6.8,26.6,29.6,21.9
8/9/2018,33,20,14.141,0,28.6,31.3,26.8
8/10/2018,37,29,14.141,0,29.2,32,27
8/11/2018,36,30,14.141,0,29.1,33,27.2
8/12/2018,39,25,14.141,0,29.4,32.4,27
8/13/2018,37,22,14.141,0,29.6,32.4,27.9
8/14/2018,39,25,14.141,0,29.8,33,27.7
8/15/2018,44,27,14.141,0,29.6,32.8,27.9
8/16/2018,40,20,14.141,0,29.4,32.6,27.4
8/17/2018,38,31,14.141,3,28.2,30.6,24.9
8/18/2018,47,32,14.141,0,29.1,32.3,26.8
8/19/2018,41,25,14.141,0.8,29.1,32.2,27.5
8/20/2018,37,22,14.141,0,29.4,33,27.5
8/21/2018,35,13,14.141,0,29.2,32.7,27.2
8/22/2018,32,17,14.141,31.6,27.2,29.9,24.1
8/23/2018,27,10,14.141,5,28.4,33.2,25.3
8/24/2018,27,16,14.141,34.6,26.9,30.8,22.5
8/25/2018,20,21,14.141,0,27.6,31.5,24.8
8/26/2018,30,20,14.141,0,29,32.5,26.2
8/27/2018,41,29,14.141,0,29.1,32.7,26.5
8/28/2018,35,20,14.141,0,28.6,32.2,27
8/29/2018,28,18,14.141,0,28.2,30.7,26.3
8/30/2018,25,13,14.141,6,28.2,32,25
8/31/2018,28,25,14.141,0.2,28,32.5,26.3
9/1/2018,38,8,14.141,0,28.1,32,24.8
9/2/2018,30,15,14.141,7.6,26.9,29.5,21.4
9/3/2018,25,5,14.141,2.6,27.7,30.1,23.5
9/4/2018,34,13,14.141,27.8,26,27.8,23
9/5/2018,34,21,14.141,0,27.5,30,24.5
9/6/2018,42,7,14.141,0,28.3,31.9,25.9
9/7/2018,37,14,14.141,6,26.7,28.9,24.7
9/8/2018,29,13,14.141,45,26.7,30.1,21.8
9/9/2018,28,14,14.141,15.4,27.4,30.3,23.3
9/10/2018,39,8,14.141,2.4,27.3,31.2,25.9
9/11/2018,27,12,14.141,1,26.5,29.1,25
9/12/2018,29,21,14.141,0,27.6,30.8,24.8
9/13/2018,37,26,14.141,0,29,32,26.4
9/14/2018,40,24,14.141,0,29,32,26.5
9/15/2018,41,27,14.141,0,28.7,31,27.3
9/16/2018,38,27,14.141,0,28.7,30.6,27.2
9/17/2018,36,16,14.141,0,28.9,31.6,27
9/18/2018,35,20,14.141,1.2,27.6,31.9,24.7
9/19/2018,32,22,14.141,0.2,27.3,31.3,25.1
9/20/2018,28,12,14.141,3.6,26.8,32,23.7
9/21/2018,24,21,14.141,26,26.5,29.8,23.8
9/22/2018,30,25,14.141,5.6,27.1,31.3,24.7
9/23/2018,33,28,14.141,0,28.7,32.5,25.3
9/24/2018,38,27,14.141,0,28.9,32.1,26.1
9/25/2018,35,20,14.141,0,29,32.6,26.3
9/26/2018,35,18,14.141,0,28.7,32.5,27
9/27/2018,35,20,14.141,0,29.4,33,26.6
9/28/2018,39,31,14.141,0,29.5,32.5,27.3
9/29/2018,37,29,14.141,0,29.3,32.6,27.3
9/30/2018,36,26,14.141,0,29.3,32.9,27.3
10/1/2018,37,27,14.141,0,29.5,33.1,27.4
10/2/2018,43,19,14.141,0,29.5,33.3,26.8
10/3/2018,40,24,14.141,0,29.7,32.6,27.3
10/4/2018,39,26,14.141,0,30.1,34,28
10/5/2018,39,18,14.141,0,29.9,34.5,27.6
10/6/2018,30,11,14.141,8.8,28.3,33,25.3
10/7/2018,27,14,14.141,11,27.3,31,23.7
10/8/2018,30,8,14.141,4.8,27.4,31.5,25.3
10/9/2018,34,17,14.141,45.4,26.8,29.9,23.5
10/10/2018,25,17,14.141,60.6,26.5,31.4,23.7
10/11/2018,20,11,14.141,1.2,27,32.5,24.8
10/12/2018,19,9,14.141,58.8,26.2,31,22.5
10/13/2018,26,8,14.141,2.4,26.6,29.1,24
10/14/2018,26,23,14.141,4.2,25.6,26.6,24.2
10/15/2018,38,17,14.141,0,28,32.2,24.6
10/16/2018,36,13,14.141,0,27.8,32.9,25.3
10/17/2018,30,15,14.141,8.2,27.4,30.8,23.6
10/18/2018,22,25,14.141,4.6,26.9,30.1,23.4
10/19/2018,26,26,14.141,4.8,28.2,33.3,23.7
10/20/2018,29,22,14.141,9.2,28.8,31.9,24.7
10/21/2018,39,23,14.141,0,29.1,32.6,27.2
10/22/2018,28,18,14.141,0,28.7,32.2,25.1
10/23/2018,30,18,14.141,0,27.9,32.1,25.8
10/24/2018,36,16,14.141,0.8,27.5,32.1,25.7
10/25/2018,47,36,14.141,0,27.4,31.6,25.2
10/26/2018,41,21,14.141,0,28.6,32.8,25.9
10/27/2018,28,24,14.141,3.6,27.6,32.1,25.5
10/28/2018,26,16,14.141,5.2,26.9,31.8,25.1
10/29/2018,28,12,14.141,0.4,27.9,32.4,25.5
10/30/2018,25,15,14.141,0.4,28.3,32.9,25.8
10/31/2018,24,17,14.141,0,27.6,31.5,25.6
11/1/2018,28,20,14.141,0.2,26.4,27.2,25.3
11/2/2018,27,9,14.141,7.8,26.8,31,24.5
11/3/2018,28,16,14.141,0.4,27.5,31.4,25.4
11/4/2018,26,16,14.141,3.4,27.8,32,25.4
11/5/2018,25,19,14.141,0.4,27.8,31.8,25.7
11/6/2018,19,28,14.141,3.8,27,32.3,23.6
11/7/2018,18,26,14.141,12,27.7,31.6,24.4
11/8/2018,32,7,14.141,5.4,27.5,32.7,24.8
11/9/2018,35,34,14.141,1.6,26.8,28.5,25.6
11/10/2018,28,18,14.141,0,27.6,32.3,25.6
11/11/2018,21,36,14.141,0.8,26.9,31.5,25
11/12/2018,19,17,14.141,12.4,27.5,32.5,24.5
11/13/2018,20,15,14.141,2.4,27.1,30.9,24.8
11/14/2018,27,7,14.141,2,27.7,31.2,24.8
11/15/2018,28,16,14.141,4.6,26.6,30.9,23.9
11/16/2018,28,15,14.141,0.8,27.6,30.8,25
11/17/2018,23,25,14.141,18.4,27.2,30,22.4
11/18/2018,21,20,14.141,7.4,26.5,28.9,23.6
11/19/2018,22,16,14.141,20.6,26.9,31.8,23.6
11/20/2018,19,22,14.141,4,27.7,32,23.8
11/21/2018,14,20,14.141,13.2,26.4,30.1,22.8
11/22/2018,17,15,14.141,2,26.9,29.8,23.6
11/23/2018,20,28,14.141,4,27.5,31.9,24.4
11/24/2018,25,24,14.141,0,28.2,33.4,25.9
11/25/2018,19,18,14.141,4.8,27.6,30.1,24.2
11/26/2018,26,13,14.141,14.4,27.5,31.9,23.9
11/27/2018,21,18,14.141,9.6,26.6,28.5,24.2
11/28/2018,23,11,14.141,0,28.2,32,25.2
11/29/2018,20,10,14.141,5.6,28,31.5,26
11/30/2018,19,15,14.141,7.6,27.3,30.6,25.2
12/1/2018,15,13,14.141,7,27,31.3,25.5
12/2/2018,14,10,14.141,0.4,27.5,31.2,25.4
12/3/2018,20,20,14.141,2.6,26.9,30.7,25.5
12/4/2018,20,14,14.141,0,27.8,31.9,24.9
12/5/2018,21,17,14.141,2.8,27.6,31.4,26.2
12/6/2018,22,17,14.141,4.6,27.1,30.4,25.6
12/7/2018,21,18,14.141,1,27.4,31.6,25.2
12/8/2018,23,19,14.141,0,28.1,32.3,25.3
12/9/2018,23,13,14.141,0,28.4,31.3,26
12/10/2018,21,11,14.141,0.2,27.4,31.6,25.9
12/11/2018,18,13,14.141,33.2,26.6,31.9,23.9
12/12/2018,19,10,14.141,0.2,27.3,31.3,25.2
12/13/2018,17,17,14.141,0,26.5,28.4,25.4
12/14/2018,22,21,14.141,0,26.9,29.6,25.4
12/15/2018,19,27,14.141,0,27.2,30.3,25.2
12/16/2018,18,25,14.141,43.8,26.3,31.6,23.7
12/17/2018,17,25,14.141,0,27.3,30.6,25
12/18/2018,22,25,14.141,0.2,27.9,31.2,25.6
12/19/2018,22,25,14.141,0.2,28,32.7,25.9
12/20/2018,17,15,14.141,15.6,27.4,32.1,23.6
12/21/2018,22,21,14.141,3.2,27.5,32.1,25.1
12/22/2018,31,41,14.141,0,28.1,31.7,25.6
12/23/2018,33,43,14.141,0.6,27.9,32.3,25.6
12/24/2018,29,34,14.141,0,28.1,32.2,25.2
12/25/2018,22,28,14.141,0.2,27.8,32.1,25.5
12/26/2018,18,28,14.141,0.2,28.6,33.1,24.7
12/27/2018,23,33,14.141,0,27.9,31.2,24.9
12/28/2018,25,31,14.141,0,29.2,33.8,25.9
12/29/2018,25,31,14.141,0,28.4,31.2,26.3
12/30/2018,25.33,18.309,14.141,17.4,28,33.8,25.6
12/31/2018,16,29,14.141,39.2,27.1,32,24.8
1/1/2019,19,41,14.141,0,28.2,33.4,25.1
1/2/2019,27,41,14.141,0,29.1,33,25.4
1/3/2019,24,36,14.141,0,29.6,32.9,26.2
1/4/2019,29,37,14.141,0,29.7,33.4,27
1/5/2019,29,23,14.141,0,28,31.9,26.5
1/6/2019,25,18,14.141,0,28.6,31.9,26.4
1/7/2019,25,14,14.141,0,28.9,32.6,26.3
1/8/2019,25,18,14.141,0.6,28.2,31.5,26
1/9/2019,24,18,14.141,0,28.5,32.2,26.1
1/10/2019,22,18,14.141,0,28.6,32.3,26
1/11/2019,22,20,14.141,5.8,27.9,32.1,24.7
1/12/2019,19,17,14.141,0,28.1,32.2,25
1/13/2019,21,16,14.141,0,28,32.4,25.5
1/14/2019,25,24,14.141,0,27.9,31.6,25.7
1/15/2019,21,22,14.141,0,28.3,32.2,25.6
1/16/2019,16,14,14.141,0,28.1,32.3,25.8
1/17/2019,14,11,14.141,16.2,26.9,32.6,23.8
1/18/2019,26,16,14.141,38.2,25.8,28.4,23.5
1/19/2019,25,18,14.141,0,27.2,31.1,24.6
1/20/2019,24,17,14.141,0,28.1,32.2,25.3
1/21/2019,23,18,14.141,1.4,27.8,31.9,25.9
1/22/2019,22,24,14.141,0,27.6,31,25.6
1/23/2019,34,26,14.141,0.2,28,31.4,25.6
1/24/2019,36,28,14.141,0,27.6,31.1,25.8
1/25/2019,31,26,14.141,0.4,27.2,30.2,25
1/26/2019,27,21,14.141,0,27.4,30.4,25.6
1/27/2019,21,17,14.141,0,27.9,31.3,25.7
1/28/2019,21,20,14.141,0.6,26.8,28.4,25.8
1/29/2019,23,20,14.141,0.2,27.8,31.8,26
1/30/2019,24,21,14.141,0,27.8,31.6,25.7
1/31/2019,25,18,14.141,0,27.6,31.6,25.2
2/1/2019,21,18,14.141,0,28.1,32,25.6
2/2/2019,20,18,14.141,0.2,28.2,32.4,25.9
2/3/2019,19,19,14.141,0,28.4,32.9,26.4
2/4/2019,20,20,14.141,0,28.7,33,25.8
2/5/2019,18,23,14.141,0,28.2,32.4,25.6
2/6/2019,20,23,14.141,0,27.7,32.3,24.7
2/7/2019,20,20,14.141,0,28.1,33,24.8
2/8/2019,18,22,14.141,0,28.7,33.8,25.8
2/9/2019,18,17,14.141,0,28.8,34.1,25.8
2/10/2019,19,29,14.141,0,28.5,32.9,26
2/11/2019,21,28,14.141,0,27.7,32,24.7
2/12/2019,22,19,14.141,0,28.3,33.3,24.6
2/13/2019,28,20,14.141,0,28.8,32.9,26.5
2/14/2019,27,19,14.141,0,28.5,33.6,26.1
2/15/2019,22,21,14.141,0,27.9,32.9,26
2/16/2019,24,24,14.141,0,28.2,33.3,25.2
2/17/2019,25,28,14.141,9.2,27.2,33.2,23
2/18/2019,22,23,14.141,8.6,26.8,30.5,21.9
2/19/2019,24,18,14.141,13.4,28,32.4,25.7
2/20/2019,25,19,14.141,0,28.2,32.2,25.7
2/21/2019,23,19,14.141,0,28.6,32.7,26.1
2/22/2019,29,25,14.141,0,28.6,33.5,25.6
2/23/2019,25,30,14.141,0,28.3,32.7,25.6
2/24/2019,27,24,14.141,0,28,32.7,25.1
2/25/2019,32,16,14.141,0,28.6,33.6,25.6
2/26/2019,27,19,14.141,0,28.7,32.5,26.4
2/27/2019,33,20,14.141,0.2,28,32.1,26.1
2/28/2019,37,23,14.141,0,28.3,32.6,26.1
3/1/2019,27,29,14.141,0,28.5,32.7,26
3/2/2019,29,33,14.141,0,28.4,33,26.1
3/3/2019,29,36,14.141,0,27.9,33,24.7
3/4/2019,31,40,14.141,0,28.1,33.8,24.6
3/5/2019,31,22,14.141,0,28.8,34.2,24.9
3/6/2019,25,29,14.141,0,28.5,32.1,26.9
3/7/2019,37,35,14.141,0,29.4,34.2,26.8
3/8/2019,37,31,14.141,0,29.3,34.3,26.7
3/9/2019,21,20,14.141,0,29.2,34,26.6
3/10/2019,22,20,14.141,0,29.2,34.7,26.4
3/11/2019,23,31,14.141,25.8,27.4,33,22.3
3/12/2019,20,26,14.141,1.2,28.2,34.8,24.9
3/13/2019,24,27,14.141,0,28.9,33.4,26.1
3/14/2019,26,25,14.141,0,28.9,33.4,25.9
3/15/2019,25,20,14.141,0,28.8,33.7,25.4
3/16/2019,25,31,14.141,0,28.7,33.6,24.8
3/17/2019,29,28,14.141,0,28.8,33.4,25.6
3/18/2019,33,26,14.141,0,28.7,33.6,24.8
3/19/2019,30,25,14.141,0,28.9,33.9,25.4
3/20/2019,26,33,14.141,0,29.3,33.7,26.4
3/21/2019,24,37,14.141,8.8,28,34.3,23.1
3/22/2019,35,36,14.141,0,28.7,34.1,25.6
3/23/2019,35,29,14.141,0,29.3,34.5,26.5
3/24/2019,34,18,14.141,0,29,33.5,26.9
3/25/2019,28,18,14.141,6.6,28.6,33.4,26.2
3/26/2019,30,22,14.141,0.8,29.6,34.1,26.8
3/27/2019,37,18,14.141,0,30,34.5,27.2
3/28/2019,28,24,14.141,29,27.9,33.7,22.9
3/29/2019,30,26,14.141,0,28.8,32.5,25.4
3/30/2019,35,32,14.141,0,27.6,31.4,24.8
3/31/2019,26,18,14.141,0,28.4,31,26.5
4/1/2019,25,27,14.141,26,27.2,31.6,24
4/2/2019,30,28,14.141,0,28.1,32.2,25.5
4/3/2019,21,22,14.141,31,26.7,31,22.7
4/4/2019,20,25,14.141,0,28.5,33.7,25
4/5/2019,23,27,14.141,0,28.9,33.3,26.1
4/6/2019,28,35,14.141,0,28.6,32.9,25.4
4/7/2019,22,25,14.141,0,28.8,32.9,25.3
4/8/2019,24,22,14.141,0,29,32.8,26
4/9/2019,26,22,14.141,0,29.3,33.4,26.8
4/10/2019,33,9,14.141,6,28.2,32.6,25.3
4/11/2019,31,18,14.141,31.2,27.4,31.6,23.6
4/12/2019,27,20,14.141,0,28.5,32,25.6
4/13/2019,16,16,14.141,0,29.2,32.6,26.4
4/14/2019,15,19,14.141,0,28.8,32,26.6
4/15/2019,16,21,14.141,0.2,29.1,33.4,26.2
4/16/2019,22,32,14.141,0,29.9,33.3,27.1
4/17/2019,26,23,14.141,0,30.1,33.8,27.8
4/18/2019,23,27,14.141,0,30,33.9,27.3
4/19/2019,25,11,14.141,0,29,34.5,26
4/20/2019,31,26,14.141,21.2,27.7,30.7,25
4/21/2019,22,17,14.141,0,29.7,33.7,26.9
4/22/2019,27,14,14.141,0,29.2,32.9,27.5
4/23/2019,25,18,14.141,0,28.7,33.2,26.6
4/24/2019,28,23,14.141,0,28.9,31.7,26.9
4/25/2019,33,6,14.141,0,29.2,33.2,27.4
4/26/2019,16,8,14.141,52.4,26.3,29.9,24
4/27/2019,20,33,14.141,6.2,27.6,30.7,25.2
4/28/2019,24,26,14.141,0.6,29.1,34.5,25
4/29/2019,25,16,14.141,0,29.5,33.9,26.5
4/30/2019,33,33,14.141,0,28.2,32.6,26.2
5/1/2019,35,28,14.141,0,29.4,32.6,26.6
5/2/2019,49,29,14.141,3.8,28.9,32.9,25.6
5/3/2019,38,13,14.141,0,29.4,34.3,27.2
5/4/2019,28,25,14.141,0.2,29.2,33,27.3
5/5/2019,15,23,14.141,3.2,29,32.8,26.1
5/6/2019,20,24,14.141,0,30.7,34.6,27.8
5/7/2019,21,9,14.141,0,30.3,34,28
5/8/2019,24,16,14.141,15.4,27.4,30.8,22.9
5/9/2019,24,22,14.141,0,30,34.1,26.7
5/10/2019,30,8,14.141,5.6,29.5,34.7,24.3
5/11/2019,32,30,14.141,11,28.7,31.7,24.7
5/12/2019,31,18,14.141,0,29.6,33.1,26.9
5/13/2019,31,19,14.141,0,29.4,32.5,27.2
5/14/2019,23,12,14.141,0.2,29.5,33.1,26.7
5/15/2019,22,15,14.141,0.8,29.5,33,26.7
5/16/2019,20,20,14.141,0,29.2,32.3,26.9
5/17/2019,20,18,14.141,17.2,28.3,31.4,22.8
5/18/2019,17,16,14.141,0,29.1,31.5,26.9
5/19/2019,19,19,14.141,0.2,28.2,30.9,25.8
5/20/2019,17,15,14.141,0,29,31.7,26.7
5/21/2019,25,11,14.141,6,28.4,32.7,26.1
5/22/2019,18,16,14.141,0,28.4,31.5,26.4
5/23/2019,15,20,14.141,0,29.6,33,26.9
5/24/2019,17,13,14.141,0,30.1,33.5,28.1
5/25/2019,13,17,14.141,0,29.5,32.1,27.8
5/26/2019,14,14,14.141,0,29.9,33.2,27.4
5/27/2019,13,13,14.141,0,29.7,33,27.7
5/28/2019,15,15,14.141,0,30.1,32.9,28.4
5/29/2019,18,7,14.141,0,29.9,32.6,27.5
5/30/2019,19,14,14.141,5,28.2,31.9,25.2
5/31/2019,18,18,14.141,0.4,29,32.7,26.5
6/1/2019,16,34,14.141,0,28.3,32.3,26.7
6/2/2019,18,15,14.141,13.6,28.6,32.8,25.8
6/3/2019,19,12,14.141,37.6,26.9,31.4,24.2
6/4/2019,20,13,14.141,0,28.3,31.1,25.5
6/5/2019,17,6,14.141,0,29.4,32.6,27.8
6/6/2019,15,5,14.141,4,27.1,29,25.2
6/7/2019,23,6,14.141,10.6,26.1,27.5,24.4
6/8/2019,19,10,14.141,0.6,27.4,29.8,25.6
6/9/2019,19,14,14.141,0.2,28.9,32,26.9
6/10/2019,20,12,14.141,0,30,33,27.9
6/11/2019,13,9,14.141,0,29.9,32.9,26.9
6/12/2019,14,7,14.141,18.2,27.2,29.7,23.6
6/13/2019,16,10,14.141,2.8,28.7,30.6,27
6/14/2019,16,12,14.141,5,28.9,32.1,26.8
6/15/2019,17,14,14.141,0,28.7,31.8,26.8
6/16/2019,12,11,14.141,0,29.3,32.2,27.3
6/17/2019,16,5,14.141,0,29.2,31.4,27.7
6/18/2019,18,5,14.141,9.8,27.1,28.6,25
6/19/2019,19,6,14.141,1.4,27.9,29.5,26.2
6/20/2019,19,13,14.141,4.4,28.6,32.4,25.2
6/21/2019,17,12,14.141,28,27.8,31.7,24.7
6/22/2019,15,19,14.141,18.6,26.8,30.1,23.3
6/23/2019,17,14,14.141,0,28.6,31.9,25.5
6/24/2019,25,20,14.141,0.6,28.9,32.5,25.7
6/25/2019,27,10,14.141,0,29.5,32.1,27.6
6/26/2019,27,17,14.141,0,28.3,31.2,27.1
6/27/2019,22,15,14.141,0,29.2,32.2,26.7
6/28/2019,27,16,14.141,0,29.6,32.2,27.8
6/29/2019,25,16,14.141,18.4,28.6,32,23.9
6/30/2019,23,18,14.141,0,28.8,30.9,27.3
7/1/2019,28,20,14.141,0,29.4,32.1,27.7
7/2/2019,32,16,14.141,0,29.7,32.3,27.9
7/3/2019,35,18,14.141,0.2,28.7,31,26.9
7/4/2019,25,14,14.141,0,29.3,32.3,27.3
7/5/2019,18,14,14.141,0,29.5,32.8,27.8
7/6/2019,18,13,14.141,0.2,29.3,33.2,26.8
7/7/2019,18,9,14.141,0,28.9,31.6,27.4
7/8/2019,17,11,14.141,1.2,28.2,31.9,25.9
7/9/2019,22,21,14.141,0.6,27.9,30.1,24.8
7/10/2019,23,19,14.141,0,29.4,32.1,27.6
7/11/2019,23,13,14.141,0,29.6,32.9,27.5
7/12/2019,20,16,14.141,0,29.2,32.6,27.4
7/13/2019,20,21,14.141,0,29.4,32.6,27.1
7/14/2019,25,20,14.141,0,29.7,32.7,28
7/15/2019,24,18,14.141,2,27.2,28.7,23.9
7/16/2019,29,24,14.141,0.6,28.7,31.3,26.5
7/17/2019,30,24,14.141,0,29.1,31.8,26.9
7/18/2019,27,18,14.141,0,29.3,32.6,27.2
7/19/2019,25,19,14.141,0,29.2,32.6,27.3
7/20/2019,25,17,14.141,0,29.4,32.7,27.3
7/21/2019,18,15,14.141,0,28.8,32.3,27
7/22/2019,18,7,14.141,0,28.4,32,27.2
7/23/2019,24,12,14.141,6.6,27.6,31.2,24.2
7/24/2019,24,19,14.141,0,28.9,31.6,26.6
7/25/2019,24,21,14.141,0,29.1,31.7,27.1
7/26/2019,25,20,14.141,0,29.1,33,26.3
7/27/2019,25,17,14.141,0,29.3,32.9,26.9
7/28/2019,22,20,14.141,0.8,29,31.8,26.9
7/29/2019,29,22,14.141,0,29.7,33.4,27.4
7/30/2019,34,22,14.141,0,29.4,32.4,27.3
