date,pm10,o3,no2,rain,temp,tmax,tmin
6/16/2015,25,12,22,0,27.7,29.4,25.2
6/17/2015,23,18,18,0.4,28.4,30.7,26.8
6/18/2015,20,13,13,0,29.5,32,27.5
6/19/2015,17,12,12,0,29.4,31.8,27.6
6/20/2015,18,13,12,0,29.8,32.4,27.6
6/21/2015,19,15,11,0,30,32.5,28.2
6/22/2015,23,18,13,0,30.2,33.2,28.2
6/23/2015,27,20,12,0,30.1,32.8,28.4
6/24/2015,29,21,12,0,30,33.2,28.3
6/25/2015,25,21,12,0,29.9,32,28.2
6/26/2015,21,14,12,0,29.7,32.3,28
6/27/2015,20,12,11,0,29.9,33,28.1
6/28/2015,20,18,14,12.8,29.4,32.3,25.2
6/29/2015,23,21,13,0,29.7,32.8,27.1
6/30/2015,27,10,20,0,29.7,32.7,27.3
7/1/2015,31,13,20,6.4,28.6,30.8,24
7/2/2015,32,17,15,0,29.2,31.9,26.9
7/3/2015,29,15,14,0.4,29.4,32,27.8
7/4/2015,27,24,16,22.2,27.4,29.2,22.1
7/5/2015,27,24,16,0,29.3,31.9,27.1
7/6/2015,30,21,16,0,29.5,31.9,28
7/7/2015,30,18,15,2,29.3,31.7,27.4
7/8/2015,30,13,17,20,28.5,31.8,23.6
7/9/2015,35,28,20,0,29.1,32.4,26.3
7/10/2015,38,17,20,11.4,28.7,30.9,24.5
7/11/2015,27,17,16,0.6,29.4,31.9,27.6
7/12/2015,25,18,15,0,29.3,32,27.4
7/13/2015,20,13,13,0,29.4,31.5,27.9
7/14/2015,19,12,14,45.8,28.1,31.2,24.2
7/15/2015,15,11,15,0,29.2,32.5,27.5
7/16/2015,20,13,14,1.6,29.3,32.2,27.9
7/17/2015,21,15,14,0,29.5,32,28.2
7/18/2015,21,17,11,0,29.8,32.6,28.3
7/19/2015,22,15,10,0.2,29.6,32.5,27.7
7/20/2015,20,15,12,0,29.4,32.5,27.5
7/21/2015,19,14,15,0.4,29.5,32.4,26.9
7/22/2015,20,15,15,0,29.6,32.5,27.6
7/23/2015,19,11,14,0,29.3,31.6,27.8
7/24/2015,20,14,13,0,29.3,32.7,27.3
7/25/2015,22,19,12,0,29.4,32.6,26.4
7/26/2015,19,10,11,3.6,28.1,30.9,24.3
7/27/2015,19,12,14,0,29,31.4,27.2
7/28/2015,20,9,11,0,28.7,31.8,27.2
7/29/2015,14,14,7,0,29,31.9,27.5
7/30/2015,16,12,9,0,29.2,32.7,27.6
7/31/2015,20,11,16,2.2,27.6,32.2,25.2
8/1/2015,25,12,17,1.6,26.7,29.3,24.1
8/2/2015,20,13,12,0,28.7,32.1,25.9
8/3/2015,17,7,15,26.2,26.2,28.7,22.6
8/4/2015,18,15,18,6.2,27.1,29.7,24.2
8/5/2015,20,17,17,0,28.5,30.8,26.7
8/6/2015,21,11,18,1.6,27.3,30.1,25.5
8/7/2015,22,10,18,20.2,27.2,30.1,24.6
8/8/2015,22,16,17,28.2,28.1,31,23.6
8/9/2015,21,20,12,14.2,27.5,30.5,22.7
8/10/2015,26,21,9,1,29.1,32,27.2
8/11/2015,28,13,11,0,28.8,31,27.4
8/12/2015,25,5,16,63.2,26.1,28,23.7
8/13/2015,25,16,15,0,28.1,31.5,25.6
8/14/2015,21,14,13,0,29.1,32.1,26.8
8/15/2015,22,17,10,0,29,32.3,27.3
8/16/2015,24,16,8,0,28.8,31.9,27
8/17/2015,24,13,10,0,28.7,30.9,26.8
8/18/2015,26,27,10,0,29,32.7,27
8/19/2015,30,27,13,0,29,32.2,26.2
8/20/2015,37,27,13,0,29.1,32,26.8
8/21/2015,39,22,17,0,28.6,32.3,27.6
8/22/2015,43,26,16,0,29,31.1,27.3
8/23/2015,43,32,8,0,29,31.8,27.4
8/24/2015,41,27,9,0,28.8,30.7,27.6
8/25/2015,47,18,15,22.2,28.4,31,24.4
8/26/2015,43,17,13,0,29,31.4,27.4
8/27/2015,34,23,12,0,28.7,31.7,25.9
8/28/2015,32,16,12,0,28.9,32.1,26.5
8/29/2015,38,22,8,0,29.7,33.1,27.9
8/30/2015,35,15,7,1.2,29,31.8,25.9
8/31/2015,27,22,9,0,29.2,32.3,27.4
9/1/2015,33,30,10,0,29.3,32.3,27
9/2/2015,44,29,11,0,29.3,33.2,27.1
9/3/2015,48,25,9,0,29.4,32.5,27.6
9/4/2015,48,19,11,0.4,29,32,27.9
9/5/2015,49,26,9,0,29.2,32.1,27.5
9/6/2015,56,32,10,0,29.2,32.4,27.1
9/7/2015,47,28,11,0,28.9,32.1,26.6
9/8/2015,53,29,11,0,29.2,32.2,27.3
9/9/2015,47,14,17,17.4,27,31.7,23.6
9/10/2015,57,24,21,0,27.6,30.4,24.7
9/11/2015,82,34,14,0,28.9,32.7,26.8
9/12/2015,50,29,13,0,28.6,31,26.5
9/13/2015,71,34,10,0,28.9,31.5,27
9/14/2015,78,20,13,0,28.7,31.3,27.5
9/15/2015,77,16,22,18.4,26.6,28.9,23.1
9/16/2015,61,15,22,16.4,27.7,30.2,24.9
9/17/2015,48,25,17,0,29,31.7,27.3
9/18/2015,44,25,12,0,28.8,30.9,27.3
9/19/2015,67,33,11,0,29,32.8,26.9
9/20/2015,50,31,11,0,29.1,32.6,26.4
9/21/2015,42,22,13,0.2,28.9,31.7,27
9/22/2015,46,24,13,4.6,28.7,31.1,27
9/23/2015,52,33,18,0,29.2,32,27.3
9/24/2015,98,37,13,0,28.8,32.5,26
9/25/2015,141,27,14,0,28.9,31.7,26.9
9/26/2015,67,27,11,0,29,32,26.4
9/27/2015,43,29,10,0,28.9,31.8,27.1
9/28/2015,75,24,17,2.8,27.8,31.8,24.5
9/29/2015,94,34,19,0,28.1,31.1,25
9/30/2015,87,27,19,1.4,28.7,31.8,26.8
10/1/2015,97,33,15,0,28.7,32.3,27.2
10/2/2015,74,24,21,28.6,27.5,31.6,23.5
10/3/2015,82,29,15,0,28.5,30.9,25.8
10/4/2015,72,36,10,0,29,31.6,26.7
10/5/2015,90,30,21,0.2,28.4,30.9,27.1
10/6/2015,67,27,18,19.8,27.4,32,23.4
10/7/2015,39,30,27,0.6,28.1,31.6,24.9
10/8/2015,48,36,16,0,28.3,32.6,25.8
10/9/2015,49,31,14,0,29,33,25.9
10/10/2015,46,46,10,0,28.9,31.7,26.4
10/11/2015,57,36,15,0,29.3,32.7,27
10/12/2015,65,37,16,0,29.1,33.2,26.6
10/13/2015,59,24,15,0,28.9,33,26.9
10/14/2015,42,34,13,7.8,28.6,32,23.9
10/15/2015,53,39,13,0,29.5,33.4,26.7
10/16/2015,55,31,14,0,29,32,26.8
10/17/2015,55,40,11,0,29.4,33,27
10/18/2015,72,31,11,0,29.3,31.6,27.5
10/19/2015,62,31,11,0,29.5,32.7,27.2
10/20/2015,61,37,12,0,29.2,32.5,27.2
10/21/2015,52,35,12,0,29.2,32.3,26.8
10/22/2015,59,47,12,0,29.6,33.5,27.3
10/23/2015,106,27,15,0,29.6,32.7,27.6
10/24/2015,79,30,18,0.6,28.9,31.8,26.4
10/25/2015,80,42,17,0,28.2,31.1,26.3
10/26/2015,79,47,18,0,29,33.6,26.5
10/27/2015,55,26,14,0,29,33,26.4
10/28/2015,27,22,9,24,26.6,30,21.9
10/29/2015,20,18,16,0,28.4,32.5,25
10/30/2015,19,17,14,5.2,27.6,32.7,25.3
10/31/2015,25,36,17,0.4,27.2,30.6,25.6
11/1/2015,25,21,19,0.2,27.6,32.2,25
11/2/2015,21,12,21,0.2,27.8,32.9,25.8
11/3/2015,24,19,24,0,28.6,32.9,25.9
11/4/2015,40,30,28,0,28.2,31.7,26.1
11/5/2015,46,31,21,0,28.4,32.3,25.9
11/6/2015,29,19,20,0,28.4,32,26.4
11/7/2015,30,30,27,1.4,27.9,32.9,25.2
11/8/2015,45,43,25,0,27.6,30.7,25.5
11/9/2015,39,20,15,1.4,28,31.8,25.5
11/10/2015,25,19,23,0,28.2,32.6,26
11/11/2015,33,28,20,0,27.5,32.2,25.7
11/12/2015,32,8,21,0,28.2,32.4,25.7
11/13/2015,27,19,12,0,28.3,32.7,26.3
11/14/2015,19,16,11,0,29,33.4,25.9
11/15/2015,13,3,14,0,27.9,30.7,26.6
11/16/2015,14,24,20,1.6,26.5,28.8,25.3
11/17/2015,27,27,14,9.8,27,30.1,23.7
11/18/2015,19,14,17,0,28.6,32.9,25.7
11/19/2015,19,10,14,0,28.8,32.3,26.5
11/20/2015,18,18,19,0.2,28.1,32.5,25.7
11/21/2015,24,9,13,0,27.6,31.7,25.7
11/22/2015,34,38,21,0,28.3,32.2,25.7
11/23/2015,32,12,24,0,29.1,33.6,26.2
11/24/2015,32,24,22,24,26.8,30.6,24.2
11/25/2015,18,9,14,3.2,27.2,32.4,25.1
11/26/2015,11,15,12,0.8,27.1,32,24.7
11/27/2015,16,22,14,0.4,27.6,31.9,24.9
11/28/2015,22,22,15,0,28.5,32.6,25.9
11/29/2015,18,17,18,3.6,28.5,32.3,24.7
11/30/2015,16,12,16,25.8,27.6,33,24.7
12/1/2015,15,10,16,28.8,26.9,31.8,23.2
12/2/2015,16,14,12,0.2,27.6,31.7,25
12/3/2015,21,17,17,0,28.7,32.9,25.8
12/4/2015,19,13,15,0,28.4,31.8,26.2
12/5/2015,21,10,13,6,28.1,32.8,25.4
12/6/2015,14,13,9,4,27.8,32.4,25.4
12/7/2015,18,12,14,0,28.5,32.4,25.6
12/8/2015,16,13,12,21.6,28.1,31.4,25.1
12/9/2015,14,15,16,2,27.8,31.1,24.9
12/10/2015,19,10,16,40.4,27.4,32.7,22.5
12/11/2015,19,12,11,11,27.2,30.8,25.5
12/12/2015,14,3,11,37.8,26.8,31.8,24.4
12/13/2015,13,10,14,12.6,25.8,28.7,24.5
12/14/2015,20,11,15,0.4,27.6,31.9,24.1
12/15/2015,22,17,15,0,27.5,29.6,26
12/16/2015,26,20,14,0.2,28,30.6,26.4
12/17/2015,31,18,14,0,27.8,30.2,26.3
12/18/2015,34,25,13,8.2,27.8,31.3,23.9
12/19/2015,28,34,8,0,28.4,32.1,25.4
12/20/2015,24,30,12,0,28.5,33.1,25.9
12/21/2015,27,43,17,0,28.7,32.9,26.4
12/22/2015,29,28,17,4.8,28.4,32.6,26
12/23/2015,23,9,18,25.6,27.4,31.4,23.5
12/24/2015,22,17,11,40.2,26.4,29.6,22.8
12/25/2015,17,16,10,0,27.9,31.7,24.8
12/26/2015,18,18,9,0,28.5,32,25.8
12/27/2015,17,14,10,0,28.3,32.1,25.3
12/28/2015,15,7,11,0,28.4,32.5,26
12/29/2015,19,16,13,39,26.9,29.2,23.8
12/30/2015,24,29,22,2.2,27.8,31.6,25.1
12/31/2015,20,6,27,17,26,30.3,24.8
1/1/2016,25.33,18.309,14.141,2,27.5,29.8,25.2
1/2/2016,25.33,18.309,14.141,39.6,25.7,28,22.9
1/3/2016,14,10,13,16.6,25.4,26.8,24.5
1/4/2016,17,13,9,0,27.9,31.9,24.7
1/5/2016,17,13,8,0,28.7,32.1,26.2
1/6/2016,19,15,10,0,28.5,31.5,26.6
1/7/2016,19,13,10,0,28.7,31.9,26.8
1/8/2016,20,13,9,0,28.5,32.4,25.8
1/9/2016,18,16,7,1.8,28.5,32.1,26
1/10/2016,17,12,12,0,28.8,32.3,26.7
1/11/2016,21,14,8,0,28.8,32.5,25.9
1/12/2016,20,15,7,0,29,32.3,27
1/13/2016,19,13,9,0,29,32.6,26.8
1/14/2016,18,8,12,0.2,28.7,32.1,26.7
1/15/2016,22,9,18,5.6,28,32.1,26.2
1/16/2016,22,9,12,12.2,27.9,32.8,25.6
1/17/2016,20,15,17,33.4,27.4,31.8,23.8
1/18/2016,21,9,12,2.6,28.6,32.5,25.8
1/19/2016,20,11,12,2,28.5,32,26.5
1/20/2016,18,9,10,0.8,28.3,31.5,26.8
1/21/2016,19,7,12,0.6,28.3,31.8,26.9
1/22/2016,16,9,9,0,28.5,31.6,26.2
1/23/2016,18,16,6,0,28.7,32.5,26.6
1/24/2016,21,12,8,0,28.8,32.5,26.8
1/25/2016,22,8,13,2.6,28.4,32.2,26.6
1/26/2016,24,14,8,6,27.9,30.4,25
1/27/2016,23,13,12,1,28.8,32.2,26.4
1/28/2016,20,9,12,0,29,32.8,26.6
1/29/2016,18,12,8,0,28.6,32.3,26.2
1/30/2016,19,9,7,0,28.8,32.5,26.5
1/31/2016,22,12,6,0,28.8,32.6,26.6
2/1/2016,20,11,8,0,28.9,32.7,26.3
2/2/2016,19,15,7,10.6,27.7,31.7,24.9
2/3/2016,19,8,10,0,28.5,32.5,25.5
2/4/2016,16,13,10,0.2,28.2,31.7,26.3
2/5/2016,18,16,6,0,28.3,31.6,26
2/6/2016,19,25,6,1.8,28.7,32.4,26.5
2/7/2016,31,25,4,26.4,27,28.4,25.2
2/8/2016,31,24,2,0,27.7,29.7,26.3
2/9/2016,24,17,5,0,26.8,28.6,25.7
2/10/2016,14,10,6,0,26.7,28.6,25.4
2/11/2016,18,13,8,0.4,27.4,30.2,25.6
2/12/2016,18,14,5,0.6,27.6,32.1,24.2
2/13/2016,15,15,6,0,28.6,32.1,26.4
2/14/2016,18,15,6,1.2,28.6,32,26.6
2/15/2016,21,15,5,0,28.9,32.4,26.5
2/16/2016,26,23,6,0,28.7,31.9,26.9
2/17/2016,29,17,9,0,28.1,31.4,26.2
2/18/2016,17,6,11,0,27.8,31.5,25
2/19/2016,14,9,14,70.4,25.1,28.2,23.8
2/20/2016,22,17,8,2.6,26.7,29.9,24.7
2/21/2016,24,17,8,0,27.5,31,24.9
2/22/2016,23,12,8,0,28.2,31.9,25.5
2/23/2016,21,6,13,0,28,31.8,25.8
2/24/2016,18,15,9,71.8,25.9,29.5,23.3
2/25/2016,26,17,11,0,27.7,31.1,24.9
2/26/2016,25,16,8,0,28.4,31.6,26.2
2/27/2016,22,17,5,0,28.3,31.9,25.3
2/28/2016,24,13,7,0,28.5,31.9,26
2/29/2016,25,15,10,0,28.7,32,26.9
3/1/2016,25,13,8,0,28.6,31.9,26.1
3/2/2016,27,12,9,0,28.2,31.2,26.4
3/3/2016,25,9,10,0,28.5,32,26.8
3/4/2016,20,16,10,0.4,28.4,31.6,26.5
3/5/2016,20,16,6,0,28.6,32.2,26.2
3/6/2016,18,12,9,0,29,32.7,26.9
3/7/2016,21,9,14,0,28.5,32.6,26.6
3/8/2016,20,19,10,0.6,28.4,32.4,26.7
3/9/2016,20,15,18,0,29.2,33.2,26.8
3/10/2016,21,18,10,1.6,29,33.4,26.8
3/11/2016,18,15,11,0,29.4,33.8,27
3/12/2016,20,14,12,0,29,32.3,26.4
3/13/2016,21,18,9,2.4,29,33.6,26
3/14/2016,22,17,6,0,29.2,32.9,27.1
3/15/2016,22,23,14,0,29.2,32.9,26.9
3/16/2016,22,26,12,0,28.6,33.4,25.4
3/17/2016,24,28,12,0,28.9,33.8,25.8
3/18/2016,28,33,12,0,28.8,33.3,25.8
3/19/2016,28,27,13,0,28.9,33.2,25.8
3/20/2016,30,28,19,0,29.3,33.4,27.1
3/21/2016,29,23,22,0.2,29.2,34.1,27.3
3/22/2016,29,30,19,1,28.3,33.5,25.7
3/23/2016,24,32,10,0,28.8,33.2,26.1
3/24/2016,26,38,1,0,29.5,33.5,26.9
3/25/2016,25,22,1,0,29,33.7,26.3
3/26/2016,29,23,1,0,29.5,33.4,26.9
3/27/2016,32,23,5,0,29.6,33.6,27.5
3/28/2016,39,31,15,0,29.6,34,27
3/29/2016,51,26,7,0,29.3,33.7,27.3
3/30/2016,43,22,12,0,29.4,33.5,26.7
3/31/2016,44,24,11,0,29.6,33.8,26.9
4/1/2016,29,23,9,0,29.6,34.2,27.1
4/2/2016,23,16,9,0,29.8,34.4,26.5
4/3/2016,20,23,4,7.6,28.8,31.9,26
4/4/2016,21,17,10,6.2,29.2,32.3,27
4/5/2016,22,26,11,0,29,31.7,27.5
4/6/2016,26,33,12,0,29.4,33.8,26.3
4/7/2016,28,31,13,0,29.3,33.7,25.9
4/8/2016,27,18,3,0,29.7,34.4,26.6
4/9/2016,33,31,2,1.2,28.8,33.3,26.3
4/10/2016,25,23,15,0,29.7,35,26.4
4/11/2016,34,26,21,0,29.8,33.5,27.8
4/12/2016,27,23,17,9.4,29.9,34.5,25.7
4/13/2016,29,14,17,0,29.6,33.2,27.2
4/14/2016,24,13,22,9.6,29.4,33.6,25.6
4/15/2016,20,22,23,4.8,28.9,30.7,26.1
4/16/2016,20,26,13,0,29.9,33.5,27.1
4/17/2016,21,29,19,0,30.1,34.1,27.3
4/18/2016,27,22,5,0,30.3,34.1,27.2
4/19/2016,28,9,18,0.2,30.5,34.6,27.3
4/20/2016,25,26,13,0.4,29.4,33.8,27.4
4/21/2016,24,16,17,0,30.4,34.8,27.2
4/22/2016,19,13,17,0,29.7,33.7,28.2
4/23/2016,23,19,2,0,29.8,33.1,27.8
4/24/2016,16,11,15,13.8,29.2,31.6,25.9
4/25/2016,19,24,21,18.2,28.7,32.6,25.4
4/26/2016,28,23,27,7.6,28.9,32.6,25.3
4/27/2016,29,16,29,4.2,28.9,33.6,25.5
4/28/2016,28,10,27,6.2,28.9,32.7,27
4/29/2016,38,34,31,0.4,29,32.8,27.1
4/30/2016,37,21,19,0,28.6,33.8,26.1
5/1/2016,18,14,16,0,29.6,33.1,26.7
5/2/2016,22,16,17,0,29.4,33.3,27.8
5/3/2016,15,25,10,0,30,33.6,27.1
5/4/2016,17,19,18,0,30.7,34.3,27.9
5/5/2016,24,16,18,0.6,29.5,33.8,27
5/6/2016,22,8,17,0,29.8,34.6,27.6
5/7/2016,26,18,19,0,29.8,33.4,27.4
5/8/2016,26,12,23,0,29.7,32.9,27.4
5/9/2016,16,15,14,0,30,34.1,27
5/10/2016,14,16,22,0,30.7,34.5,28.3
5/11/2016,22,11,18,8,29.3,34,26
5/12/2016,19,4,12,0,29.7,33.2,27.6
5/13/2016,21,6,19,0.8,28.8,31.8,26.9
5/14/2016,21,20,17,16.4,27.7,32.8,25.1
5/15/2016,20,23,15,0,28.8,32.8,26.4
5/16/2016,25,20,29,31.6,28.5,34.3,24.8
5/17/2016,31,10,20,0,29.2,32.5,26.8
5/18/2016,20,7,20,54.8,28.5,33.3,24.7
5/19/2016,17,16,16,0,28.6,32.8,26.2
5/20/2016,20,17,12,2.8,29.6,32.4,27.7
5/21/2016,14,21,16,10.6,28.9,31.3,25.1
5/22/2016,18,25,17,25.6,28.1,32.1,24.6
5/23/2016,16,15,15,1.8,29.1,33.2,25.6
5/24/2016,14,17,14,0,29.9,31.9,27.9
5/25/2016,15,12,16,0,30,33.1,26.2
5/26/2016,12,9,13,0,28.6,31.3,26.4
5/27/2016,13,14,15,0,30,32.8,28.2
5/28/2016,15,26,17,29.8,29,31.9,23.9
5/29/2016,19,11,18,0,29.7,32.2,27.1
5/30/2016,17,26,21,11,27.9,31.9,25
5/31/2016,24,12,24,0,28.8,32.5,25.6
6/1/2016,22,13,22,0.8,28,32.2,25.8
6/2/2016,27,14,23,0,28.7,32,26.2
6/3/2016,28,3,30,0,28.7,32.5,26.4
6/4/2016,24,29,19,3.8,26.9,27.8,25.5
6/5/2016,21,19,16,0,28.7,31.9,26.2
6/6/2016,17,16,17,0,29.7,32.5,27.8
6/7/2016,28,6,24,0,29.9,32.7,27.6
6/8/2016,28,12,22,3.8,28,31,25.3
6/9/2016,25,7,24,0.6,28.5,32,25.7
6/10/2016,20,9,18,0,28.7,32.2,26.4
6/11/2016,13,14,13,16.2,28.1,32,25.1
6/12/2016,12,12,13,0,28.6,31.6,26.6
6/13/2016,18,14,16,7.2,28.7,32,26.8
6/14/2016,19,9,19,0.2,28.5,32.1,26.1
6/15/2016,18,5,16,34.6,28.5,30.9,24.2
6/16/2016,13,4,14,6.4,28.4,31.2,26.4
6/17/2016,13,14,19,18.4,26.4,30.6,24.4
6/18/2016,22,25,16,0.4,26.9,29.4,24.8
6/19/2016,18,24,15,0,27.7,30.4,25.6
6/20/2016,17,15,21,0,29,32.9,25.8
6/21/2016,22,5,22,0,28.9,31.3,27.1
6/22/2016,19,14,7,2.2,27.4,31.4,24.6
6/23/2016,16,8,15,0,29.2,32.1,26.3
6/24/2016,16,15,13,67.8,26.7,29.3,22.5
6/25/2016,13,13,13,0,29.1,32,26.6
6/26/2016,15,8,14,0.8,28.7,31.6,25.9
6/27/2016,15,18,17,0,28.9,30.6,27.6
6/28/2016,23,22,16,0,29.5,32.1,27.4
6/29/2016,25,22,18,0,30.3,33.4,27.8
6/30/2016,26,25,12,0,30,33.1,28.3
7/1/2016,27,22,11,0,29.8,32.7,27
7/2/2016,29,24,8,0,29.9,32.2,28.4
7/3/2016,24,21,10,0,30.1,33.4,28.2
7/4/2016,19,14,8,0,30.1,33,28.1
7/5/2016,16,11,10,0,30.1,33.2,28
7/6/2016,19,13,12,1.2,29.3,31.9,26.8
7/7/2016,17,9,14,0.8,29.4,32.1,26.9
7/8/2016,17,15,12,4.4,29.1,31.8,24.3
7/9/2016,15,15,12,0,29.8,32.9,27.7
7/10/2016,15,6,16,0,29.6,32.7,27.7
7/11/2016,16,14,14,1.4,28.1,30.2,25.4
7/12/2016,15,6,16,0,29.8,33,27.4
7/13/2016,20,5,18,1.2,28.2,31.2,25.4
7/14/2016,18,5,15,0.8,27.6,30.4,26.1
7/15/2016,18,24,19,0.4,27.4,30.9,25.1
7/16/2016,19,31,16,1.6,28.4,33.4,25.3
7/17/2016,20,10,24,0.4,27.7,33.2,25.4
7/18/2016,18,17,12,44,27.3,32.5,24.8
7/19/2016,14,9,20,0.4,28,33.3,24.1
7/20/2016,20,14,19,11.8,27.1,30.1,23.6
7/21/2016,22,3,25,59.4,27.1,30.5,22.5
7/22/2016,19,9,17,28.8,26,30,23.6
7/23/2016,13,6,15,4.8,27.1,30.8,24.4
7/24/2016,15,4,20,0.8,27.4,31,25.9
7/25/2016,21,3,17,0.2,27.5,28.8,25.6
7/26/2016,22,13,16,1.6,26.5,29.4,24.2
7/27/2016,23,10,17,0,28.4,31.9,24.9
7/28/2016,20,15,17,0,28.6,31,25.8
7/29/2016,17,13,15,0,28.7,31.9,25.7
7/30/2016,18,11,16,0.6,28.9,31,27.1
7/31/2016,21,13,24,4,27.6,31.8,25
8/1/2016,20,22,17,22.2,27.4,30.8,23.3
8/2/2016,19,13,17,0,29.1,32.4,27.1
8/3/2016,18,12,15,7,27.5,30.1,22.1
8/4/2016,18,17,16,0,28.4,30.4,27
8/5/2016,20,14,19,0.2,29.5,32.7,26.9
8/6/2016,26,16,10,4.6,28.3,32.1,25.6
8/7/2016,29,22,14,0,29.4,32,27.3
8/8/2016,29,22,19,0,29.6,32.7,27.6
8/9/2016,20,14,13,0,29,32.2,27.4
8/10/2016,18,10,18,0,29.7,32.8,27.4
8/11/2016,19,10,16,3.6,29.2,31.1,27.9
8/12/2016,23,21,21,3.4,29,31.1,25.2
8/13/2016,26,19,16,0,29.4,32.1,27.7
8/14/2016,20,20,14,0.2,28.7,32.9,26.1
8/15/2016,14,10,12,0,29.3,32.3,27.6
8/16/2016,16,10,13,0,29.6,32.3,27.2
8/17/2016,19,10,10,2.2,29.3,32.7,26.5
8/18/2016,16,10,10,0,30.2,32.7,28
8/19/2016,15,13,12,11.2,28.3,31.4,22.7
8/20/2016,14,8,11,0,29.6,31.9,27.6
8/21/2016,14,12,15,30.6,27.8,29.1,22.9
8/22/2016,25,17,15,0.2,29.2,31.7,27.6
8/23/2016,23,9,12,18.2,29.2,32.4,25.1
8/24/2016,14,16,13,13.4,27.7,30.7,24.4
8/25/2016,32,28,20,0,29.2,32.2,25.8
8/26/2016,49,15,19,0,29.4,33.8,25.9
8/27/2016,35,17,17,0,29.4,33.3,27.5
8/28/2016,38,15,13,0,28.8,31.9,26.9
8/29/2016,17,7,13,10.6,28.9,32,26.5
8/30/2016,20,9,9,11.6,27.4,29.2,24.5
8/31/2016,20,4,14,0,28.3,32,25.8
9/1/2016,19,13,16,3.6,27.1,31.6,24.7
9/2/2016,21,13,17,0,28.5,31.6,25.1
9/3/2016,22,13,21,0,29.1,32.3,26
9/4/2016,35,12,27,1.8,28.7,33,26.6
9/5/2016,24,18,19,12.6,27.9,31.3,25.8
9/6/2016,17,7,14,1,28.8,31.8,26.9
9/7/2016,18,11,13,5,27.5,28.5,24.3
9/8/2016,18,10,14,0,29.2,31.8,27.7
9/9/2016,25,9,16,6.6,27.8,32.2,25.3
9/10/2016,19,13,12,2.8,27,29.8,22.9
9/11/2016,18,8,18,0.2,28.5,32.1,25.8
9/12/2016,21,12,15,3.4,26.3,28.6,24.1
9/13/2016,15,5,17,0,28.9,32.3,25.2
9/14/2016,18,12,14,34,26.5,30.5,23.1
9/15/2016,18,13,17,0,28.7,32.2,25.3
9/16/2016,18,19,12,15.2,28.1,32.3,22.7
9/17/2016,21,21,19,0,28.9,32,26
9/18/2016,19,11,16,7.2,28.3,32.9,22.6
9/19/2016,15,11,12,15.8,28.3,31.9,23.9
9/20/2016,14,12,13,0,28.7,32.8,25.2
9/21/2016,23,27,17,2.5,28.1,32.8,25.2
9/22/2016,22,18,16,0,28.3,32.4,26.1
9/23/2016,28,23,24,0,28.4,32.3,25.3
9/24/2016,22,24,17,0,28.5,32.1,25.6
9/25/2016,27,24,21,0,28.7,32.6,25.8
9/26/2016,38,19,24,0,28.3,33.3,25.5
9/27/2016,34,24,14,0,28.1,30.3,26
9/28/2016,25,19,15,0,29.7,34.1,26.4
9/29/2016,24,20,21,0,29.6,34.4,26.3
9/30/2016,27,12,22,7.2,28.1,34.3,24.3
10/1/2016,21,22,12,0,27.9,31.4,25.3
10/2/2016,26,10,19,0,30,33.9,27.1
10/3/2016,27,21,15,75.4,27.8,31.2,21.6
10/4/2016,40,21,26,0,28.3,32.9,26.1
10/5/2016,36,12,14,0,28.5,31.9,26
10/6/2016,29,3,15,0.4,27.9,30.2,24.5
10/7/2016,18,16,13,22.2,25.9,27.9,23.4
10/8/2016,20,15,17,0,28.6,32.9,25.1
10/9/2016,21,21,14,0,28.5,31.8,24.3
10/10/2016,20,23,9,0,29.7,34.2,25.9
10/11/2016,16,22,8,0,30.1,34.6,27
10/12/2016,16,15,9,0.2,29.9,34.3,27.4
10/13/2016,16,9,14,0,29.5,32,27.3
10/14/2016,18,14,12,1.6,28.9,32.6,24.4
10/15/2016,16,8,10,0,30,34.2,26.6
10/16/2016,13,8,13,5,28.6,32.3,25.4
10/17/2016,16,12,9,0,29.2,32.1,27.4
10/18/2016,17,8,14,0,29.6,32.9,26.6
10/19/2016,21,18,17,22.4,27.6,30.7,22.7
10/20/2016,23,18,20,0,29,32.7,26.3
10/21/2016,20,14,12,1,29,32.6,25.6
10/22/2016,19,28,14,4.2,28.3,32,24.4
10/23/2016,31,8,22,0.8,28.2,32.4,26
10/24/2016,32,17,23,7,26.8,30.7,24.6
10/25/2016,21,15,15,15,26.9,32.4,23.3
10/26/2016,20,7,13,1.6,27.2,31.2,24.4
10/27/2016,21,10,25,14.6,25.9,31,24
10/28/2016,31,9,18,0,27.4,31.8,25
10/29/2016,17,10,14,9.2,27.1,30.1,23.8
10/30/2016,18,11,16,0.4,27.3,30,24.8
10/31/2016,19,12,16,0,28.8,33,25.9
11/1/2016,18,17,17,35,26.7,28.7,23.7
11/2/2016,17,13,13,1,27.4,31.4,23.6
11/3/2016,13,11,15,19.2,27.4,31.7,24.6
11/4/2016,17,6,15,0,28.3,31.7,25.9
11/5/2016,14,14,8,4.4,26.9,28.7,25.3
11/6/2016,20,7,17,0,28.8,32.5,26.4
11/7/2016,23,13,15,1.2,26.8,28.7,25.3
11/8/2016,25,24,18,0,28.7,32.6,25.1
11/9/2016,24,15,18,64.4,27,30,23.3
11/10/2016,22,11,18,11,27.3,32.1,24.3
11/11/2016,19,17,17,5.6,26.9,30.3,24.8
